,정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명,gu
161,SEB100000104,안국역.인사동,37.5757849,126.9842425,20221011050911,1200.0,11,서울특별시,서울,종로구
162,SEB100000105,조계사.종로경찰서,37.5725223,126.9831555,20221011050911,1201.0,11,서울특별시,서울,종로구
163,SEB100000106,조계사.종로경찰서,37.5724858,126.9828258,20221011050911,1202.0,11,서울특별시,서울,종로구
164,SEB100000107,안국동,37.5746105,126.9827201,20221011050911,1203.0,11,서울특별시,서울,종로구
165,SEB100000108,종로5가.효제동.김상옥의거터,37.5745,127.00223,20221011050911,1204.0,11,서울특별시,서울,종로구
166,SEB100000109,종로5가.효제초등학교,37.572879,127.0021442,20221011050911,1205.0,11,서울특별시,서울,종로구
167,SEB100000116,종로5가,37.5705596,127.0021826,20221011050911,1212.0,11,서울특별시,서울,종로구
168,SEB100000117,청계6가.동대문시장,37.5698351,127.0028494,20221011050911,1213.0,11,서울특별시,서울,종로구
169,SEB100000118,동대문,37.5717262,127.0084126,20221011050911,1214.0,11,서울특별시,서울,종로구
170,SEB100000119,충신동,37.5740223,127.0062788,20221011050911,1215.0,11,서울특별시,서울,종로구
171,SEB100000121,충신동,37.5744602,127.0063433,20221011050911,1217.0,11,서울특별시,서울,종로구
172,SEB100000122,현대그룹빌딩,37.575873,127.000533,20221011050911,1218.0,11,서울특별시,서울,종로구
173,SEB100000123,방송통신대.이화장,37.578043,127.002437,20221011050911,1219.0,11,서울특별시,서울,종로구
174,SEB100000124,혜화역.마로니에공원,37.5811194,127.0022769,20221011050911,1220.0,11,서울특별시,서울,종로구
175,SEB100000125,혜화역.서울대병원입구,37.5810636,127.0019395,20221011050911,1221.0,11,서울특별시,서울,종로구
176,SEB100000126,방송통신대.이화장,37.5781296,127.0019937,20221011050911,1222.0,11,서울특별시,서울,종로구
177,SEB100000127,이화동(이화장),37.5761193,127.0006951,20221011050911,1223.0,11,서울특별시,서울,종로구
178,SEB100000128,창경궁.서울대학교병원,37.5788279,126.9968717,20221011050911,1224.0,11,서울특별시,서울,종로구
179,SEB100000129,이화동(이화장),37.5759372,127.0032708,20221011050911,1225.0,11,서울특별시,서울,종로구
180,SEB100000130,혜화동로터리,37.5857646,127.0007246,20221011050911,1226.0,11,서울특별시,서울,종로구
181,SEB100000131,명륜동2가.성균관대입구,37.5833334,126.9993987,20221011050911,1227.0,11,서울특별시,서울,종로구
182,SEB100000132,혜화역.서울연극센터(장면총리가옥),37.5840228,127.0013281,20221011050911,1228.0,11,서울특별시,서울,종로구
183,SEB100000133,혜화역.동성중고(장면총리가옥),37.5845697,127.0017176,20221011050911,1229.0,11,서울특별시,서울,종로구
184,SEB100000135,종로구민회관.창신동두산아파트,37.5740926,127.0155555,20221011050911,1231.0,11,서울특별시,서울,종로구
185,SEB100000139,동묘역앞,37.5716849,127.0156014,20221011050911,1235.0,11,서울특별시,서울,종로구
186,SEB100000140,동묘역앞,37.5719221,127.015945,20221011050911,1236.0,11,서울특별시,서울,종로구
187,SEB100000142,창신3동주민센터,37.578413,127.015178,20221011050911,1238.0,11,서울특별시,서울,종로구
188,SEB100000143,숭인1동주민센터.창신역4번출구,37.578772,127.0155485,20221011050911,1239.0,11,서울특별시,서울,종로구
189,SEB100000144,동묘역.롯데캐슬천지인,37.57418,127.0158023,20221011050911,1240.0,11,서울특별시,서울,종로구
190,SEB100000147,신설동로터리,37.5759288,127.0227802,20221011050911,1243.0,11,서울특별시,서울,종로구
191,SEB100000150,구기동현대빌라,37.609682,126.956622,20221011050911,1246.0,11,서울특별시,서울,종로구
192,SEB100000151,광장시장,37.5694963,126.9977437,20221011050911,1247.0,11,서울특별시,서울,종로구
193,SEB100000153,혜화경찰서,37.5725807,126.9974787,20221011050911,1249.0,11,서울특별시,서울,종로구
194,SEB100000154,서울역사박물관.김구집무실(경교장),37.5699003,126.9721318,20221011050911,1250.0,11,서울특별시,서울,종로구
195,SEB100000155,청계3가.관수교,37.5686887,126.9937793,20221011050911,1251.0,11,서울특별시,서울,종로구
196,SEB100000156,청계6가.버들다리,37.5699303,127.0080377,20221011050911,1252.0,11,서울특별시,서울,종로구
197,SEB100000157,청계7가.맑은내다리,37.5699975,127.0129554,20221011050911,1253.0,11,서울특별시,서울,종로구
198,SEB100000158,청계8가.영도교,37.5709465,127.0182311,20221011050911,1254.0,11,서울특별시,서울,종로구
199,SEB100000159,원남동사거리,37.5757228,126.9982146,20221011050911,1256.0,11,서울특별시,서울,종로구
200,SEB100000165,숭인동,37.5742721,127.0204373,20221011050911,1262.0,11,서울특별시,서울,종로구
201,SEB100000169,조계사,37.5728003,126.9831609,20221011050911,1267.0,11,서울특별시,서울,종로구
202,SEB100000174,세종문화회관,37.5739496,126.9768672,20221011050911,1272.0,11,서울특별시,서울,종로구
203,SEB100000179,이화동(이화장),37.576257,127.002955,20221011050911,1277.0,11,서울특별시,서울,종로구
204,SEB100000180,상명대정문,37.6016197,126.9550207,20221011050911,1278.0,11,서울특별시,서울,종로구
205,SEB100000181,이북오도청,37.6130503,126.9558882,20221011050911,1279.0,11,서울특별시,서울,종로구
206,SEB100000188,상명대입구.세검정교회,37.5994435,126.9597921,20221011050911,1286.0,11,서울특별시,서울,종로구
207,SEB100000189,상명대입구.석파랑,37.5995718,126.9581941,20221011050911,1287.0,11,서울특별시,서울,종로구
208,SEB100000190,종로중부새마을금고,37.5724174,127.0065911,20221011050911,1288.0,11,서울특별시,서울,종로구
209,SEB100000191,신설동로터리.신한은행앞.서울풍물시장,37.574386,127.0231182,20221011050911,1289.0,11,서울특별시,서울,종로구
210,SEB100000192,청계2가.삼일교,37.5684458,126.9872214,20221011050911,1291.0,11,서울특별시,서울,종로구
211,SEB100000193,청계8가.황학교,37.5721307,127.022787,20221011050911,1292.0,11,서울특별시,서울,종로구
212,SEB100000329,광화문,37.570326,126.9738331,20221011050911,1762.0,11,서울특별시,서울,종로구
213,SEB100000330,종로1가,37.57037,126.980129,20221011050911,1763.0,11,서울특별시,서울,종로구
214,SEB100000333,종로2가,37.5699685,126.9855751,20221011050911,1766.0,11,서울특별시,서울,종로구
215,SEB100000334,종로3가,37.5705896,126.9931553,20221011050911,1767.0,11,서울특별시,서울,종로구
216,SEB100000335,종로3가,37.5701024,126.9909932,20221011050911,1768.0,11,서울특별시,서울,종로구
217,SEB100000336,종로4가,37.5704208,126.9968799,20221011050911,1769.0,11,서울특별시,서울,종로구
218,SEB100000338,동대문종합시장종로6가,37.570792,127.003206,20221011050911,1771.0,11,서울특별시,서울,종로구
219,SEB100000343,경복궁역,37.576178,126.9715056,20221011050911,1777.0,11,서울특별시,서울,종로구
220,SEB100000344,경복궁역,37.5757554,126.9713156,20221011050911,1778.0,11,서울특별시,서울,종로구
221,SEB100000345,안국역,37.5766137,126.9852296,20221011050911,1779.0,11,서울특별시,서울,종로구
222,SEB100000346,안국역,37.5763185,126.9855059,20221011050911,1780.0,11,서울특별시,서울,종로구
223,SEB100000347,창덕궁,37.5775279,126.9887919,20221011050911,1781.0,11,서울특별시,서울,종로구
224,SEB100000348,성대입구,37.5835875,126.9997033,20221011050911,1782.0,11,서울특별시,서울,종로구
225,SEB100000355,평창동삼성아파트,37.6111136,126.9787596,20221011050911,1293.0,11,서울특별시,서울,종로구
226,SEB100000360,창경궁.고궁호텔.메이플레이스호텔,37.5765581,126.9974492,20221011050911,1733.0,11,서울특별시,서울,종로구
227,SEB100000362,영천시장,37.5696103,126.9630063,20221011050911,13037.0,11,서울특별시,서울,종로구
228,SEB100000364,동묘앞,37.5737292,127.0178163,20221011050911,1245.0,11,서울특별시,서울,종로구
229,SEB100000365,동대문(흥인지문),37.5719529,127.0120461,20221011050911,1037.0,11,서울특별시,서울,종로구
230,SEB100000366,동묘앞,37.5737786,127.0184085,20221011050911,1041.0,11,서울특별시,서울,종로구
231,SEB100000367,동묘앞,37.5742434,127.019672,20221011050911,1044.0,11,서울특별시,서울,종로구
232,SEB100000368,서대문역사거리.적십자병원,37.5671081,126.9675878,20221011050911,1169.0,11,서울특별시,서울,종로구
233,SEB100000369,안국역.서울공예박물관,37.5764011,126.9847682,20221011050911,1295.0,11,서울특별시,서울,종로구
234,SEB100000370,안국역.인사동,37.5763329,126.9855365,20221011050911,1294.0,11,서울특별시,서울,종로구
235,SEB100000371,창덕궁,37.577228,126.9890031,20221011050911,1296.0,11,서울특별시,서울,종로구
236,SEB100000376,강북삼성병원,37.5681459,126.9686004,20221011050911,1165.0,11,서울특별시,서울,종로구
237,SEB100000379,서울역사박물관.경희궁앞,37.569412,126.970609,20221011050911,1008.0,11,서울특별시,서울,종로구
238,SEB100000380,서울역사박물관.경희궁앞,37.569135,126.97038,20221011050911,1007.0,11,서울특별시,서울,종로구
239,SEB100000384,광화문,37.5701354,126.9752507,20221011050911,1009.0,11,서울특별시,서울,종로구
240,SEB100000385,광화문,37.5702168,126.9780854,20221011050911,1010.0,11,서울특별시,서울,종로구
241,SEB100000386,종로1가,37.5701482,126.981066,20221011050911,1011.0,11,서울특별시,서울,종로구
242,SEB100000387,종로1가,37.570229,126.9813906,20221011050911,1012.0,11,서울특별시,서울,종로구
243,SEB100000388,종로2가,37.5701386,126.9855426,20221011050911,1013.0,11,서울특별시,서울,종로구
244,SEB100000389,종로2가,37.5702571,126.9862474,20221011050911,1014.0,11,서울특별시,서울,종로구
245,SEB100000390,종로3가.탑골공원,37.5702449,126.9895646,20221011050911,1015.0,11,서울특별시,서울,종로구
246,SEB100000391,종로3가.탑골공원,37.5703605,126.9899877,20221011050911,1016.0,11,서울특별시,서울,종로구
