,정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명,gu
2093,SEB113000147,래미안웰스트림아파트,37.5442313,126.9362364,20221011050911,14238.0,11,서울특별시,서울,마포구
2094,SEB113000148,한국출판콘텐츠센터,37.5446547,126.935409,20221011050911,14239.0,11,서울특별시,서울,마포구
2095,SEB113000149,용강동주민센터,37.5419177,126.9404187,20221011050911,14240.0,11,서울특별시,서울,마포구
2096,SEB113000150,용강동주민센터,37.5417099,126.9411793,20221011050911,14241.0,11,서울특별시,서울,마포구
2097,SEB113000151,용강동입구,37.5396325,126.944105,20221011050911,14242.0,11,서울특별시,서울,마포구
2098,SEB113000153,메세나폴리스,37.5507674,126.9129433,20221011050911,14244.0,11,서울특별시,서울,마포구
2099,SEB113000154,마포한강푸르지오,37.550787,126.912592,20221011050911,14245.0,11,서울특별시,서울,마포구
2100,SEB113000155,성산초등학교입구,37.5531302,126.9118676,20221011050911,14246.0,11,서울특별시,서울,마포구
2101,SEB113000156,성산초등학교입구,37.553218,126.912262,20221011050911,14247.0,11,서울특별시,서울,마포구
2102,SEB113000157,기업은행서교동지점(최규하대통령가옥),37.5547915,126.9114638,20221011050911,14248.0,11,서울특별시,서울,마포구
2103,SEB113000158,기업은행서교동지점(최규하대통령가옥),37.5548695,126.9108956,20221011050911,14249.0,11,서울특별시,서울,마포구
2104,SEB113000159,망원시장.망원동월드컵시장입구,37.5575205,126.9085177,20221011050911,14250.0,11,서울특별시,서울,마포구
2105,SEB113000160,망원시장.망원동월드컵시장입구,37.5575911,126.9089432,20221011050911,14251.0,11,서울특별시,서울,마포구
2106,SEB113000161,마포구청역입구,37.5604275,126.9063646,20221011050911,14252.0,11,서울특별시,서울,마포구
2107,SEB113000162,마포구청역입구,37.5605946,126.9057249,20221011050911,14253.0,11,서울특별시,서울,마포구
2108,SEB113000163,성서초등학교,37.5588032,126.9114976,20221011050911,14254.0,11,서울특별시,서울,마포구
2109,SEB113000164,성서초등학교,37.5585137,126.9111731,20221011050911,14255.0,11,서울특별시,서울,마포구
2110,SEB113000166,미원아파트입구,37.5591229,126.9032162,20221011050911,14257.0,11,서울특별시,서울,마포구
2111,SEB113000167,미원아파트입구,37.5591653,126.9033225,20221011050911,14258.0,11,서울특별시,서울,마포구
2112,SEB113000168,망원2동주민센터,37.5600059,126.903095,20221011050911,14259.0,11,서울특별시,서울,마포구
2113,SEB113000169,망원2동주민센터,37.5600805,126.9029286,20221011050911,14260.0,11,서울특별시,서울,마포구
2114,SEB113000170,청기와빌라,37.5606086,126.9041073,20221011050911,14261.0,11,서울특별시,서울,마포구
2115,SEB113000171,청기와빌라,37.5607605,126.9047512,20221011050911,14262.0,11,서울특별시,서울,마포구
2116,SEB113000172,망원정입구,37.5525939,126.9069935,20221011050911,14263.0,11,서울특별시,서울,마포구
2117,SEB113000173,성산초등학교,37.5535938,126.9100992,20221011050911,14264.0,11,서울특별시,서울,마포구
2118,SEB113000174,서서울농협,37.5533169,126.9062207,20221011050911,14265.0,11,서울특별시,서울,마포구
2119,SEB113000175,서서울농협,37.5534086,126.9060056,20221011050911,14266.0,11,서울특별시,서울,마포구
2120,SEB113000176,망원1동주민센터,37.5556235,126.9048936,20221011050911,14267.0,11,서울특별시,서울,마포구
2121,SEB113000177,망원1동주민센터,37.5554407,126.9051055,20221011050911,14268.0,11,서울특별시,서울,마포구
2122,SEB113000178,동교초등학교,37.5580204,126.9043033,20221011050911,14269.0,11,서울특별시,서울,마포구
2123,SEB113000179,동교초등학교,37.5578909,126.9040871,20221011050911,14270.0,11,서울특별시,서울,마포구
2124,SEB113000180,월드컵파크7단지,37.5811497,126.8784199,20221011050911,14271.0,11,서울특별시,서울,마포구
2125,SEB113000181,월드컵파크7단지,37.581876,126.878963,20221011050911,14272.0,11,서울특별시,서울,마포구
2126,SEB113000182,월드컵경기장북측,37.5728018,126.8993187,20221011050911,14273.0,11,서울특별시,서울,마포구
2127,SEB113000183,월드컵경기장북측,37.573967,126.898104,20221011050911,14274.0,11,서울특별시,서울,마포구
2128,SEB113000184,경성중고.홍대부속여중고입구,37.5597317,126.9156529,20221011050911,14275.0,11,서울특별시,서울,마포구
2129,SEB113000189,삼진제약,37.5534091,126.9270722,20221011050911,14283.0,11,서울특별시,서울,마포구
2130,SEB113000190,홍대입구역사거리,37.5548395,126.9220782,20221011050911,14284.0,11,서울특별시,서울,마포구
2131,SEB113000192,상암DMC홍보관.YTN,37.577985,126.891323,20221011050911,14286.0,11,서울특별시,서울,마포구
2132,SEB113000193,상암DMC홍보관.YTN,37.5774605,126.8912875,20221011050911,14287.0,11,서울특별시,서울,마포구
2133,SEB113000194,월드컵파크5단지.상암중고등학교입구,37.580921,126.886335,20221011050911,14288.0,11,서울특별시,서울,마포구
2134,SEB113000195,월드컵파크5단지,37.5803332,126.8865178,20221011050911,14289.0,11,서울특별시,서울,마포구
2135,SEB113000196,상암DMC입구,37.583431,126.8826124,20221011050911,14290.0,11,서울특별시,서울,마포구
2136,SEB113000197,상암고등학교,37.5817798,126.8840462,20221011050911,14291.0,11,서울특별시,서울,마포구
2137,SEB113000198,월드컵파크3단지후문,37.571242,126.889762,20221011050911,14292.0,11,서울특별시,서울,마포구
2138,SEB113000199,마포아트센터,37.5499202,126.9439378,20221011050911,14293.0,11,서울특별시,서울,마포구
2139,SEB113000201,월드컵파크4단지후문.JTBC,37.5773855,126.8900683,20221011050911,14295.0,11,서울특별시,서울,마포구
2140,SEB113000202,디지털미디어시티역2번출구,37.5752078,126.8996741,20221011050911,14296.0,11,서울특별시,서울,마포구
2141,SEB113000203,월드컵파크4단지후문.JTBC,37.5778099,126.890028,20221011050911,14306.0,11,서울특별시,서울,마포구
2142,SEB113000204,누리꿈스퀘어.MBC,37.578988,126.889637,20221011050911,14307.0,11,서울특별시,서울,마포구
2143,SEB113000205,월드메르디앙아파트,37.5450734,126.9234283,20221011050911,14308.0,11,서울특별시,서울,마포구
2144,SEB113000206,월드메르디앙아파트,37.5448091,126.9242909,20221011050911,14309.0,11,서울특별시,서울,마포구
2145,SEB113000207,한강밤섬자이아파트,37.5457358,126.9277926,20221011050911,14310.0,11,서울특별시,서울,마포구
2146,SEB113000208,한강밤섬자이아파트,37.5455492,126.9277294,20221011050911,14311.0,11,서울특별시,서울,마포구
2147,SEB113000209,서강해모로아파트,37.5456864,126.929497,20221011050911,14312.0,11,서울특별시,서울,마포구
2148,SEB113000210,서강해모로아파트,37.5454945,126.9296149,20221011050911,14313.0,11,서울특별시,서울,마포구
2149,SEB113000211,서교동주민센터.마포신문사,37.5548915,126.9163533,20221011050911,14314.0,11,서울특별시,서울,마포구
2150,SEB113000212,동교로사거리,37.5556445,126.9198284,20221011050911,14315.0,11,서울특별시,서울,마포구
2151,SEB113000213,월드컵경기장북측,37.573482,126.8980781,20221011050911,14316.0,11,서울특별시,서울,마포구
2152,SEB113000214,강변한신코아,37.5372216,126.943956,20221011050911,14317.0,11,서울특별시,서울,마포구
2153,SEB113000234,새서울의원,37.5510938,126.9072376,20221011050911,14256.0,11,서울특별시,서울,마포구
2154,SEB113000383,마포역서울가든호텔,37.5407404,126.9471087,20221011050911,14803.0,11,서울특별시,서울,마포구
2155,SEB113000395,월드컵경기장입구,37.5624161,126.9028169,20221011050911,14815.0,11,서울특별시,서울,마포구
2156,SEB113000396,월드컵경기장입구,37.5628235,126.9029578,20221011050911,14816.0,11,서울특별시,서울,마포구
2157,SEB113000410,월드컵공원입구.문화비축기지입구,37.568177,126.892749,20221011050911,14332.0,11,서울특별시,서울,마포구
2158,SEB113000411,이대역,37.5568755,126.9472705,20221011050911,13025.0,11,서울특별시,서울,마포구
2159,SEB113000412,합정역,37.5496815,126.9139971,20221011050911,14012.0,11,서울특별시,서울,마포구
2160,SEB113000413,서교동,37.554249,126.9202362,20221011050911,14014.0,11,서울특별시,서울,마포구
2161,SEB113000414,홍대입구역,37.5574769,126.9245894,20221011050911,14016.0,11,서울특별시,서울,마포구
2162,SEB113000415,동교동삼거리,37.5577646,126.9295196,20221011050911,13019.0,11,서울특별시,서울,마포구
2163,SEB113000417,신촌오거리.2호선신촌역,37.5557884,126.9389815,20221011050911,13023.0,11,서울특별시,서울,마포구
2164,SEB113000418,이대역,37.556613,126.9445938,20221011050911,14064.0,11,서울특별시,서울,마포구
2165,SEB113000419,신촌오거리.2호선신촌역,37.5560656,126.9401437,20221011050911,14063.0,11,서울특별시,서울,마포구
2166,SEB113000420,신촌오거리.현대백화점,37.5553966,126.935893,20221011050911,14062.0,11,서울특별시,서울,마포구
2167,SEB113000421,동교동삼거리,37.5580596,126.9284587,20221011050911,14061.0,11,서울특별시,서울,마포구
2168,SEB113000422,홍대입구역,37.5563734,126.9231959,20221011050911,14015.0,11,서울특별시,서울,마포구
2169,SEB113000423,서교동,37.5536367,126.9195815,20221011050911,14013.0,11,서울특별시,서울,마포구
2170,SEB113000424,합정역,37.5488741,126.9128323,20221011050911,14011.0,11,서울특별시,서울,마포구
2171,SEB113000425,디지털미디어시티역,37.5749971,126.9006313,20221011050911,14333.0,11,서울특별시,서울,마포구
2172,SEB113000428,난지한강공원,37.568751,126.875258,20221011050911,14331.0,11,서울특별시,서울,마포구
2173,SEB113000430,난지한강공원,37.567732,126.878477,20221011050911,14330.0,11,서울특별시,서울,마포구
2174,SEB113000432,월드컵파크9.10.11.12단지,37.5844275,126.8798243,20221011050911,14335.0,11,서울특별시,서울,마포구
2175,SEB113000433,월드컵파크9.10.11.12단지,37.58533,126.878833,20221011050911,14334.0,11,서울특별시,서울,마포구
2176,SEB113000434,수색교,37.5870817,126.8839598,20221011050911,14341.0,11,서울특별시,서울,마포구
2177,SEB113000435,월드컵파크10단지,37.5861251,126.8815891,20221011050911,14338.0,11,서울특별시,서울,마포구
2178,SEB113000436,하늘초등학교,37.585322,126.879658,20221011050911,14337.0,11,서울특별시,서울,마포구
2179,SEB113000437,월드컵파크11.12단지,37.5862704,126.8808993,20221011050911,14339.0,11,서울특별시,서울,마포구
2180,SEB113000438,수색교,37.5872215,126.8841306,20221011050911,14340.0,11,서울특별시,서울,마포구
2181,SEB113000439,월드컵아이파크,37.5664713,126.9136846,20221011050911,14353.0,11,서울특별시,서울,마포구
2182,SEB113000440,월드컵아이파크,37.5666307,126.9134886,20221011050911,14352.0,11,서울특별시,서울,마포구
2183,SEB113000441,가좌행복주택.건영월드컵아파트,37.5693163,126.9117879,20221011050911,14351.0,11,서울특별시,서울,마포구
2184,SEB113000442,가좌행복주택.건영월드컵아파트,37.569298,126.9123797,20221011050911,14350.0,11,서울특별시,서울,마포구
2185,SEB113000443,중동현대아파트,37.5715205,126.9070708,20221011050911,14349.0,11,서울특별시,서울,마포구
2186,SEB113000444,중동현대아파트,37.5716856,126.9072675,20221011050911,14348.0,11,서울특별시,서울,마포구
2187,SEB113000445,청구아파트.참누리아파트,37.5738331,126.9031032,20221011050911,14347.0,11,서울특별시,서울,마포구
2188,SEB113000446,청구아파트.참누리아파트,37.5742321,126.9028581,20221011050911,14346.0,11,서울특별시,서울,마포구
2189,SEB113000448,디지털미디어시티역,37.5757052,126.900603,20221011050911,14344.0,11,서울특별시,서울,마포구
2190,SEB113000449,디지털미디어시티역,37.575448,126.9004367,20221011050911,14360.0,11,서울특별시,서울,마포구
2191,SEB113000450,공항철도디지털미디어시티역,37.576944,126.8980881,20221011050911,14359.0,11,서울특별시,서울,마포구
2192,SEB113000451,공항철도디지털미디어시티역,37.5766969,126.8989059,20221011050911,14358.0,11,서울특별시,서울,마포구
2193,SEB113000452,SBS.YTN,37.5796265,126.8940289,20221011050911,14357.0,11,서울특별시,서울,마포구
2194,SEB113000453,SBS.YTN,37.579745,126.8944827,20221011050911,14356.0,11,서울특별시,서울,마포구
2195,SEB113000454,DMC첨단산업센터,37.5836187,126.8866226,20221011050911,14355.0,11,서울특별시,서울,마포구
2196,SEB113000455,DMC첨단산업센터,37.5840261,126.8867307,20221011050911,14354.0,11,서울특별시,서울,마포구
2197,SEB113000456,신촌역,37.5553244,126.9356327,20221011050911,14867.0,11,서울특별시,서울,마포구
2198,SEB113000468,합정역,37.5505859,126.9149513,20221011050911,14895.0,11,서울특별시,서울,마포구
2199,SEB113000469,상암동주민센터앞,37.5784613,126.8939275,20221011050911,14361.0,11,서울특별시,서울,마포구
2200,SEB113000470,공덕역10번출구,37.54175,126.952932,20221011050911,14135.0,11,서울특별시,서울,마포구
2201,SEB113000471,공덕역10번출구,37.5419468,126.9531186,20221011050911,14134.0,11,서울특별시,서울,마포구
2202,SEB113000472,마포자이2차아파트.대흥역,37.548758,126.942535,20221011050911,14213.0,11,서울특별시,서울,마포구
2203,SEB113000474,아현동가구단지,37.5580531,126.9607629,20221011050911,14100.0,11,서울특별시,서울,마포구
2204,SEB113000476,웨딩타운,37.557092,126.951517,20221011050911,14067.0,11,서울특별시,서울,마포구
2205,SEB113000477,아현역,37.5572984,126.9547468,20221011050911,14068.0,11,서울특별시,서울,마포구
2206,SEB113000478,아현역,37.557425,126.956593,20221011050911,13044.0,11,서울특별시,서울,마포구
2207,SEB113000479,성산동,37.5647602,126.9067022,20221011050911,14184.0,11,서울특별시,서울,마포구
2208,SEB113000485,중앙잔디광장,37.5663187,126.8792259,20221011050911,14131.0,11,서울특별시,서울,마포구
2209,SEB113000486,노을공원입구(난지미술창작스튜디오),37.5694063,126.8806949,20221011050911,14133.0,11,서울특별시,서울,마포구
2210,SEB113000487,난지천공원,37.5739693,126.8860553,20221011050911,14137.0,11,서울특별시,서울,마포구
2211,SEB113000488,난지천공원다목적구장,37.573909,126.8827494,20221011050911,14140.0,11,서울특별시,서울,마포구
2212,SEB113000489,노을공원입구(난지미술창작스튜디오),37.5695867,126.8803046,20221011050911,14147.0,11,서울특별시,서울,마포구
2213,SEB113000490,난지한강공원(야구장),37.5685179,126.8760931,20221011050911,14148.0,11,서울특별시,서울,마포구
2214,SEB113000491,월드컵경기장역,37.5695262,126.9001971,20221011050911,14138.0,11,서울특별시,서울,마포구
2215,SEB113000492,마포구청.농수산물시장,37.5662989,126.8995833,20221011050911,14139.0,11,서울특별시,서울,마포구
2216,SEB113000493,난지천공원다목적구장,37.574184,126.883467,20221011050911,14136.0,11,서울특별시,서울,마포구
2217,SEB113000495,가좌역1번출구,37.5682205,126.9152645,20221011050911,14342.0,11,서울특별시,서울,마포구
2218,SEB113000496,가좌역,37.5678973,126.9153689,20221011050911,14343.0,11,서울특별시,서울,마포구
2219,SEB113000503,홍대입구,37.5545361,126.9224697,20221011050911,14911.0,11,서울특별시,서울,마포구
2220,SEB113000504,공항철도.홍대입구역,37.5577221,126.925262,20221011050911,14912.0,11,서울특별시,서울,마포구
2221,SEB113900001,MBC,37.5796281,126.8917373,20221011050911,14601.0,11,서울특별시,서울,마포구
2222,SEB113900002,월드컵파크4단지,37.5778014,126.887741,20221011050911,14602.0,11,서울특별시,서울,마포구
2223,SEB113900003,상암중학교,37.5793241,126.8875406,20221011050911,14603.0,11,서울특별시,서울,마포구
2224,SEB113900004,서울산업진흥원.국악방송,37.5808142,126.8890895,20221011050911,14604.0,11,서울특별시,서울,마포구
2225,SEB113900005,우리기술사옥.한국지역정보개발원,37.5822377,126.8879857,20221011050911,14605.0,11,서울특별시,서울,마포구
2226,SEB113900006,DMC빌,37.5820652,126.8852223,20221011050911,14606.0,11,서울특별시,서울,마포구
2227,SEB113900007,우리금융상암센터.DMC빌,37.5819137,126.8854627,20221011050911,14607.0,11,서울특별시,서울,마포구
2228,SEB113900008,스탠포드호텔,37.5825774,126.8864615,20221011050911,14623.0,11,서울특별시,서울,마포구
2229,SEB113900009,우리기술사옥.한국지역정보개발원,37.5820267,126.8878117,20221011050911,14624.0,11,서울특별시,서울,마포구
2230,SEB113900010,전자회관,37.5808056,126.8886559,20221011050911,14625.0,11,서울특별시,서울,마포구
2231,SEB113900011,상암중학교,37.5793304,126.8872133,20221011050911,14626.0,11,서울특별시,서울,마포구
2232,SEB113900012,월드컵파크6단지,37.5781786,126.8873113,20221011050911,14627.0,11,서울특별시,서울,마포구
2233,SEB113900013,YTN뉴스퀘어.CJE&M,37.5794373,126.8920591,20221011050911,14628.0,11,서울특별시,서울,마포구
2234,SEB113900014,태양빌딩,37.5560641,126.899365,20221011050911,14508.0,11,서울특별시,서울,마포구
2235,SEB113900015,다운교회,37.5457365,126.9127953,20221011050911,14969.0,11,서울특별시,서울,마포구
2236,SEB113900016,다운교회,37.5455958,126.9126608,20221011050911,14510.0,11,서울특별시,서울,마포구
2237,SEB113900017,코오롱아파트106동앞,37.5609091,126.9231008,20221011050911,14512.0,11,서울특별시,서울,마포구
2238,SEB113900018,가든호텔.삼성프라자,37.5407949,126.949368,20221011050911,14513.0,11,서울특별시,서울,마포구
2239,SEB113900019,우성아파트3동,37.5361648,126.9475068,20221011050911,14514.0,11,서울특별시,서울,마포구
2240,SEB113900020,대상아파트,37.5597426,126.8996419,20221011050911,14515.0,11,서울특별시,서울,마포구
2241,SEB113900022,창전삼성아파트107동,37.5507316,126.9309953,20221011050911,14517.0,11,서울특별시,서울,마포구
2242,SEB113900023,서강유치원,37.551912,126.9279949,20221011050911,14518.0,11,서울특별시,서울,마포구
2243,SEB113900024,삼익아파트입구,37.549907,126.9356035,20221011050911,14519.0,11,서울특별시,서울,마포구
2244,SEB113900025,용약국,37.5544338,126.9367687,20221011050911,14520.0,11,서울특별시,서울,마포구
2245,SEB113900026,한이맨션,37.5455158,126.9141581,20221011050911,14522.0,11,서울특별시,서울,마포구
2246,SEB113900027,코오롱아파트104동앞,37.5622933,126.9219754,20221011050911,14524.0,11,서울특별시,서울,마포구
2247,SEB113900028,돼지슈퍼,37.5569216,126.9614845,20221011050911,14525.0,11,서울특별시,서울,마포구
2248,SEB113900029,하나님의교회,37.5462755,126.9600539,20221011050911,14527.0,11,서울특별시,서울,마포구
2249,SEB113900030,신부파스카아파트,37.5587574,126.9003563,20221011050911,14528.0,11,서울특별시,서울,마포구
2250,SEB113900031,창전삼성아파트104동,37.551077,126.9315846,20221011050911,14530.0,11,서울특별시,서울,마포구
2251,SEB113900032,유관순무용원,37.5527354,126.9290988,20221011050911,14531.0,11,서울특별시,서울,마포구
2252,SEB113900033,신수경남아파트,37.5500104,126.9336171,20221011050911,14532.0,11,서울특별시,서울,마포구
2253,SEB113900035,서일빌딩,37.5454162,126.9159825,20221011050911,14536.0,11,서울특별시,서울,마포구
2254,SEB113900036,코오롱아파트사거리,37.5630345,126.9213939,20221011050911,14538.0,11,서울특별시,서울,마포구
2255,SEB113900037,신일약국,37.55601,126.9625987,20221011050911,14539.0,11,서울특별시,서울,마포구
2256,SEB113900038,S마트,37.5386882,126.9475662,20221011050911,14541.0,11,서울특별시,서울,마포구
2257,SEB113900039,동교초등학교,37.5572273,126.9014438,20221011050911,14542.0,11,서울특별시,서울,마포구
2258,SEB113900040,창전삼성아파트입구,37.5516299,126.932408,20221011050911,14544.0,11,서울특별시,서울,마포구
2259,SEB113900041,와우공원입구,37.5531811,126.9300208,20221011050911,14545.0,11,서울특별시,서울,마포구
2260,SEB113900042,마포소방서,37.5490808,126.9326944,20221011050911,14546.0,11,서울특별시,서울,마포구
2261,SEB113900043,광흥창역.서강동주민센터,37.5482518,126.9325469,20221011050911,14547.0,11,서울특별시,서울,마포구
2262,SEB113900044,마포농수산물시장.월드컵경기장,37.5660689,126.8972675,20221011050911,14550.0,11,서울특별시,서울,마포구
2263,SEB113900045,마포새빛문화숲,37.5452896,126.9179054,20221011050911,14551.0,11,서울특별시,서울,마포구
2264,SEB113900046,경성고교입구,37.5601111,126.9166359,20221011050911,14552.0,11,서울특별시,서울,마포구
2265,SEB113900047,대룡빌딩,37.5636821,126.9222716,20221011050911,14553.0,11,서울특별시,서울,마포구
2266,SEB113900048,열린마트,37.5423342,126.9517597,20221011050911,14878.0,11,서울특별시,서울,마포구
2267,SEB113900049,열린마트,37.5420363,126.9515801,20221011050911,14554.0,11,서울특별시,서울,마포구
2268,SEB113900050,금호태영아파트,37.55372,126.9317248,20221011050911,14557.0,11,서울특별시,서울,마포구
2269,SEB113900051,서강수협.신수중학교,37.545315,126.93239,20221011050911,14560.0,11,서울특별시,서울,마포구
2270,SEB113900052,용강초등학교,37.5471443,126.9432067,20221011050911,14561.0,11,서울특별시,서울,마포구
2271,SEB113900053,마포구청.마포구청역,37.5657503,126.9009458,20221011050911,14563.0,11,서울특별시,서울,마포구
2272,SEB113900054,마포새빛문화숲후문,37.5450286,126.921036,20221011050911,14564.0,11,서울특별시,서울,마포구
2273,SEB113900055,마포FM,37.5609964,126.9177138,20221011050911,14565.0,11,서울특별시,서울,마포구
2274,SEB113900056,연남동주민센터,37.5640863,126.9230681,20221011050911,14566.0,11,서울특별시,서울,마포구
2275,SEB113900057,도화현대1차아파트111동앞,37.5411751,126.9543656,20221011050911,14567.0,11,서울특별시,서울,마포구
2276,SEB113900058,성원아파트,37.5471721,126.9371834,20221011050911,14569.0,11,서울특별시,서울,마포구
2277,SEB113900059,한국출판콘텐츠센터,37.5445882,126.9354782,20221011050911,14570.0,11,서울특별시,서울,마포구
2278,SEB113900060,서울여자중고등학교,37.5470553,126.9471495,20221011050911,14571.0,11,서울특별시,서울,마포구
2279,SEB113900061,월드컵경기장역,37.5692704,126.9002903,20221011050911,14573.0,11,서울특별시,서울,마포구
2280,SEB113900062,상수동,37.5464906,126.92305,20221011050911,14574.0,11,서울특별시,서울,마포구
2281,SEB113900063,에덴지우아파트,37.5645907,126.9242177,20221011050911,14576.0,11,서울특별시,서울,마포구
2282,SEB113900064,도화현대1차아파트,37.5404825,126.9554309,20221011050911,14577.0,11,서울특별시,서울,마포구
2283,SEB113900065,망원유수지.마포구민체육센터,37.555907,126.8990019,20221011050911,14579.0,11,서울특별시,서울,마포구
2284,SEB113900066,신수현대아파트.래미안웰스트림,37.5437179,126.936702,20221011050911,14583.0,11,서울특별시,서울,마포구
2285,SEB113900067,염리삼성아파트,37.5484856,126.9475661,20221011050911,14584.0,11,서울특별시,서울,마포구
2286,SEB113900068,구)망원우체국사거리,37.5578249,126.9076978,20221011050911,14585.0,11,서울특별시,서울,마포구
2287,SEB113900069,상수역,37.5472873,126.9230486,20221011050911,14586.0,11,서울특별시,서울,마포구
2288,SEB113900070,코오롱아파트사거리,37.5636983,126.920851,20221011050911,14587.0,11,서울특별시,서울,마포구
2289,SEB113900071,에덴맨션,37.5639839,126.9249462,20221011050911,14588.0,11,서울특별시,서울,마포구
2290,SEB113900072,굴다리시장,37.5462786,126.9414168,20221011050911,14592.0,11,서울특별시,서울,마포구
2291,SEB113900073,신석초등학교,37.5431639,126.9386568,20221011050911,14593.0,11,서울특별시,서울,마포구
2292,SEB113900074,일성여자중고등학교,37.5488734,126.9484113,20221011050911,14594.0,11,서울특별시,서울,마포구
2293,SEB113900075,망원전철역,37.5560356,126.9098506,20221011050911,14595.0,11,서울특별시,서울,마포구
2294,SEB113900076,상수두산아파트,37.5475467,126.9244409,20221011050911,14596.0,11,서울특별시,서울,마포구
2295,SEB113900077,경성중고후문,37.5643791,126.9202967,20221011050911,14597.0,11,서울특별시,서울,마포구
2296,SEB113900078,하모니마트사거리,37.563366,126.9253883,20221011050911,14598.0,11,서울특별시,서울,마포구
2297,SEB113900079,하나님의교회,37.5393318,126.9553127,20221011050911,14600.0,11,서울특별시,서울,마포구
2298,SEB113900080,중동초등학교,37.5668228,126.9101093,20221011050911,14661.0,11,서울특별시,서울,마포구
2299,SEB113900081,대흥태영아파트,37.5457513,126.9430638,20221011050911,14662.0,11,서울특별시,서울,마포구
2300,SEB113900082,용강동주민센터,37.5416376,126.9408173,20221011050911,14663.0,11,서울특별시,서울,마포구
2301,SEB113900083,마포현대아파트,37.5487755,126.9491538,20221011050911,14667.0,11,서울특별시,서울,마포구
2302,SEB113900084,성산초등학교,37.5542263,126.9123428,20221011050911,14669.0,11,서울특별시,서울,마포구
2303,SEB113900085,경의선숲길공원입구,37.5658939,126.919051,20221011050911,14671.0,11,서울특별시,서울,마포구
2304,SEB113900086,대명아파트,37.5624505,126.9243116,20221011050911,14672.0,11,서울특별시,서울,마포구
2305,SEB113900087,환일고등학교,37.5545623,126.9608191,20221011050911,14674.0,11,서울특별시,서울,마포구
2306,SEB113900088,가구단지,37.5580233,126.9607211,20221011050911,14676.0,11,서울특별시,서울,마포구
2307,SEB113900089,하모니마트,37.5522804,126.9059979,20221011050911,14677.0,11,서울특별시,서울,마포구
2308,SEB113900090,성모병원사거리,37.5646139,126.9121224,20221011050911,14678.0,11,서울특별시,서울,마포구
2309,SEB113900091,창전삼성아파트입구,37.5517786,126.9325188,20221011050911,14693.0,11,서울특별시,서울,마포구
2310,SEB113900092,대흥세양아파트,37.5448456,126.944727,20221011050911,14694.0,11,서울특별시,서울,마포구
2311,SEB113900093,마포전철역,37.5396183,126.9445498,20221011050911,14712.0,11,서울특별시,서울,마포구
2312,SEB113900094,공덕삼성3차아파트후문,37.5491526,126.951238,20221011050911,14713.0,11,서울특별시,서울,마포구
2313,SEB113900095,고니빌딩,37.5545141,126.9140402,20221011050911,14714.0,11,서울특별시,서울,마포구
2314,SEB113900096,서강쌍용아파트.광흥창역,37.5479459,126.9302871,20221011050911,14715.0,11,서울특별시,서울,마포구
2315,SEB113900097,원효초등학교,37.5362123,126.9509196,20221011050911,14718.0,11,서울특별시,서울,마포구
2316,SEB113900098,새서울의원,37.5512595,126.9070201,20221011050911,14727.0,11,서울특별시,서울,마포구
2317,SEB113900099,창전삼성아파트104동,37.5512824,126.9314899,20221011050911,14738.0,11,서울특별시,서울,마포구
2318,SEB113900100,산울림포스트극장,37.5546453,126.9305963,20221011050911,14743.0,11,서울특별시,서울,마포구
2319,SEB113900101,마포자이아파트,37.5441046,126.9460097,20221011050911,14744.0,11,서울특별시,서울,마포구
2320,SEB113900102,성지빌딩,37.5414733,126.9457762,20221011050911,14745.0,11,서울특별시,서울,마포구
2321,SEB113900103,엘지빌딩,37.5483341,126.9539119,20221011050911,14746.0,11,서울특별시,서울,마포구
2322,SEB113900104,서교동주민센터,37.5547403,126.9153507,20221011050911,14747.0,11,서울특별시,서울,마포구
2323,SEB113900105,한강타운.우성아파트16동앞,37.5359386,126.9495166,20221011050911,14750.0,11,서울특별시,서울,마포구
2324,SEB113900106,창전삼성아파트107동,37.5508496,126.9309159,20221011050911,14755.0,11,서울특별시,서울,마포구
2325,SEB113900107,와우공원입구,37.5533221,126.9297662,20221011050911,14756.0,11,서울특별시,서울,마포구
2326,SEB113900108,염리초등학교,37.5426028,126.94676,20221011050911,14757.0,11,서울특별시,서울,마포구
2327,SEB113900109,염리초등학교,37.5426264,126.9471368,20221011050911,14758.0,11,서울특별시,서울,마포구
2328,SEB113900110,마포노인복지관,37.5495294,126.9323103,20221011050911,14763.0,11,서울특별시,서울,마포구
2329,SEB113900111,공덕동주민센터,37.5505477,126.9602123,20221011050911,14764.0,11,서울특별시,서울,마포구
2330,SEB113900112,청암대,37.5357712,126.9479213,20221011050911,14765.0,11,서울특별시,서울,마포구
2331,SEB113900113,성서초등학교,37.5586625,126.9126081,20221011050911,14799.0,11,서울특별시,서울,마포구
2332,SEB113900114,창전삼성아파트109동,37.550486,126.9302994,20221011050911,14808.0,11,서울특별시,서울,마포구
2333,SEB113900115,유관순무용원,37.5528776,126.9289374,20221011050911,14809.0,11,서울특별시,서울,마포구
2334,SEB113900116,중부여성발전센터,37.541218,126.9451382,20221011050911,14810.0,11,서울특별시,서울,마포구
2335,SEB113900117,재화스퀘어,37.543896,126.9468982,20221011050911,14812.0,11,서울특별시,서울,마포구
2336,SEB113900118,공덕전철역,37.5455206,126.9510176,20221011050911,14814.0,11,서울특별시,서울,마포구
