,자치구별,1m^2 전용면적당 거래금액(만원)
0,강남구,2351.0
1,강동구,1437.0
2,강북구,939.0
3,강서구,1175.0
4,관악구,1089.0
5,광진구,1517.0
6,구로구,945.0
7,금천구,914.0
8,노원구,1116.0
9,도봉구,899.0
10,동대문구,1174.0
11,동작구,1670.0
12,마포구,1568.0
13,서대문구,1256.0
14,서초구,2208.0
15,성동구,1806.0
16,성북구,1144.0
17,송파구,1983.0
18,양천구,1353.0
19,영등포구,1378.0
20,용산구,1903.0
21,은평구,1042.0
22,종로구,1239.0
23,중구,1285.0
24,중랑구,969.0
25,평균,1374.0
