자치구별,계약월,계약연도,전용면적(㎡),거래금액(만원),1m^2 전용면적당 거래금액(만원)
강서구,7,2019.0,65.0,29484.0,463.0
강서구,8,2019.0,62.0,27780.0,480.0
강서구,9,2019.0,62.0,27532.0,482.0
강서구,10,2019.0,66.0,28754.0,442.0
강서구,11,2019.0,66.0,28333.0,422.0
강서구,12,2019.0,65.0,28939.0,427.0
관악구,1,2019.0,62.0,23985.0,369.0
관악구,2,2019.0,62.0,22734.0,343.0
관악구,3,2019.0,68.0,25072.0,359.0
관악구,4,2019.0,70.0,26177.0,371.0
관악구,5,2019.0,67.0,25302.0,379.0
관악구,6,2019.0,65.0,25083.0,379.0
관악구,7,2019.0,67.0,26936.0,397.0
관악구,8,2019.0,63.0,25477.0,392.0
관악구,9,2019.0,69.0,26695.0,380.0
관악구,10,2019.0,67.0,27161.0,403.0
관악구,11,2019.0,68.0,28089.0,398.0
관악구,12,2019.0,63.0,25851.0,392.0
광진구,1,2019.0,78.0,38403.0,485.0
광진구,2,2019.0,79.0,41245.0,518.0
광진구,3,2019.0,80.0,41341.0,506.0
광진구,4,2019.0,81.0,42025.0,513.0
광진구,5,2019.0,78.0,41920.0,551.0
광진구,6,2019.0,78.0,41697.0,530.0
광진구,7,2019.0,77.0,42367.0,544.0
광진구,8,2019.0,81.0,43879.0,551.0
광진구,9,2019.0,78.0,43680.0,571.0
광진구,10,2019.0,81.0,47273.0,592.0
광진구,11,2019.0,81.0,47138.0,583.0
광진구,12,2019.0,77.0,43697.0,571.0
구로구,1,2019.0,66.0,25815.0,382.0
구로구,2,2019.0,66.0,24571.0,354.0
구로구,3,2019.0,65.0,23427.0,348.0
구로구,4,2019.0,63.0,23984.0,370.0
구로구,5,2019.0,64.0,23280.0,359.0
구로구,6,2019.0,65.0,24455.0,364.0
구로구,7,2019.0,66.0,25137.0,375.0
구로구,8,2019.0,64.0,22584.0,343.0
구로구,9,2019.0,66.0,23725.0,356.0
구로구,10,2019.0,66.0,25663.0,376.0
구로구,11,2019.0,67.0,25213.0,368.0
구로구,12,2019.0,66.0,24069.0,350.0
금천구,1,2019.0,64.0,23187.0,359.0
금천구,2,2019.0,65.0,20751.0,322.0
금천구,3,2019.0,64.0,19817.0,314.0
금천구,4,2019.0,65.0,20197.0,311.0
금천구,5,2019.0,61.0,20061.0,353.0
금천구,6,2019.0,58.0,19761.0,397.0
금천구,7,2019.0,61.0,21291.0,345.0
금천구,8,2019.0,63.0,20976.0,340.0
금천구,9,2019.0,65.0,22220.0,321.0
금천구,10,2019.0,62.0,22313.0,360.0
금천구,11,2019.0,66.0,24646.0,363.0
금천구,12,2019.0,67.0,24566.0,363.0
노원구,1,2019.0,59.0,18710.0,297.0
노원구,2,2019.0,58.0,18255.0,289.0
노원구,3,2019.0,59.0,17758.0,283.0
노원구,4,2019.0,59.0,17949.0,285.0
노원구,5,2019.0,57.0,17304.0,281.0
노원구,6,2019.0,60.0,18789.0,296.0
노원구,7,2019.0,59.0,18768.0,302.0
노원구,8,2019.0,59.0,18980.0,302.0
노원구,9,2019.0,60.0,20390.0,319.0
노원구,10,2019.0,60.0,20169.0,315.0
노원구,11,2019.0,64.0,22606.0,334.0
노원구,12,2019.0,63.0,22195.0,333.0
도봉구,1,2019.0,64.0,18565.0,283.0
도봉구,2,2019.0,63.0,18431.0,280.0
도봉구,3,2019.0,64.0,18088.0,274.0
도봉구,4,2019.0,63.0,17612.0,267.0
도봉구,5,2019.0,65.0,18400.0,277.0
도봉구,6,2019.0,64.0,18665.0,284.0
도봉구,7,2019.0,64.0,18613.0,276.0
도봉구,8,2019.0,65.0,18906.0,280.0
도봉구,9,2019.0,64.0,18955.0,282.0
도봉구,10,2019.0,65.0,19434.0,290.0
도봉구,11,2019.0,66.0,19831.0,290.0
도봉구,12,2019.0,68.0,21048.0,304.0
동대문구,1,2019.0,63.0,25287.0,402.0
동대문구,2,2019.0,65.0,28123.0,432.0
동대문구,3,2019.0,66.0,26884.0,426.0
동대문구,4,2019.0,63.0,25322.0,418.0
동대문구,5,2019.0,68.0,26787.0,398.0
동대문구,6,2019.0,68.0,27685.0,396.0
동대문구,7,2019.0,67.0,27507.0,404.0
동대문구,8,2019.0,67.0,27826.0,420.0
동대문구,9,2019.0,68.0,28746.0,429.0
동대문구,10,2019.0,72.0,30281.0,446.0
동대문구,11,2019.0,70.0,29467.0,441.0
동대문구,12,2019.0,65.0,29016.0,459.0
동작구,1,2019.0,75.0,37732.0,494.0
동작구,2,2019.0,76.0,36897.0,468.0
동작구,3,2019.0,75.0,37483.0,488.0
동작구,4,2019.0,76.0,36864.0,486.0
동작구,5,2019.0,80.0,38649.0,482.0
동작구,6,2019.0,76.0,36919.0,482.0
동작구,7,2019.0,77.0,38363.0,492.0
동작구,8,2019.0,77.0,38724.0,487.0
동작구,9,2019.0,78.0,39880.0,506.0
동작구,10,2019.0,79.0,43166.0,545.0
동작구,11,2019.0,78.0,41738.0,526.0
동작구,12,2019.0,75.0,40542.0,528.0
마포구,1,2019.0,69.0,37405.0,544.0
마포구,2,2019.0,71.0,36837.0,523.0
마포구,3,2019.0,74.0,38124.0,520.0
마포구,4,2019.0,75.0,39572.0,521.0
마포구,5,2019.0,75.0,39186.0,515.0
마포구,6,2019.0,75.0,37954.0,514.0
마포구,7,2019.0,74.0,41922.0,563.0
마포구,8,2019.0,72.0,39871.0,548.0
마포구,9,2019.0,73.0,40051.0,542.0
마포구,10,2019.0,74.0,40977.0,549.0
마포구,11,2019.0,73.0,40086.0,539.0
마포구,12,2019.0,74.0,41124.0,548.0
서대문구,1,2019.0,73.0,32355.0,441.0
서대문구,2,2019.0,75.0,33614.0,444.0
서대문구,3,2019.0,75.0,34801.0,462.0
서대문구,4,2019.0,76.0,32340.0,426.0
서대문구,5,2019.0,72.0,34638.0,491.0
서대문구,6,2019.0,74.0,31409.0,442.0
서대문구,7,2019.0,72.0,31795.0,467.0
서대문구,8,2019.0,71.0,31426.0,438.0
서대문구,9,2019.0,75.0,35624.0,483.0
서대문구,10,2019.0,73.0,33657.0,477.0
서대문구,11,2019.0,75.0,35558.0,484.0
서대문구,12,2019.0,73.0,36119.0,491.0
서초구,1,2019.0,86.0,56245.0,658.0
서초구,2,2019.0,82.0,51102.0,631.0
서초구,3,2019.0,85.0,49361.0,578.0
서초구,4,2019.0,84.0,50819.0,614.0
서초구,5,2019.0,90.0,53431.0,589.0
서초구,6,2019.0,86.0,52756.0,610.0
서초구,7,2019.0,86.0,56691.0,659.0
서초구,8,2019.0,82.0,51987.0,607.0
서초구,9,2019.0,87.0,55911.0,633.0
서초구,10,2019.0,88.0,57584.0,656.0
서초구,11,2019.0,89.0,60793.0,671.0
서초구,12,2019.0,87.0,60893.0,702.0
성동구,1,2019.0,74.0,41233.0,560.0
성동구,2,2019.0,76.0,41915.0,555.0
성동구,3,2019.0,77.0,40849.0,533.0
성동구,4,2019.0,76.0,40433.0,536.0
성동구,5,2019.0,78.0,41734.0,544.0
성동구,6,2019.0,73.0,40682.0,562.0
성동구,7,2019.0,73.0,38199.0,521.0
성동구,8,2019.0,73.0,40580.0,555.0
성동구,9,2019.0,75.0,41719.0,559.0
성동구,10,2019.0,78.0,43909.0,567.0
성동구,11,2019.0,78.0,45224.0,571.0
성동구,12,2019.0,76.0,46933.0,619.0
성북구,1,2019.0,71.0,30421.0,434.0
성북구,2,2019.0,70.0,29574.0,422.0
성북구,3,2019.0,72.0,29862.0,418.0
성북구,4,2019.0,74.0,29619.0,410.0
성북구,5,2019.0,75.0,29395.0,395.0
성북구,6,2019.0,76.0,29332.0,392.0
성북구,7,2019.0,73.0,30188.0,413.0
성북구,8,2019.0,73.0,29813.0,412.0
성북구,9,2019.0,72.0,29431.0,407.0
성북구,10,2019.0,75.0,31952.0,437.0
성북구,11,2019.0,74.0,31010.0,423.0
성북구,12,2019.0,66.0,27690.0,404.0
송파구,1,2019.0,79.0,45447.0,584.0
송파구,2,2019.0,77.0,42375.0,543.0
송파구,3,2019.0,81.0,45187.0,573.0
송파구,4,2019.0,79.0,41215.0,522.0
송파구,5,2019.0,82.0,45863.0,563.0
송파구,6,2019.0,80.0,46916.0,594.0
송파구,7,2019.0,82.0,48917.0,613.0
송파구,8,2019.0,80.0,47137.0,600.0
송파구,9,2019.0,82.0,47966.0,592.0
송파구,10,2019.0,79.0,48317.0,606.0
송파구,11,2019.0,81.0,51287.0,637.0
송파구,12,2019.0,72.0,41232.0,538.0
양천구,1,2019.0,77.0,40572.0,502.0
양천구,2,2019.0,73.0,35107.0,446.0
양천구,3,2019.0,76.0,37205.0,467.0
양천구,4,2019.0,76.0,36912.0,461.0
양천구,5,2019.0,75.0,37799.0,485.0
양천구,6,2019.0,77.0,36297.0,459.0
양천구,7,2019.0,77.0,39294.0,496.0
양천구,8,2019.0,73.0,32082.0,417.0
양천구,9,2019.0,75.0,37028.0,473.0
양천구,10,2019.0,77.0,39769.0,506.0
양천구,11,2019.0,78.0,42051.0,523.0
양천구,12,2019.0,76.0,42277.0,525.0
영등포구,1,2019.0,68.0,30812.0,447.0
영등포구,2,2019.0,74.0,31808.0,431.0
영등포구,3,2019.0,68.0,31227.0,467.0
영등포구,4,2019.0,71.0,31455.0,449.0
영등포구,5,2019.0,70.0,32845.0,473.0
영등포구,6,2019.0,64.0,29686.0,508.0
영등포구,7,2019.0,70.0,33086.0,472.0
영등포구,8,2019.0,71.0,32622.0,470.0
영등포구,9,2019.0,75.0,35938.0,476.0
영등포구,10,2019.0,73.0,35603.0,498.0
영등포구,11,2019.0,76.0,38572.0,509.0
영등포구,12,2019.0,75.0,37411.0,505.0
용산구,1,2019.0,89.0,46584.0,554.0
용산구,2,2019.0,87.0,42291.0,496.0
용산구,3,2019.0,79.0,41591.0,539.0
용산구,4,2019.0,84.0,44086.0,534.0
용산구,5,2019.0,88.0,49021.0,572.0
용산구,6,2019.0,90.0,45404.0,513.0
용산구,7,2019.0,88.0,46727.0,530.0
용산구,8,2019.0,81.0,39134.0,477.0
용산구,9,2019.0,90.0,47884.0,536.0
용산구,10,2019.0,94.0,50970.0,537.0
용산구,11,2019.0,89.0,49009.0,546.0
용산구,12,2019.0,91.0,50414.0,550.0
은평구,1,2019.0,69.0,26847.0,403.0
은평구,2,2019.0,68.0,24248.0,353.0
은평구,3,2019.0,72.0,26250.0,378.0
은평구,4,2019.0,69.0,25145.0,369.0
은평구,5,2019.0,70.0,27096.0,395.0
은평구,6,2019.0,72.0,28296.0,397.0
은평구,7,2019.0,72.0,28293.0,408.0
은평구,8,2019.0,69.0,27921.0,410.0
은평구,9,2019.0,67.0,27109.0,397.0
은평구,10,2019.0,69.0,28004.0,417.0
은평구,11,2019.0,69.0,28329.0,426.0
은평구,12,2019.0,68.0,26662.0,398.0
종로구,1,2019.0,69.0,40379.0,535.0
종로구,2,2019.0,67.0,40460.0,563.0
종로구,3,2019.0,74.0,42840.0,564.0
종로구,4,2019.0,75.0,43325.0,590.0
종로구,5,2019.0,72.0,37120.0,498.0
종로구,6,2019.0,76.0,41884.0,583.0
종로구,7,2019.0,65.0,35964.0,546.0
종로구,8,2019.0,74.0,42677.0,572.0
종로구,9,2019.0,65.0,29435.0,434.0
종로구,10,2019.0,70.0,36981.0,505.0
종로구,11,2019.0,76.0,42159.0,542.0
종로구,12,2019.0,67.0,35597.0,504.0
중구,1,2019.0,66.0,30799.0,456.0
중구,2,2019.0,63.0,31660.0,510.0
중구,3,2019.0,67.0,31005.0,480.0
중구,4,2019.0,72.0,33357.0,471.0
중구,5,2019.0,76.0,39525.0,529.0
중구,6,2019.0,50.0,19531.0,315.0
중구,7,2019.0,53.0,20375.0,323.0
중구,8,2019.0,62.0,27430.0,422.0
중구,9,2019.0,68.0,34001.0,486.0
중구,10,2019.0,76.0,35326.0,477.0
중구,11,2019.0,74.0,37954.0,516.0
중구,12,2019.0,72.0,41870.0,599.0
중랑구,1,2019.0,61.0,21588.0,350.0
중랑구,2,2019.0,64.0,22672.0,349.0
중랑구,3,2019.0,66.0,22578.0,336.0
중랑구,4,2019.0,65.0,23849.0,366.0
중랑구,5,2019.0,62.0,23094.0,392.0
중랑구,6,2019.0,56.0,21508.0,441.0
중랑구,7,2019.0,63.0,23439.0,410.0
중랑구,8,2019.0,58.0,19171.0,335.0
중랑구,9,2019.0,63.0,23108.0,371.0
중랑구,10,2019.0,64.0,23558.0,370.0
중랑구,11,2019.0,62.0,23340.0,372.0
중랑구,12,2019.0,64.0,23537.0,365.0
