자치구별,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12
종로구,4.1,4.2,4.2,4.1,4.1,4.1,4.1,4.5,4.2,4.1,4.1,4.1
중구,4.1,4.0,4.1,4.0,4.1,4.1,4.0,4.1,4.1,4.1,4.0,4.1
용산구,4.2,4.2,4.1,4.1,4.1,4.1,4.1,4.0,4.0,4.0,4.1,4.2
성동구,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,4.0
광진구,3.8,3.8,3.8,3.8,3.8,3.9,3.8,3.8,3.8,3.7,3.8,3.7
동대문구,4.0,4.0,4.1,4.1,4.1,4.2,4.1,4.0,4.0,4.1,4.0,3.9
중랑구,4.2,4.3,4.4,4.4,4.4,4.4,4.3,4.3,4.2,4.3,4.3,4.3
성북구,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.8
강북구,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9
도봉구,4.4,4.4,4.4,4.4,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3
노원구,4.5,4.5,4.5,4.4,4.4,4.5,4.4,4.4,4.4,4.4,4.4,4.4
은평구,4.4,4.5,4.6,4.7,4.8,4.5,4.7,4.6,4.7,4.6,4.7,4.8
서대문구,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8
마포구,3.8,3.8,3.8,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.7,3.8
양천구,3.8,3.7,3.7,3.7,3.6,3.7,3.7,3.8,3.9,3.9,3.9,4.0
강서구,4.1,4.0,4.0,4.0,3.9,3.9,3.9,4.0,4.0,4.0,4.0,4.0
구로구,4.2,4.2,4.2,4.2,4.2,4.1,4.0,4.0,4.0,4.0,3.9,4.0
금천구,4.6,4.5,4.5,4.5,4.5,4.5,4.4,4.3,4.3,4.5,4.5,4.5
영등포구,4.0,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7
동작구,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6
관악구,4.0,4.0,4.1,4.2,4.2,4.3,4.4,4.4,4.3,4.1,4.2,4.3
서초구,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7
강남구,3.9,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,4.0,4.0,4.0
송파구,3.4,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.6,3.6
강동구,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.0,4.0,4.0,3.8,3.7
