자치구별,계약월,계약연도,전용면적(㎡),거래금액(만원),1m^2 전용면적당 거래금액(만원)
동작구,2,2021.0,77.0,46010.0,591.0
동작구,3,2021.0,75.0,46459.0,609.0
동작구,4,2021.0,76.0,50718.0,662.0
동작구,5,2021.0,79.0,56261.0,707.0
동작구,6,2021.0,76.0,47665.0,621.0
동작구,7,2021.0,72.0,47407.0,635.0
동작구,8,2021.0,74.0,49272.0,650.0
동작구,9,2021.0,73.0,46607.0,603.0
동작구,10,2021.0,77.0,49638.0,640.0
동작구,11,2021.0,77.0,51327.0,651.0
동작구,12,2021.0,71.0,43745.0,595.0
마포구,1,2021.0,69.0,42301.0,601.0
마포구,2,2021.0,70.0,44113.0,612.0
마포구,3,2021.0,69.0,44034.0,618.0
마포구,4,2021.0,72.0,46845.0,630.0
마포구,5,2021.0,71.0,46697.0,653.0
마포구,6,2021.0,70.0,43873.0,613.0
마포구,7,2021.0,68.0,41554.0,587.0
마포구,8,2021.0,67.0,37570.0,511.0
마포구,9,2021.0,65.0,38426.0,539.0
마포구,10,2021.0,68.0,37467.0,519.0
마포구,11,2021.0,70.0,45753.0,625.0
마포구,12,2021.0,70.0,41188.0,563.0
서대문구,1,2021.0,69.0,37654.0,536.0
서대문구,2,2021.0,72.0,38596.0,524.0
서대문구,3,2021.0,73.0,39473.0,527.0
서대문구,4,2021.0,72.0,41166.0,565.0
서대문구,5,2021.0,73.0,39907.0,536.0
서대문구,6,2021.0,68.0,38104.0,552.0
서대문구,7,2021.0,72.0,39303.0,538.0
서대문구,8,2021.0,73.0,42332.0,567.0
서대문구,9,2021.0,64.0,33086.0,475.0
서대문구,10,2021.0,72.0,39855.0,542.0
서대문구,11,2021.0,70.0,38998.0,532.0
서대문구,12,2021.0,69.0,37650.0,523.0
서초구,1,2021.0,85.0,69207.0,807.0
서초구,2,2021.0,83.0,67188.0,811.0
서초구,3,2021.0,79.0,56862.0,674.0
서초구,4,2021.0,84.0,67235.0,775.0
서초구,5,2021.0,90.0,82979.0,923.0
서초구,6,2021.0,83.0,68996.0,815.0
서초구,7,2021.0,86.0,71450.0,829.0
서초구,8,2021.0,75.0,52133.0,631.0
서초구,9,2021.0,89.0,76727.0,860.0
서초구,10,2021.0,86.0,74570.0,841.0
서초구,11,2021.0,87.0,73267.0,819.0
서초구,12,2021.0,84.0,70983.0,819.0
성동구,1,2021.0,76.0,51425.0,680.0
성동구,2,2021.0,74.0,48600.0,637.0
성동구,3,2021.0,77.0,50573.0,654.0
성동구,4,2021.0,77.0,52005.0,675.0
성동구,5,2021.0,78.0,51143.0,665.0
성동구,6,2021.0,76.0,53324.0,682.0
성동구,7,2021.0,75.0,49689.0,659.0
성동구,8,2021.0,76.0,48925.0,660.0
성동구,9,2021.0,70.0,43743.0,598.0
성동구,10,2021.0,76.0,49700.0,649.0
성동구,11,2021.0,77.0,53165.0,687.0
성동구,12,2021.0,76.0,50069.0,653.0
성북구,1,2021.0,70.0,35474.0,516.0
성북구,2,2021.0,66.0,33397.0,493.0
성북구,3,2021.0,69.0,37461.0,547.0
성북구,4,2021.0,70.0,34396.0,486.0
성북구,5,2021.0,73.0,37630.0,514.0
성북구,6,2021.0,72.0,36441.0,512.0
성북구,7,2021.0,67.0,33359.0,472.0
성북구,8,2021.0,69.0,35513.0,503.0
성북구,9,2021.0,64.0,29440.0,429.0
성북구,10,2021.0,75.0,37956.0,509.0
성북구,11,2021.0,71.0,35309.0,481.0
성북구,12,2021.0,69.0,35166.0,494.0
송파구,1,2021.0,78.0,55918.0,720.0
송파구,2,2021.0,78.0,54366.0,696.0
송파구,3,2021.0,77.0,55384.0,717.0
송파구,4,2021.0,79.0,52581.0,655.0
송파구,5,2021.0,78.0,54135.0,683.0
송파구,6,2021.0,77.0,55030.0,714.0
송파구,7,2021.0,77.0,52214.0,680.0
송파구,8,2021.0,73.0,44177.0,574.0
송파구,9,2021.0,77.0,54073.0,687.0
송파구,10,2021.0,76.0,51254.0,651.0
송파구,11,2021.0,81.0,60516.0,741.0
송파구,12,2021.0,72.0,46520.0,606.0
양천구,1,2021.0,76.0,47502.0,600.0
양천구,2,2021.0,77.0,46978.0,593.0
양천구,3,2021.0,75.0,44924.0,578.0
양천구,4,2021.0,63.0,32852.0,447.0
양천구,5,2021.0,76.0,47075.0,593.0
양천구,6,2021.0,70.0,37000.0,489.0
양천구,7,2021.0,72.0,42441.0,544.0
양천구,8,2021.0,69.0,32403.0,431.0
양천구,9,2021.0,65.0,34772.0,468.0
양천구,10,2021.0,75.0,42001.0,539.0
양천구,11,2021.0,73.0,45890.0,585.0
양천구,12,2021.0,77.0,49095.0,603.0
영등포구,1,2021.0,69.0,37882.0,537.0
영등포구,2,2021.0,69.0,36386.0,507.0
영등포구,3,2021.0,71.0,38111.0,527.0
영등포구,4,2021.0,73.0,38548.0,521.0
영등포구,5,2021.0,75.0,43381.0,579.0
영등포구,6,2021.0,71.0,38167.0,539.0
영등포구,7,2021.0,71.0,40918.0,566.0
영등포구,8,2021.0,71.0,36255.0,494.0
영등포구,9,2021.0,71.0,39201.0,545.0
영등포구,10,2021.0,71.0,42538.0,607.0
영등포구,11,2021.0,74.0,44713.0,603.0
영등포구,12,2021.0,75.0,44220.0,592.0
용산구,1,2021.0,86.0,56450.0,660.0
용산구,2,2021.0,85.0,55284.0,657.0
용산구,3,2021.0,73.0,40476.0,475.0
용산구,4,2021.0,89.0,58792.0,642.0
용산구,5,2021.0,95.0,71394.0,726.0
용산구,6,2021.0,83.0,54336.0,680.0
용산구,7,2021.0,86.0,54560.0,606.0
용산구,8,2021.0,83.0,50230.0,622.0
용산구,9,2021.0,87.0,50365.0,577.0
용산구,10,2021.0,90.0,56861.0,599.0
용산구,11,2021.0,92.0,60711.0,621.0
용산구,12,2021.0,90.0,57598.0,625.0
은평구,1,2021.0,62.0,27586.0,425.0
은평구,2,2021.0,64.0,26243.0,386.0
은평구,3,2021.0,69.0,31963.0,468.0
은평구,4,2021.0,69.0,31770.0,455.0
은평구,5,2021.0,69.0,35448.0,511.0
은평구,6,2021.0,69.0,32996.0,483.0
은평구,7,2021.0,64.0,31684.0,478.0
은평구,8,2021.0,64.0,28245.0,421.0
은평구,9,2021.0,59.0,25237.0,377.0
은평구,10,2021.0,67.0,30362.0,432.0
은평구,11,2021.0,69.0,35305.0,502.0
은평구,12,2021.0,61.0,27883.0,436.0
종로구,1,2021.0,66.0,42129.0,586.0
종로구,2,2021.0,64.0,39280.0,521.0
종로구,3,2021.0,67.0,42824.0,612.0
종로구,4,2021.0,65.0,38741.0,567.0
종로구,5,2021.0,75.0,51619.0,649.0
종로구,6,2021.0,74.0,43901.0,569.0
종로구,7,2021.0,65.0,41520.0,611.0
종로구,8,2021.0,72.0,43684.0,588.0
종로구,9,2021.0,60.0,30811.0,463.0
종로구,10,2021.0,72.0,41782.0,562.0
종로구,11,2021.0,73.0,41778.0,548.0
종로구,12,2021.0,69.0,39839.0,547.0
중구,1,2021.0,62.0,37131.0,597.0
중구,2,2021.0,63.0,38005.0,615.0
중구,3,2021.0,56.0,33386.0,589.0
중구,4,2021.0,62.0,38837.0,653.0
중구,5,2021.0,66.0,41372.0,646.0
중구,6,2021.0,64.0,39309.0,587.0
중구,7,2021.0,62.0,35499.0,520.0
중구,8,2021.0,65.0,34493.0,496.0
중구,9,2021.0,63.0,31359.0,450.0
중구,10,2021.0,74.0,44083.0,590.0
중구,11,2021.0,65.0,36221.0,525.0
중구,12,2021.0,68.0,40394.0,579.0
중랑구,1,2021.0,56.0,23897.0,400.0
중랑구,2,2021.0,65.0,27548.0,415.0
중랑구,3,2021.0,62.0,28552.0,436.0
중랑구,4,2021.0,65.0,29348.0,461.0
중랑구,5,2021.0,63.0,29255.0,483.0
중랑구,6,2021.0,62.0,29101.0,471.0
중랑구,7,2021.0,62.0,29224.0,486.0
중랑구,8,2021.0,59.0,22371.0,381.0
중랑구,9,2021.0,63.0,29126.0,444.0
중랑구,10,2021.0,61.0,23674.0,381.0
중랑구,11,2021.0,64.0,27788.0,421.0
중랑구,12,2021.0,50.0,18471.0,329.0
