자치구별,계약월,본번,부번,전용면적(㎡),계약년월,거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도
강남구,1,478.0,6.0,88.0,202201.0,212477.0,2359.0,2022.0
강남구,2,445.0,9.0,84.0,202202.0,201653.0,2222.0,2022.0
강남구,3,470.0,5.0,91.0,202203.0,221294.0,2381.0,2022.0
강남구,4,476.0,3.0,97.0,202204.0,261580.0,2564.0,2022.0
강남구,5,510.0,8.0,94.0,202205.0,230263.0,2387.0,2022.0
강남구,6,459.0,4.0,94.0,202206.0,239066.0,2408.0,2022.0
강남구,7,430.0,7.0,98.0,202207.0,235298.0,2436.0,2022.0
강남구,8,521.0,10.0,47.0,202208.0,98750.0,1789.0,2022.0
강남구,9,430.0,9.0,78.0,202209.0,196941.0,2430.0,2022.0
강남구,10,550.0,9.0,77.0,202210.0,179990.0,2100.0,2022.0
강남구,11,509.0,2.0,86.0,202211.0,203632.0,2310.0,2022.0
강남구,12,445.0,5.0,88.0,202212.0,185119.0,2113.0,2022.0
강동구,1,449.0,5.0,58.0,202201.0,85985.0,1400.0,2022.0
강동구,2,428.0,3.0,49.0,202202.0,65521.0,1191.0,2022.0
강동구,3,449.0,4.0,55.0,202203.0,80415.0,1389.0,2022.0
강동구,4,425.0,6.0,67.0,202204.0,96866.0,1403.0,2022.0
강동구,5,420.0,5.0,66.0,202205.0,86746.0,1275.0,2022.0
강동구,6,385.0,4.0,47.0,202206.0,69469.0,1352.0,2022.0
강동구,7,386.0,3.0,55.0,202207.0,72870.0,1226.0,2022.0
강동구,8,433.0,4.0,62.0,202208.0,82790.0,1234.0,2022.0
강동구,9,388.0,3.0,73.0,202209.0,99384.0,1322.0,2022.0
강동구,10,414.0,2.0,61.0,202210.0,80024.0,1286.0,2022.0
강동구,11,528.0,1.0,69.0,202211.0,96248.0,1387.0,2022.0
강동구,12,508.0,2.0,70.0,202212.0,92733.0,1290.0,2022.0
강북구,1,690.0,6.0,65.0,202201.0,58723.0,855.0,2022.0
