자치구별,계약월,본번,부번,전용면적(㎡),계약년월,거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도
동작구,6,516.0,10.0,83.0,201806.0,70607.0,887.0,2018.0
동작구,7,504.0,3.0,84.0,201807.0,73530.0,907.0,2018.0
동작구,8,460.0,3.0,80.0,201808.0,75287.0,956.0,2018.0
동작구,9,499.0,5.0,89.0,201809.0,82664.0,978.0,2018.0
동작구,10,444.0,5.0,81.0,201810.0,74591.0,950.0,2018.0
동작구,11,443.0,16.0,78.0,201811.0,69283.0,952.0,2018.0
동작구,12,438.0,10.0,82.0,201812.0,70413.0,929.0,2018.0
마포구,1,591.0,1.0,82.0,201801.0,74202.0,920.0,2018.0
마포구,2,510.0,2.0,83.0,201802.0,76249.0,929.0,2018.0
마포구,3,512.0,1.0,84.0,201803.0,75791.0,924.0,2018.0
마포구,4,415.0,4.0,82.0,201804.0,75417.0,938.0,2018.0
마포구,5,564.0,3.0,80.0,201805.0,75000.0,961.0,2018.0
마포구,6,485.0,5.0,82.0,201806.0,74439.0,948.0,2018.0
마포구,7,517.0,4.0,76.0,201807.0,77195.0,1053.0,2018.0
마포구,8,569.0,2.0,83.0,201808.0,87841.0,1105.0,2018.0
마포구,9,550.0,3.0,83.0,201809.0,86674.0,1075.0,2018.0
마포구,10,537.0,4.0,79.0,201810.0,83842.0,1092.0,2018.0
마포구,11,552.0,4.0,75.0,201811.0,72617.0,1000.0,2018.0
마포구,12,481.0,2.0,61.0,201812.0,53765.0,798.0,2018.0
서대문구,1,437.0,3.0,78.0,201801.0,55256.0,727.0,2018.0
서대문구,2,417.0,4.0,80.0,201802.0,54359.0,702.0,2018.0
서대문구,3,395.0,5.0,81.0,201803.0,52201.0,668.0,2018.0
서대문구,4,400.0,7.0,80.0,201804.0,54174.0,695.0,2018.0
서대문구,5,408.0,10.0,81.0,201805.0,53051.0,673.0,2018.0
서대문구,6,395.0,10.0,78.0,201806.0,55994.0,733.0,2018.0
서대문구,7,379.0,9.0,81.0,201807.0,55753.0,709.0,2018.0
서대문구,8,420.0,8.0,81.0,201808.0,63053.0,796.0,2018.0
서대문구,9,411.0,10.0,79.0,201809.0,60041.0,790.0,2018.0
서대문구,10,368.0,5.0,82.0,201810.0,59052.0,741.0,2018.0
서대문구,11,370.0,16.0,82.0,201811.0,52733.0,690.0,2018.0
서대문구,12,337.0,4.0,77.0,201812.0,57768.0,813.0,2018.0
서초구,1,789.0,8.0,103.0,201801.0,136407.0,1377.0,2018.0
서초구,2,822.0,8.0,110.0,201802.0,138390.0,1322.0,2018.0
서초구,3,811.0,9.0,110.0,201803.0,133839.0,1272.0,2018.0
서초구,4,796.0,8.0,105.0,201804.0,131558.0,1300.0,2018.0
서초구,5,676.0,11.0,105.0,201805.0,140883.0,1402.0,2018.0
서초구,6,651.0,9.0,115.0,201806.0,159263.0,1467.0,2018.0
서초구,7,721.0,8.0,104.0,201807.0,155167.0,1577.0,2018.0
서초구,8,686.0,8.0,102.0,201808.0,164391.0,1687.0,2018.0
서초구,9,798.0,9.0,103.0,201809.0,154679.0,1569.0,2018.0
서초구,10,942.0,11.0,99.0,201810.0,136798.0,1357.0,2018.0
서초구,11,744.0,10.0,109.0,201811.0,166122.0,1530.0,2018.0
서초구,12,841.0,10.0,99.0,201812.0,131542.0,1347.0,2018.0
성동구,1,614.0,11.0,84.0,201801.0,79017.0,965.0,2018.0
성동구,2,572.0,8.0,75.0,201802.0,73223.0,987.0,2018.0
성동구,3,522.0,10.0,69.0,201803.0,65335.0,955.0,2018.0
성동구,4,585.0,14.0,88.0,201804.0,85469.0,986.0,2018.0
성동구,5,483.0,15.0,84.0,201805.0,84372.0,1020.0,2018.0
성동구,6,590.0,13.0,79.0,201806.0,79479.0,1015.0,2018.0
성동구,7,599.0,15.0,80.0,201807.0,85548.0,1092.0,2018.0
성동구,8,559.0,10.0,79.0,201808.0,86714.0,1125.0,2018.0
성동구,9,620.0,3.0,79.0,201809.0,92341.0,1188.0,2018.0
성동구,10,525.0,17.0,80.0,201810.0,93329.0,1159.0,2018.0
성동구,11,581.0,30.0,89.0,201811.0,96182.0,1067.0,2018.0
성동구,12,717.0,59.0,87.0,201812.0,106836.0,1202.0,2018.0
성북구,1,605.0,7.0,81.0,201801.0,47645.0,606.0,2018.0
성북구,2,615.0,7.0,82.0,201802.0,48490.0,609.0,2018.0
성북구,3,585.0,8.0,82.0,201803.0,48539.0,610.0,2018.0
성북구,4,582.0,7.0,82.0,201804.0,49164.0,614.0,2018.0
성북구,5,563.0,11.0,79.0,201805.0,47351.0,616.0,2018.0
성북구,6,521.0,12.0,82.0,201806.0,49196.0,616.0,2018.0
성북구,7,548.0,8.0,80.0,201807.0,49757.0,641.0,2018.0
성북구,8,645.0,7.0,83.0,201808.0,52438.0,651.0,2018.0
성북구,9,561.0,9.0,81.0,201809.0,52992.0,672.0,2018.0
성북구,10,520.0,17.0,79.0,201810.0,54122.0,703.0,2018.0
성북구,11,506.0,22.0,77.0,201811.0,50499.0,659.0,2018.0
성북구,12,472.0,3.0,77.0,201812.0,51589.0,687.0,2018.0
송파구,1,229.0,1.0,89.0,201801.0,97547.0,1140.0,2018.0
송파구,2,214.0,1.0,86.0,201802.0,92870.0,1128.0,2018.0
송파구,3,192.0,1.0,82.0,201803.0,89896.0,1120.0,2018.0
송파구,4,186.0,1.0,84.0,201804.0,88760.0,1079.0,2018.0
송파구,5,206.0,2.0,83.0,201805.0,88133.0,1115.0,2018.0
송파구,6,174.0,2.0,83.0,201806.0,93435.0,1167.0,2018.0
송파구,7,140.0,1.0,84.0,201807.0,112359.0,1393.0,2018.0
송파구,8,201.0,1.0,87.0,201808.0,107300.0,1277.0,2018.0
송파구,9,230.0,1.0,84.0,201809.0,105508.0,1302.0,2018.0
송파구,10,168.0,2.0,81.0,201810.0,84721.0,1087.0,2018.0
송파구,11,184.0,2.0,80.0,201811.0,88031.0,1119.0,2018.0
송파구,12,73.0,1.0,71.0,201812.0,85390.0,1169.0,2018.0
양천구,1,852.0,2.0,81.0,201801.0,63496.0,795.0,2018.0
양천구,2,878.0,3.0,81.0,201802.0,58565.0,720.0,2018.0
양천구,3,887.0,3.0,80.0,201803.0,53588.0,664.0,2018.0
양천구,4,883.0,2.0,82.0,201804.0,55820.0,668.0,2018.0
양천구,5,840.0,5.0,79.0,201805.0,55997.0,714.0,2018.0
양천구,6,817.0,3.0,80.0,201806.0,61623.0,776.0,2018.0
양천구,7,772.0,3.0,80.0,201807.0,73471.0,929.0,2018.0
양천구,8,813.0,2.0,83.0,201808.0,78320.0,951.0,2018.0
양천구,9,805.0,3.0,86.0,201809.0,72052.0,827.0,2018.0
양천구,10,787.0,2.0,83.0,201810.0,65401.0,785.0,2018.0
양천구,11,759.0,4.0,79.0,201811.0,61323.0,781.0,2018.0
양천구,12,806.0,4.0,80.0,201812.0,61946.0,747.0,2018.0
영등포구,1,727.0,1.0,83.0,201801.0,67526.0,820.0,2018.0
영등포구,2,695.0,1.0,80.0,201802.0,62940.0,788.0,2018.0
영등포구,3,687.0,3.0,83.0,201803.0,63845.0,780.0,2018.0
영등포구,4,647.0,4.0,79.0,201804.0,63835.0,810.0,2018.0
영등포구,5,491.0,3.0,77.0,201805.0,61968.0,829.0,2018.0
영등포구,6,660.0,4.0,79.0,201806.0,65484.0,835.0,2018.0
영등포구,7,649.0,1.0,84.0,201807.0,75524.0,901.0,2018.0
영등포구,8,928.0,1.0,78.0,201808.0,69446.0,898.0,2018.0
영등포구,9,992.0,6.0,77.0,201809.0,73355.0,960.0,2018.0
영등포구,10,718.0,4.0,70.0,201810.0,65555.0,920.0,2018.0
영등포구,11,653.0,10.0,58.0,201811.0,52240.0,888.0,2018.0
영등포구,12,812.0,10.0,70.0,201812.0,59904.0,878.0,2018.0
용산구,1,216.0,18.0,106.0,201801.0,117261.0,1088.0,2018.0
용산구,2,244.0,38.0,105.0,201802.0,110684.0,1077.0,2018.0
용산구,3,216.0,19.0,104.0,201803.0,121827.0,1146.0,2018.0
용산구,4,264.0,37.0,106.0,201804.0,129089.0,1227.0,2018.0
용산구,5,215.0,45.0,106.0,201805.0,119587.0,1139.0,2018.0
용산구,6,268.0,28.0,90.0,201806.0,103590.0,1153.0,2018.0
용산구,7,273.0,28.0,111.0,201807.0,147412.0,1294.0,2018.0
용산구,8,267.0,30.0,117.0,201808.0,158400.0,1328.0,2018.0
용산구,9,342.0,15.0,116.0,201809.0,162835.0,1335.0,2018.0
용산구,10,327.0,30.0,117.0,201810.0,181924.0,1393.0,2018.0
용산구,11,256.0,21.0,104.0,201811.0,173744.0,1458.0,2018.0
용산구,12,305.0,12.0,102.0,201812.0,144254.0,1320.0,2018.0
은평구,1,353.0,6.0,78.0,201801.0,47996.0,632.0,2018.0
은평구,2,340.0,6.0,80.0,201802.0,47966.0,619.0,2018.0
은평구,3,372.0,8.0,71.0,201803.0,42676.0,630.0,2018.0
은평구,4,341.0,10.0,79.0,201804.0,46450.0,610.0,2018.0
은평구,5,351.0,7.0,79.0,201805.0,48437.0,635.0,2018.0
은평구,6,320.0,6.0,81.0,201806.0,48983.0,623.0,2018.0
은평구,7,313.0,6.0,84.0,201807.0,51409.0,622.0,2018.0
은평구,8,302.0,6.0,86.0,201808.0,53030.0,631.0,2018.0
은평구,9,294.0,8.0,87.0,201809.0,53746.0,636.0,2018.0
은평구,10,323.0,13.0,77.0,201810.0,44806.0,621.0,2018.0
은평구,11,347.0,9.0,72.0,201811.0,43964.0,636.0,2018.0
은평구,12,311.0,12.0,76.0,201812.0,45050.0,622.0,2018.0
종로구,1,238.0,5.0,82.0,201801.0,62454.0,766.0,2018.0
종로구,2,299.0,3.0,90.0,201802.0,65310.0,738.0,2018.0
종로구,3,255.0,10.0,80.0,201803.0,58759.0,747.0,2018.0
종로구,4,209.0,5.0,87.0,201804.0,61658.0,707.0,2018.0
종로구,5,315.0,29.0,84.0,201805.0,56259.0,690.0,2018.0
종로구,6,260.0,40.0,77.0,201806.0,56880.0,761.0,2018.0
종로구,7,493.0,11.0,63.0,201807.0,48212.0,752.0,2018.0
종로구,8,379.0,5.0,87.0,201808.0,69982.0,815.0,2018.0
종로구,9,389.0,9.0,75.0,201809.0,63324.0,837.0,2018.0
종로구,10,260.0,20.0,80.0,201810.0,58732.0,749.0,2018.0
종로구,11,218.0,8.0,94.0,201811.0,69541.0,803.0,2018.0
종로구,12,275.0,14.0,96.0,201812.0,62164.0,702.0,2018.0
중구,1,1012.0,22.0,77.0,201801.0,59820.0,831.0,2018.0
중구,2,981.0,20.0,80.0,201802.0,64082.0,870.0,2018.0
중구,3,1029.0,30.0,82.0,201803.0,66481.0,846.0,2018.0
중구,4,733.0,41.0,89.0,201804.0,74735.0,866.0,2018.0
중구,5,901.0,52.0,77.0,201805.0,62215.0,833.0,2018.0
중구,6,854.0,19.0,81.0,201806.0,66595.0,859.0,2018.0
중구,7,664.0,15.0,80.0,201807.0,69881.0,910.0,2018.0
중구,8,844.0,17.0,92.0,201808.0,80637.0,911.0,2018.0
중구,9,892.0,74.0,92.0,201809.0,83446.0,948.0,2018.0
중구,10,606.0,5.0,93.0,201810.0,82021.0,903.0,2018.0
중구,11,864.0,0.0,89.0,201811.0,77504.0,905.0,2018.0
중구,12,912.0,1.0,86.0,201812.0,75341.0,906.0,2018.0
중랑구,1,588.0,1.0,75.0,201801.0,37718.0,511.0,2018.0
중랑구,2,603.0,4.0,75.0,201802.0,38316.0,526.0,2018.0
중랑구,3,645.0,2.0,76.0,201803.0,38623.0,518.0,2018.0
중랑구,4,572.0,4.0,75.0,201804.0,37450.0,519.0,2018.0
중랑구,5,586.0,3.0,74.0,201805.0,38727.0,529.0,2018.0
중랑구,6,625.0,3.0,74.0,201806.0,38060.0,528.0,2018.0
중랑구,7,628.0,2.0,77.0,201807.0,40175.0,534.0,2018.0
중랑구,8,603.0,2.0,75.0,201808.0,40736.0,552.0,2018.0
중랑구,9,577.0,5.0,74.0,201809.0,42509.0,587.0,2018.0
중랑구,10,600.0,7.0,74.0,201810.0,42850.0,599.0,2018.0
중랑구,11,605.0,5.0,72.0,201811.0,40488.0,576.0,2018.0
중랑구,12,607.0,4.0,66.0,201812.0,38487.0,605.0,2018.0
