자치구별,계약월,본번,부번,전용면적(㎡),계약년월,거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도
강남구,1,474.0,6.0,87.0,202001.0,155215.0,1849.0,2020.0
강남구,2,476.0,4.0,79.0,202002.0,161630.0,2118.0,2020.0
강남구,3,483.0,4.0,86.0,202003.0,169889.0,1996.0,2020.0
강남구,4,501.0,4.0,97.0,202004.0,193635.0,2033.0,2020.0
강남구,5,517.0,7.0,87.0,202005.0,171055.0,1965.0,2020.0
강남구,6,471.0,3.0,87.0,202006.0,182121.0,2125.0,2020.0
강남구,7,564.0,5.0,85.0,202007.0,170649.0,2002.0,2020.0
강남구,8,495.0,4.0,93.0,202008.0,199513.0,2170.0,2020.0
강남구,9,476.0,4.0,90.0,202009.0,189464.0,2173.0,2020.0
강남구,10,507.0,5.0,90.0,202010.0,187476.0,2129.0,2020.0
강남구,11,477.0,2.0,89.0,202011.0,197130.0,2255.0,2020.0
강남구,12,507.0,3.0,93.0,202012.0,205207.0,2276.0,2020.0
강동구,1,403.0,9.0,68.0,202001.0,65271.0,1010.0,2020.0
강동구,2,392.0,6.0,73.0,202002.0,69713.0,999.0,2020.0
강동구,3,402.0,7.0,66.0,202003.0,62415.0,1005.0,2020.0
강동구,4,394.0,4.0,70.0,202004.0,66140.0,982.0,2020.0
강동구,5,386.0,4.0,67.0,202005.0,70620.0,1037.0,2020.0
강동구,6,403.0,4.0,77.0,202006.0,87353.0,1165.0,2020.0
강동구,7,392.0,4.0,76.0,202007.0,87491.0,1195.0,2020.0
강동구,8,406.0,5.0,77.0,202008.0,92407.0,1241.0,2020.0
강동구,9,390.0,3.0,75.0,202009.0,92148.0,1256.0,2020.0
강동구,10,399.0,4.0,72.0,202010.0,87779.0,1251.0,2020.0
강동구,11,423.0,5.0,73.0,202011.0,97163.0,1354.0,2020.0
강동구,12,424.0,4.0,74.0,202012.0,103843.0,1419.0,2020.0
강북구,1,742.0,8.0,69.0,202001.0,46468.0,696.0,2020.0
강북구,2,844.0,3.0,79.0,202002.0,51421.0,675.0,2020.0
강북구,3,864.0,11.0,80.0,202003.0,53530.0,692.0,2020.0
강북구,4,695.0,16.0,78.0,202004.0,49905.0,654.0,2020.0
강북구,5,717.0,36.0,74.0,202005.0,51481.0,712.0,2020.0
강북구,6,884.0,2.0,78.0,202006.0,60065.0,793.0,2020.0
강북구,7,736.0,19.0,77.0,202007.0,59721.0,796.0,2020.0
강북구,8,661.0,14.0,73.0,202008.0,58674.0,825.0,2020.0
강북구,9,865.0,9.0,77.0,202009.0,64543.0,854.0,2020.0
강북구,10,806.0,9.0,61.0,202010.0,52513.0,889.0,2020.0
강북구,11,843.0,2.0,70.0,202011.0,60193.0,885.0,2020.0
강북구,12,885.0,5.0,77.0,202012.0,70058.0,938.0,2020.0
강서구,1,729.0,10.0,75.0,202001.0,62356.0,857.0,2020.0
강서구,2,786.0,5.0,69.0,202002.0,60539.0,901.0,2020.0
강서구,3,780.0,7.0,69.0,202003.0,57829.0,862.0,2020.0
강서구,4,796.0,11.0,70.0,202004.0,54329.0,793.0,2020.0
강서구,5,834.0,5.0,71.0,202005.0,62242.0,907.0,2020.0
강서구,6,828.0,4.0,72.0,202006.0,66547.0,953.0,2020.0
강서구,7,771.0,3.0,72.0,202007.0,68481.0,979.0,2020.0
강서구,8,770.0,3.0,74.0,202008.0,72611.0,1018.0,2020.0
강서구,9,807.0,3.0,73.0,202009.0,73077.0,1033.0,2020.0
강서구,10,755.0,4.0,73.0,202010.0,72592.0,1027.0,2020.0
강서구,11,785.0,4.0,76.0,202011.0,76506.0,1036.0,2020.0
강서구,12,789.0,4.0,73.0,202012.0,76361.0,1091.0,2020.0
관악구,1,1509.0,9.0,74.0,202001.0,57155.0,799.0,2020.0
관악구,2,1454.0,8.0,75.0,202002.0,57761.0,804.0,2020.0
관악구,3,1545.0,17.0,74.0,202003.0,56758.0,796.0,2020.0
관악구,4,1405.0,12.0,75.0,202004.0,55321.0,768.0,2020.0
관악구,5,1369.0,10.0,72.0,202005.0,55786.0,803.0,2020.0
관악구,6,1535.0,10.0,77.0,202006.0,65114.0,875.0,2020.0
관악구,7,1415.0,18.0,71.0,202007.0,58779.0,860.0,2020.0
관악구,8,1426.0,19.0,70.0,202008.0,62817.0,938.0,2020.0
관악구,9,1458.0,10.0,72.0,202009.0,64696.0,931.0,2020.0
관악구,10,1462.0,12.0,72.0,202010.0,64376.0,923.0,2020.0
관악구,11,1493.0,11.0,71.0,202011.0,68978.0,1000.0,2020.0
관악구,12,1473.0,14.0,73.0,202012.0,72612.0,1020.0,2020.0
광진구,1,502.0,6.0,83.0,202001.0,93384.0,1135.0,2020.0
광진구,2,466.0,6.0,80.0,202002.0,90266.0,1149.0,2020.0
광진구,3,470.0,7.0,87.0,202003.0,94891.0,1104.0,2020.0
광진구,4,393.0,18.0,74.0,202004.0,79283.0,1077.0,2020.0
광진구,5,435.0,5.0,87.0,202005.0,95401.0,1095.0,2020.0
광진구,6,543.0,6.0,85.0,202006.0,106513.0,1294.0,2020.0
광진구,7,529.0,4.0,86.0,202007.0,109303.0,1305.0,2020.0
광진구,8,509.0,6.0,83.0,202008.0,115438.0,1421.0,2020.0
광진구,9,466.0,6.0,92.0,202009.0,121448.0,1360.0,2020.0
광진구,10,475.0,7.0,90.0,202010.0,114808.0,1309.0,2020.0
광진구,11,518.0,5.0,79.0,202011.0,111057.0,1408.0,2020.0
광진구,12,538.0,4.0,85.0,202012.0,121053.0,1487.0,2020.0
구로구,1,553.0,13.0,72.0,202001.0,50934.0,722.0,2020.0
구로구,2,503.0,12.0,72.0,202002.0,50272.0,707.0,2020.0
구로구,3,507.0,12.0,73.0,202003.0,49442.0,689.0,2020.0
구로구,4,418.0,16.0,69.0,202004.0,46555.0,708.0,2020.0
구로구,5,467.0,15.0,71.0,202005.0,49804.0,718.0,2020.0
구로구,6,539.0,9.0,75.0,202006.0,58241.0,797.0,2020.0
구로구,7,517.0,13.0,75.0,202007.0,60791.0,823.0,2020.0
구로구,8,518.0,21.0,72.0,202008.0,58965.0,821.0,2020.0
구로구,9,533.0,15.0,70.0,202009.0,57660.0,834.0,2020.0
구로구,10,535.0,23.0,66.0,202010.0,52527.0,772.0,2020.0
구로구,11,617.0,15.0,63.0,202011.0,50006.0,742.0,2020.0
구로구,12,574.0,19.0,68.0,202012.0,61668.0,884.0,2020.0
금천구,1,897.0,4.0,74.0,202001.0,47821.0,663.0,2020.0
금천구,2,893.0,3.0,72.0,202002.0,45436.0,647.0,2020.0
금천구,3,906.0,12.0,57.0,202003.0,36770.0,671.0,2020.0
금천구,4,815.0,5.0,70.0,202004.0,41394.0,621.0,2020.0
금천구,5,865.0,6.0,74.0,202005.0,44818.0,637.0,2020.0
금천구,6,883.0,4.0,74.0,202006.0,48064.0,676.0,2020.0
금천구,7,798.0,51.0,70.0,202007.0,50015.0,757.0,2020.0
금천구,8,813.0,5.0,76.0,202008.0,60268.0,816.0,2020.0
금천구,9,884.0,47.0,68.0,202009.0,53454.0,809.0,2020.0
금천구,10,819.0,6.0,71.0,202010.0,49456.0,729.0,2020.0
금천구,11,850.0,4.0,71.0,202011.0,59622.0,878.0,2020.0
금천구,12,1023.0,2.0,47.0,202012.0,40892.0,890.0,2020.0
노원구,1,550.0,1.0,63.0,202001.0,46472.0,757.0,2020.0
노원구,2,597.0,1.0,62.0,202002.0,45869.0,755.0,2020.0
노원구,3,620.0,1.0,62.0,202003.0,46254.0,759.0,2020.0
노원구,4,613.0,1.0,63.0,202004.0,45671.0,738.0,2020.0
노원구,5,595.0,1.0,63.0,202005.0,47870.0,776.0,2020.0
노원구,6,601.0,1.0,63.0,202006.0,50236.0,804.0,2020.0
노원구,7,588.0,1.0,66.0,202007.0,56125.0,877.0,2020.0
노원구,8,573.0,1.0,67.0,202008.0,59154.0,899.0,2020.0
노원구,9,562.0,1.0,66.0,202009.0,60549.0,947.0,2020.0
노원구,10,628.0,1.0,63.0,202010.0,58068.0,944.0,2020.0
노원구,11,569.0,1.0,63.0,202011.0,61827.0,1001.0,2020.0
노원구,12,566.0,1.0,60.0,202012.0,60889.0,1036.0,2020.0
도봉구,1,425.0,2.0,71.0,202001.0,44022.0,640.0,2020.0
도봉구,2,422.0,2.0,71.0,202002.0,43775.0,631.0,2020.0
도봉구,3,422.0,2.0,69.0,202003.0,40953.0,605.0,2020.0
도봉구,4,440.0,3.0,68.0,202004.0,40078.0,607.0,2020.0
도봉구,5,370.0,3.0,69.0,202005.0,40165.0,596.0,2020.0
도봉구,6,369.0,2.0,69.0,202006.0,42437.0,628.0,2020.0
도봉구,7,440.0,2.0,70.0,202007.0,47005.0,683.0,2020.0
도봉구,8,481.0,3.0,72.0,202008.0,50229.0,724.0,2020.0
도봉구,9,432.0,2.0,69.0,202009.0,49713.0,748.0,2020.0
도봉구,10,458.0,2.0,70.0,202010.0,49932.0,737.0,2020.0
도봉구,11,360.0,2.0,68.0,202011.0,53686.0,811.0,2020.0
도봉구,12,425.0,2.0,67.0,202012.0,54463.0,831.0,2020.0
동대문구,1,379.0,2.0,75.0,202001.0,60779.0,843.0,2020.0
동대문구,2,373.0,2.0,74.0,202002.0,62346.0,876.0,2020.0
동대문구,3,378.0,6.0,71.0,202003.0,58515.0,864.0,2020.0
동대문구,4,421.0,5.0,69.0,202004.0,60650.0,923.0,2020.0
동대문구,5,367.0,3.0,76.0,202005.0,62630.0,867.0,2020.0
동대문구,6,435.0,2.0,77.0,202006.0,72725.0,979.0,2020.0
동대문구,7,461.0,3.0,75.0,202007.0,72657.0,999.0,2020.0
동대문구,8,496.0,3.0,75.0,202008.0,78632.0,1086.0,2020.0
동대문구,9,449.0,3.0,75.0,202009.0,78915.0,1075.0,2020.0
동대문구,10,443.0,4.0,67.0,202010.0,70690.0,1073.0,2020.0
동대문구,11,519.0,5.0,75.0,202011.0,85783.0,1181.0,2020.0
동대문구,12,484.0,3.0,71.0,202012.0,83845.0,1207.0,2020.0
동작구,1,496.0,3.0,80.0,202001.0,81770.0,1065.0,2020.0
동작구,2,524.0,3.0,81.0,202002.0,87643.0,1111.0,2020.0
동작구,3,491.0,9.0,79.0,202003.0,83066.0,1091.0,2020.0
동작구,4,531.0,6.0,89.0,202004.0,83477.0,990.0,2020.0
동작구,5,478.0,6.0,78.0,202005.0,86048.0,1127.0,2020.0
동작구,6,482.0,4.0,83.0,202006.0,94707.0,1177.0,2020.0
동작구,7,526.0,3.0,85.0,202007.0,101947.0,1243.0,2020.0
동작구,8,557.0,4.0,82.0,202008.0,101210.0,1265.0,2020.0
동작구,9,513.0,5.0,85.0,202009.0,105166.0,1275.0,2020.0
