,자치구별,1m^2 전용면적당 거래금액(만원)
0,강남구,681.0
1,강동구,474.0
2,강북구,341.0
3,강서구,442.0
4,관악구,380.0
5,광진구,545.0
6,구로구,361.0
7,금천구,346.0
8,노원구,304.0
9,도봉구,282.0
10,동대문구,423.0
11,동작구,499.0
12,마포구,536.0
13,서대문구,465.0
14,서초구,643.0
15,성동구,562.0
16,성북구,418.0
17,송파구,580.0
18,양천구,485.0
19,영등포구,481.0
20,용산구,536.0
21,은평구,398.0
22,종로구,544.0
23,중구,461.0
24,중랑구,374.0
25,평균,462.0
