,자치구별,1m^2 전용면적당 거래금액(만원)
0,강남구,660.0
1,강동구,474.0
2,강북구,338.0
3,강서구,408.0
4,관악구,369.0
5,광진구,538.0
6,구로구,360.0
7,금천구,335.0
8,노원구,297.0
9,도봉구,276.0
10,동대문구,408.0
11,동작구,502.0
12,마포구,512.0
13,서대문구,436.0
14,서초구,648.0
15,성동구,546.0
16,성북구,410.0
17,송파구,580.0
18,양천구,496.0
19,영등포구,448.0
20,용산구,513.0
21,은평구,371.0
22,종로구,426.0
23,중구,485.0
24,중랑구,304.0
25,평균,446.0
