,자치구별,1m^2 전용면적당 거래금액(만원)
0,강남구,2117.0
1,강동구,1170.0
2,강북구,771.0
3,강서구,964.0
4,관악구,871.0
5,광진구,1291.0
6,구로구,769.0
7,금천구,739.0
8,노원구,844.0
9,도봉구,675.0
10,동대문구,995.0
11,동작구,1230.0
12,마포구,1344.0
13,서대문구,1038.0
14,서초구,1913.0
15,성동구,1471.0
16,성북구,914.0
17,송파구,1601.0
18,양천구,1143.0
19,영등포구,1180.0
20,용산구,1594.0
21,은평구,827.0
22,종로구,1034.0
23,중구,1138.0
24,중랑구,760.0
25,평균,1136.0
