,표준ID,정류장명,ARS-ID,X좌표,Y좌표,gu
1639,104900125,소아청소년진료소,5755,127.0862442255,37.5667567645,광진구
1640,104900126,광장자이아파트,5990,127.0949108596,37.5421672546,광진구
1641,104900127,광장자이아파트,5671,127.0947267219,37.5423692772,광진구
1642,104900128,중곡아파트.기점,5511,127.0782267822,37.5669958095,광진구
1643,104900129,강변역.테크노마트앞,5999,127.0946015311,37.536276493,광진구
1644,105000001,답십리역사거리,6001,127.0550604632,37.5651870868,동대문구
1645,105000002,청년회의소,6002,127.0612838214,37.5619653169,동대문구
1646,105000003,장한평역,6003,127.0672869559,37.5611510646,동대문구
1647,105000004,신답초등학교.청계한신휴플러스,6004,127.044292,37.571753,성동구
1648,105000005,신답초등학교.청계한신휴플러스,6005,127.0447281029,37.5717559096,성동구
1649,105000006,동대문구청,6006,127.0383261303,37.5740577469,동대문구
1650,105000007,서울시동부병원,6007,127.0309536211,37.5739292519,동대문구
1651,105000008,신설동역.서울풍물시장,6008,127.0257176822,37.574427911,동대문구
1652,105000009,중랑교,6009,127.0677039967,37.5916996082,동대문구
1653,105000010,중랑교,6010,127.0669234734,37.5913657495,동대문구
1654,105000011,삼육서울병원,6011,127.0606916391,37.5896516431,동대문구
1655,105000012,삼육서울병원,6012,127.0620677224,37.5899572977,동대문구
1656,105000013,시조사삼거리,6013,127.056888,37.588707,동대문구
1657,105000014,떡전교사거리.동대문노인복지관,6014,127.0521094732,37.5864983273,동대문구
1658,105000015,청량리역환승센타,6015,127.0454307288,37.5804025104,동대문구
1659,105000016,청량리역환승센타,6016,127.0460771387,37.5802508767,동대문구
1660,105000017,동대문구청,6017,127.0399889148,37.5734588708,동대문구
1661,105000018,신설동역,6101,127.0255836506,37.576453593,동대문구
1662,105000019,신설동역,6102,127.025947005,37.5762453617,동대문구
1663,105000020,용두동한국의류시험연구원,6103,127.029114172,37.5775187657,동대문구
1664,105000021,용두로타리한국의류시험연구원,6104,127.0294820292,37.5772564569,동대문구
1665,105000022,제기역약령시장,6105,127.0366096265,37.5782970238,동대문구
1666,105000023,제기역약령시장,6106,127.0367215672,37.5779978269,동대문구
1667,105000028,청량리미주상가앞,6112,127.0476780218,37.5818902252,동대문구
1668,105000029,서울성심병원,6113,127.0502442553,37.5843923886,동대문구
1669,105000030,서울성심병원,6114,127.0508977332,37.5846074691,동대문구
1670,105000031,시조사,6115,127.0522795666,37.5868487759,동대문구
1671,105000033,휘경동입구,6117,127.0550614625,37.5876921711,동대문구
1672,105000034,삼육서울병원,6118,127.0604991983,37.5897283344,동대문구
1673,105000037,중랑교,6121,127.0664306844,37.59114436,동대문구
1674,105000038,회기시장,6122,127.0566389299,37.5912026288,동대문구
1675,105000039,회기시장,6123,127.0567417978,37.5909655931,동대문구
1676,105000040,경희중고,6124,127.0579052764,37.5930906959,동대문구
1677,105000041,경희중고,6125,127.0583346646,37.5933472946,동대문구
1678,105000042,외대앞,6126,127.0596059335,37.5956282146,동대문구
1679,105000043,외대앞,6127,127.0597677578,37.5954812555,동대문구
1680,105000044,이문동우체국,6128,127.0617459937,37.5993882544,동대문구
1681,105000045,이문동교회,6129,127.0621282454,37.600101715,동대문구
1682,105000046,의릉입구,6130,127.0619229882,37.6038755751,동대문구
1683,105000047,의릉입구,6131,127.0621763625,37.6034852714,동대문구
1684,105000048,한천로쌍용아파트앞,6132,127.0676192785,37.5981910949,동대문구
1685,105000049,한천로쌍용아파트앞,6133,127.0678869789,37.5986649133,동대문구
1686,105000050,이문동삼익아파트,6134,127.0682139128,37.5945485558,동대문구
1687,105000051,이문동삼익아파트,6135,127.0683627707,37.5951035399,동대문구
1688,105000052,동일스위트리버아파트.휘봉고교,6136,127.0677525508,37.5877987669,동대문구
1689,105000053,휘경유수지견인차고지앞,6137,127.068577,37.58842,동대문구
1690,105000054,서울준법지원센터.동성빌라,6140,127.0673893111,37.5855552625,동대문구
1691,105000055,서울준법지원센터.동성빌라,6141,127.0676702359,37.5856794521,동대문구
1692,105000056,휘경여중고휘경주공아파트앞,6142,127.0682288519,37.5823820434,동대문구
1693,105000057,휘경여중고휘경주공아파트,6143,127.0685434142,37.5821574897,동대문구
1694,105000058,장안동현대아파트앞,6144,127.0685412036,37.5797461738,동대문구
1695,105000059,전곡시장앞,6145,127.06779506,37.5772370675,동대문구
1696,105000060,전곡시장앞,6146,127.0680598141,37.5770431806,동대문구
1697,105000061,답십리촬영소.우성그린아파트,6147,127.0669297561,37.5743531691,동대문구
1698,105000062,촬영소사거리,6148,127.0669165487,37.5735106563,동대문구
1699,105000063,풍안시장.동답초교,6149,127.065489039,37.5710397628,동대문구
1700,105000064,동답한신동아아파트,6150,127.0642165936,37.569746494,동대문구
1701,105000065,동답한신동아아파트,6151,127.0639045358,37.568881615,동대문구
1702,105000066,동아.위더스빌아파트,6152,127.062258974,37.5666982468,동대문구
1703,105000067,동아.위더스빌아파트,6153,127.0614649831,37.5661589085,동대문구
1704,105000068,하나은행장안동지점,6154,127.058557,37.563405,동대문구
1705,105000069,장한평,6155,127.067137684,37.5613115442,동대문구
1706,105000070,청년회의소앞,6156,127.0615307058,37.5621102645,동대문구
1707,105000071,고미술상가,6157,127.0575178939,37.56353241,동대문구
1708,105000072,답십리역.동부시장,6158,127.0525194449,37.5672562517,동대문구
1709,105000073,신답역앞,6159,127.0470913509,37.5708430857,동대문구
1710,105000074,동대문구청.용두역4번출구,6160,127.0392938471,37.5735672351,동대문구
1711,105000075,용두역,6161,127.037268,37.573977,동대문구
1712,105000076,용두동,6162,127.0317924634,37.5737704369,동대문구
1713,105000077,동대문우체국.서울풍물시장,6163,127.0245652731,37.574759758,동대문구
1714,105000078,동대문구청.용두역3번출구,6164,127.0383720135,37.575222843,동대문구
1715,105000079,동대문구청.용신동주민센터,6165,127.0384168651,37.5765807726,동대문구
1716,105000080,동대문구청.용신동주민센터,6166,127.0380030746,37.5755032017,동대문구
1717,105000081,경동시장앞,6167,127.0387559286,37.5819989191,동대문구
1718,105000082,제기동주민센터.서울약령시앞,6168,127.0383947016,37.5819251477,동대문구
1719,105000083,경동시장,6169,127.038283869,37.5799644113,동대문구
1720,105000084,홍파초등학교,6170,127.038639,37.585531,동대문구
1721,105000085,홍파초등학교,6171,127.0383377075,37.5855971074,동대문구
1722,105000086,제기동한신아파트앞,6172,127.037888,37.587603,동대문구
1723,105000087,고려대역.고대앞삼거리,6173,127.0367611388,37.5893984034,동대문구
1724,105000088,고려대역.고대앞삼거리,6174,127.0366498479,37.5887478517,동대문구
1725,105000089,고려대학교앞,6175,127.0347743864,37.5881473927,동대문구
1726,105000090,우신향병원,6176,127.0322934225,37.5855475535,동대문구
1727,105000091,안암오거리,6177,127.0300037659,37.5824024531,동대문구
1728,105000092,대광고등학교앞,6178,127.0255621436,37.5797777214,동대문구
1729,105000093,종암초등학교앞,6179,127.0295992386,37.5816186068,동대문구
1730,105000094,용두시장앞,6180,127.0303341829,37.5791115868,동대문구
1731,105000095,용두시장앞,6181,127.030161,37.579035,동대문구
1732,105000096,서울시동부병원,6182,127.0304302445,37.5758964701,동대문구
1733,105000097,서울시동부병원,6183,127.0306952909,37.5761901571,동대문구
1734,105000098,동아제약앞,6184,127.0304424882,37.5725993738,동대문구
1735,105000099,동아제약앞,6185,127.0307312249,37.5727164409,동대문구
1736,105000100,떡전교앞,6186,127.0526948922,37.5849040401,동대문구
1737,105000101,떡전교앞,6187,127.0525769324,37.5846184473,동대문구
1738,105000102,서울시립대입구,6188,127.0540556741,37.5830057298,동대문구
1739,105000103,서울시립대학교앞,6189,127.053939948,37.5826804893,동대문구
1740,105000104,서울시동부교육지원청.해성국제컨벤션고교,6190,127.0570077813,37.5789196992,동대문구
1741,105000105,전농로터리시장.동부교육지원청,6191,127.05676,37.578817,동대문구
1742,105000106,전농우체국앞,6192,127.057575,37.576367,동대문구
1743,105000107,전농우체국앞,6193,127.0578628844,37.5763637899,동대문구
1744,105000108,청솔우성아파트.답십리시장,6194,127.0576479903,37.5737092806,동대문구
1745,105000109,청솔우성아파트.답십리시장,6195,127.0573890413,37.5741112935,동대문구
1746,105000110,답십리2동시온교회앞,6196,127.0573999289,37.5705961302,동대문구
1747,105000111,답십리1동희망샘교회앞,6197,127.0571055329,37.5705241856,동대문구
1748,105000112,답십리초등학교.현대시장,6198,127.0572001209,37.5683813431,동대문구
1749,105000113,답십리초등학교앞,6199,127.0569308801,37.5686265703,동대문구
1750,105000114,답십리역사거리,6200,127.0552010664,37.5655060079,동대문구
1751,105000115,황물로사거리,6201,127.0559919809,37.5665418919,동대문구
1752,105000116,답십리1동주민센터.래미안위브,6202,127.0510037445,37.5723670085,동대문구
1753,105000117,답십리1동주민센터.래미안위브,6203,127.0513262907,37.5722145843,동대문구
1754,105000118,동대문중학교,6204,127.0536093735,37.5748501629,동대문구
1755,105000119,동대문중학교,6205,127.0532771747,37.5741762971,동대문구
1756,105000120,전농래미안크레시티아파트,6206,127.0556868099,37.57630176,동대문구
1757,105000121,대한노인회동대문구지회,6207,127.0557704028,37.5760503162,동대문구
1758,105000122,전농사거리,6208,127.0591388312,37.57778598,동대문구
1759,105000123,전농사거리,6209,127.059240552,37.5775633596,동대문구
1760,105000124,배봉초등학교.전농우성아파트,6210,127.0672948159,37.5786953183,동대문구
1761,105000125,배봉초등학교.전농우성아파트,6211,127.0674157317,37.5784402407,동대문구
1762,105000126,장안2동주민센터,6212,127.0704039846,37.5788403828,동대문구
1763,105000127,장안2동주민센터,6213,127.0703731962,37.5786079198,동대문구
1764,105000128,장안교앞,6214,127.0741172598,37.5796184541,동대문구
1765,105000129,장안교은석초등학교,6215,127.0750140156,37.5796575357,동대문구
1766,105000130,성바오로병원앞,6216,127.0432048342,37.5785633193,동대문구
1767,105000131,성바오로병원앞,6217,127.0434887323,37.5780739228,동대문구
1768,105000132,롯데캐슬노블레스,6218,127.0484716502,37.5755552627,동대문구
1769,105000133,전농시장앞,6219,127.0471184271,37.5760847235,동대문구
1770,105000134,래미안크레시티.답십리도서관,6220,127.0502439795,37.574561753,동대문구
1771,105000135,동대문구답십리도서관앞,6221,127.0511869858,37.5737870493,동대문구
1772,105000136,답십리래미안위브아파트,6222,127.0547603218,37.5726978286,동대문구
1773,105000137,답십리래미안미드카운티,6223,127.055558,37.57298,동대문구
1774,105000138,답십리종합상가,6224,127.0567075826,37.5727320519,동대문구
1775,105000139,답십리2동두산아파트,6225,127.0583163121,37.5727267628,동대문구
1776,105000140,한양아파트.청솔우성아파트후문,6226,127.0587580146,37.5729536188,동대문구
1777,105000141,답십리2동한양아파트앞,6227,127.0614069359,37.5726702291,동대문구
1778,105000142,답십리2동한양아파트앞,6228,127.0612373146,37.5729091064,동대문구
1779,105000143,동답한신.대림아파트동대문체육관,6229,127.063768,37.572663,동대문구
1780,105000144,촬영소사거리.동답초등학교,6230,127.065212,37.572642,동대문구
1781,105000145,촬영소사거리.세양청마루아파트앞,6231,127.065447622,37.5728708038,동대문구
1782,105000146,장안1파출소,6232,127.0683039468,37.5724991399,동대문구
1783,105000147,장안1파출소,6233,127.0679721013,37.572717994,동대문구
1784,105000148,장안사거리,6234,127.0704942585,37.5725146704,동대문구
1785,105000149,국민은행장안동지점,6235,127.0733628255,37.5723101772,동대문구
1786,105000150,국민은행장안동지점,6236,127.0741187905,37.5720249601,동대문구
1787,105000151,장안동근린공원,6237,127.0719536475,37.5773238141,동대문구
1788,105000152,장안동근린공원,6238,127.0723552389,37.5781489676,동대문구
1789,105000153,NH농협장안평지점,6239,127.0718136295,37.5753541147,동대문구
1790,105000154,NH농협장안평지점,6240,127.0721655351,37.5751529569,동대문구
1791,105000155,코리아병원,6241,127.0716598633,37.5732069079,동대문구
1792,105000156,새서울병원,6242,127.0720050585,37.5731012702,동대문구
1793,105000157,장안동삼성쉐르빌아파트,6243,127.0712843964,37.5712481624,동대문구
1794,105000158,장안동삼성쉐르빌아파트,6244,127.070843,37.571238,동대문구
1795,105000159,경남호텔앞,6245,127.070183,37.569605,동대문구
1796,105000160,동경호텔현대벤처빌,6246,127.0694007013,37.5689208635,동대문구
1797,105000161,동경호텔앞,6247,127.0693725324,37.5684442479,동대문구
1798,105000162,우리은행장안지점앞,6248,127.067727,37.566393,동대문구
1799,105000163,우리은행장안지점앞,6249,127.0676384821,37.565598658,동대문구
1800,105000164,북한연구소앞,6250,127.0661434798,37.5634648165,동대문구
1801,105000165,장한평역,6251,127.0651964406,37.5626507552,동대문구
1802,105000166,장한평역,6252,127.0654362294,37.5624370636,동대문구
1803,105000167,신이문역,6253,127.0679041896,37.6026486097,동대문구
1804,105000168,이문동현대아파트앞,6254,127.0710774363,37.6012419468,동대문구
1805,105000169,이문동현대아파트,6255,127.070987,37.600953,동대문구
1806,105000170,휘경2동주민센터,6256,127.0680485017,37.5907361464,동대문구
1807,105000171,휘경2동주민센터,6257,127.0679227029,37.5906217806,동대문구
1808,105000172,동부아동상담소,6258,127.0763833794,37.576833541,동대문구
1809,105000173,장안삼성래미안2차아파트,6259,127.0766223278,37.574681581,동대문구
1810,105000174,장안삼성래미안2차아파트.성복교회,6260,127.0768221681,37.5730450696,동대문구
1811,105000175,장안현대홈타운아파트앞,6261,127.073388625,37.5697591707,동대문구
1812,105000176,구민회관앞,6262,127.074066972,37.5665697822,동대문구
1813,105000177,파라브아파트,6263,127.0723739757,37.5635828092,동대문구
1814,105000178,장안현대홈타운상가,6264,127.0742888107,37.5710913224,동대문구
1815,105000179,장안현대홈타운앞,6265,127.0757906795,37.5695666216,동대문구
1816,105000180,장안치안센터,6266,127.0726706794,37.5683737354,동대문구
1817,105000181,장안치안센터,6267,127.07284059,37.5684799595,동대문구
1818,105000182,장평중학교,6268,127.0709395499,37.565745401,동대문구
1819,105000183,회기역종점,6269,127.0588619251,37.5899003691,동대문구
1820,105000184,경희대입구,6270,127.0529190715,37.5912791455,동대문구
1821,105000185,경희대입구,6271,127.0528626372,37.5915413875,동대문구
1822,105000186,서울바이오허브.농촌경제연구원,6272,127.0500054703,37.591354305,동대문구
1823,105000187,서울바이오허브.농촌경제연구원,6273,127.0494529972,37.591559986,동대문구
1824,105000188,한국과학기술원.홍릉초등학교,6274,127.0460518297,37.5917101133,동대문구
1825,105000189,한국과학기술원.홍릉초등학교,6275,127.0468484458,37.591506082,동대문구
1826,105000190,국방연구원,6276,127.0410357707,37.5913685771,동대문구
1827,105000191,국방연구원,6277,127.040058371,37.5911039928,동대문구
1828,105000192,세종대왕기념관,6278,127.042380198,37.5898533719,동대문구
1829,105000193,세종대왕기념관,6279,127.0425673859,37.5904615395,동대문구
1830,105000194,영휘원사거리.(구)홍릉사거리,6280,127.0431751633,37.5860009275,동대문구
1831,105000195,영휘원사거리.(구)홍릉사거리,6281,127.043466176,37.586014337,동대문구
1832,105000196,동대문경찰서,6282,127.0438781813,37.583817328,동대문구
1833,105000197,동대문경찰서,6283,127.0442607393,37.5835585724,동대문구
1834,105000198,현대코아,6284,127.0448733855,37.5818120287,동대문구
1835,105000199,현대코아,6285,127.0446557984,37.5814859166,동대문구
1836,105000200,동대문중앙새마을금고,6286,127.0413063639,37.5830829666,동대문구
1837,105000201,동대문중앙새마을금고,6287,127.0419743163,37.5829277435,동대문구
1838,105000203,제기동한신아파트,6289,127.0373610455,37.5866381789,동대문구
1839,105000204,제기시장,6290,127.0355095661,37.5863666213,동대문구
1840,105000205,제기시장,6291,127.0349887975,37.5865776318,동대문구
1841,105000207,외대역앞,6293,127.0609470779,37.596009591,동대문구
1842,105000208,외대역앞,6294,127.0613604745,37.5960661454,동대문구
1843,105000209,이경시장,6295,127.0649927315,37.5952640352,동대문구
1844,105000211,청량리한신아파트,6297,127.0477445022,37.5867038197,동대문구
1845,105000212,전농동SK아파트,6298,127.060944646,37.5777508201,동대문구
1846,105000213,벽산아파트,6299,127.0307217596,37.5827446827,동대문구
1847,105000214,제기동천주교회,6300,127.0337472062,37.582818647,동대문구
1848,105000215,이문동쌍용아파트,6301,127.0689799868,37.5988156622,동대문구
1849,105000216,이문동쌍용아파트,6302,127.069282491,37.5989497471,동대문구
1850,105000217,이문1동주민센터,6303,127.0650026372,37.5975383754,동대문구
1851,105000218,전농동SK아파트,6304,127.0616887887,37.5781072655,동대문구
1852,105000221,장안동우체국,6307,127.064972,37.566855,동대문구
1853,105000222,한국산업인력공단서울지역본부,6308,127.0728351395,37.5838057164,동대문구
1854,105000223,휘경공고휘경주공아파트,6309,127.0694623926,37.5841492622,동대문구
1855,105000226,래미안장안1차아파트앞,6313,127.0718821125,37.5665071551,동대문구
1856,105000227,장평중학교앞,6314,127.0703444284,37.5648762028,동대문구
1857,105000228,청량리미주상가앞,6315,127.0472557344,37.5819579768,동대문구
1858,105000229,동대문구청.용두역,6316,127.04015,37.572834,성동구
1859,105000231,종로사약국,6318,127.0653057725,37.5945213658,동대문구
1860,105000233,회기동현대아파트,6320,127.0543646563,37.5890582057,동대문구
1861,105000234,우산빌딩앞,6321,127.0546770593,37.588882349,동대문구
1862,105000235,배봉산입구,6322,127.0682143786,37.5801698755,동대문구
1863,105000237,면곡시장,6324,127.0810660939,37.5716446389,중랑구
1864,105000243,동부아파트,6330,127.0454571786,37.5866605693,동대문구
1865,105000248,자동차부품상가,6335,127.0577756725,37.5645946726,동대문구
1866,105000262,청량리한신아파트,6349,127.0476457711,37.5863605445,동대문구
1867,105000269,동대문노인종합복지관,6357,127.0497131121,37.5859460919,동대문구
1868,105000270,쌍용아파트,6358,127.0684047094,37.6013300304,동대문구
1869,105000271,쌍용아파트,6359,127.068587013,37.6012902768,동대문구
1870,105000282,우리은행,6391,127.06721,37.566097,동대문구
1871,105000287,삼육서울병원,6416,127.0623612795,37.5902833371,동대문구
1872,105000288,동일스위트리버앞.휘봉고교,6417,127.0676591393,37.5871806733,동대문구
1873,105000289,엘림교회.대명신협앞,6418,127.0408714095,37.5786434462,동대문구
1874,105000290,휘봉초등학교,6419,127.0698213096,37.5877669243,동대문구
1875,105000316,장안삼거리,6626,127.0723517263,37.5780291247,동대문구
1876,105000318,장안사거리삼성래미안,6628,127.0720255408,37.5732093887,동대문구
1877,105000319,장안사거리삼성래미안,6629,127.0716864575,37.5737862935,동대문구
1878,105000321,장한평역,6631,127.0667268548,37.5613847656,동대문구
1879,105000402,청량리역환승센터,6020,127.0454399805,37.5807214928,동대문구
1880,105000407,청량리역,6755,127.0462731283,37.5804355236,동대문구
1881,105000408,서울시립대입구,6756,127.0538030705,37.5828562643,동대문구
1882,105000409,전농로터리시장,6757,127.0571016136,37.5772526361,동대문구
1883,105000410,신답역,6758,127.0477839986,37.5705481504,동대문구
1884,105000420,장안삼거리,6768,127.0719971746,37.5778473212,동대문구
1885,105000426,신설동로터리.서울풍물시장,6774,127.0234622464,37.5737462546,동대문구
1886,105000429,경남관광호텔,6777,127.0706477938,37.5708592735,동대문구
1887,105000430,경남관광호텔,6778,127.0707390026,37.5703410911,동대문구
1888,105000438,경동시장앞,6775,127.0386578148,37.58056802,동대문구
1889,105000440,동대문노인종합복지관,6999,127.0492581619,37.5863103228,동대문구
1890,105000446,청량리역환승센터,6019,127.0457024662,37.5804060099,동대문구
1891,105000447,청량리역환승센터,6018,127.0456684783,37.5803717816,동대문구
1892,105000454,논골신협.대림아파트후문,4560,127.0245743869,37.5577029753,성동구
1893,105000455,마장동주민센타,4298,127.0445452295,37.5669378397,성동구
1894,105000458,응봉주민센터,4795,127.0336017817,37.5539990568,성동구
1895,105000459,응봉주민센터,4794,127.0335211731,37.5534440055,성동구
1896,105000460,응봉현대아파트,4793,127.0309019007,37.5501304936,성동구
1897,105000461,응봉현대아파트,4792,127.0307014263,37.5497628991,성동구
1898,105000462,금호삼성래미안,4791,127.0275353603,37.5483615758,성동구
1899,105000463,금호삼성래미안,4790,127.0269817622,37.5478769143,성동구
1900,105000464,금호사거리,4789,127.0250024528,37.5481765136,성동구
1901,105000465,금호사거리,4788,127.0241852708,37.5479784428,성동구
1902,105000466,금옥초등학교.금호대우아파트,4787,127.018651851,37.5465899573,성동구
1903,105000467,금옥초등학교.금호대우아파트,4786,127.0189290928,37.546474573,성동구
1904,105000468,옥수삼성아파트,4785,127.014614465,37.5437908214,성동구
1905,105000469,옥수삼성아파트,4784,127.0148090773,37.5436087758,성동구
1906,105000470,옥정중학교,4783,127.0109934781,37.5409744546,성동구
1907,105000471,옥정중학교,4782,127.0113005335,37.5412473905,성동구
1908,105000472,왕십리역,4781,127.0369826501,37.5610536111,성동구
1909,105000474,월곡샹그레빌아파트,8273,127.0408149328,37.5954776166,성북구
1910,105000477,휘경미소지움아파트,6422,127.0645643148,37.5909282333,동대문구
1911,105000478,청량리미주아파트.동대문세무서,6021,127.048395,37.58278,동대문구
1912,105000479,용두동신동아아파트,6424,127.0325997915,37.5740450496,동대문구
1913,105000480,청량리.청과물도매시장,6022,127.0407118444,37.5787822693,동대문구
1914,105000481,제기동역.서울약령시,6024,127.0353335913,37.5781955893,동대문구
1915,105000482,제기동역.서울약령시,6023,127.0376239965,37.578139014,동대문구
1916,105000483,용두동사거리.한국의류시험연구원,6026,127.028388299,37.5771458908,동대문구
1917,105000484,용두동사거리,6025,127.0299882252,37.5775320632,동대문구
1918,105000485,신설동역,6028,127.0238433051,37.575826798,동대문구
1919,105000486,신설동역,6027,127.0250446359,37.5761500409,동대문구
1920,105000488,청량리청과물도매시장,6426,127.0418950942,37.5789521614,동대문구
1921,105000489,동답초교.대림아파트,6779,127.0651585259,37.5711048243,동대문구
1922,105000549,휘경공고.휘경주공아파트,6423,127.0700991353,37.584573299,동대문구
1923,105000550,장안동삼성쉐르빌아파트앞,6356,127.0702110373,37.5723084893,동대문구
1924,105000551,제기동주민센터앞,6288,127.0378676044,37.5829768901,동대문구
1925,105000552,신설동역1번출구,6107,127.0233166791,37.5766303332,동대문구
1926,105900001,의료원입구사거리,6594,127.052658489,37.5926993775,동대문구
1927,105900002,고려대역3번출구,6591,127.0365261369,37.5904833874,동대문구
1928,105900003,장미예식장,6584,127.0505437481,37.5701586306,동대문구
1929,105900004,서울시립대,6575,127.0531816401,37.5831151587,동대문구
1930,105900005,동대부고.은석초교앞,6572,127.073002507,37.5789523419,동대문구
1931,105900006,동안교회,6570,127.0573015187,37.5928603119,동대문구
1932,105900007,경희중고,6567,127.056342578,37.5946512359,동대문구
1933,105900008,동부아파트,6565,127.0452069311,37.5866543578,동대문구
1934,105900009,딩동슈퍼,6564,127.0569106983,37.5956556765,동대문구
1935,105900011,미니슈퍼,6560,127.056746183,37.5967406655,동대문구
1936,105900012,외대.경희대후문,6556,127.0569625455,37.5983039484,동대문구
1937,105900013,새마을금고앞,6535,127.0601637112,37.5977887402,동대문구
1938,105900014,새마을금고앞,6543,127.0602362489,37.5978607902,동대문구
1939,105900015,시립대입구,6537,127.0534663672,37.5838521215,동대문구
1940,105900016,삼성래미안,6528,127.0574111213,37.5999148754,동대문구
1941,105900017,휘경여중고.휘경주공아파트,6524,127.0685629353,37.5824548381,동대문구
1942,105900018,전농1동치안센터,6523,127.0480957022,37.5764222386,동대문구
1943,105900019,외대.경희대후문,6521,127.0571505475,37.5983128684,동대문구
1944,105900020,전농119안전센터,6519,127.0456081798,37.5761835356,동대문구
1945,105900021,미니슈퍼,6517,127.0568673052,37.5966712234,동대문구
1946,105900022,동아아파트,6515,127.0455832239,37.5742471004,동대문구
1947,105900023,경희맨션,6513,127.0570001318,37.5956150844,동대문구
1948,105900024,경희중고,6509,127.056427291,37.5943592428,동대문구
1949,105900025,동일하이빌.현대베스트빌아파트,6504,127.0739978057,37.5824731826,동대문구
1950,105900026,농협답십리역지점,6503,127.0508041679,37.5685545751,동대문구
1951,105900027,회기역,6502,127.0577963876,37.5899342359,동대문구
1952,105900028,가든아파트.수사연구소,6501,127.0721994096,37.5844395729,동대문구
1953,105900029,신설동역1번출구,6557,127.0236090065,37.5760124698,동대문구
1954,105900030,종암초등학교앞,6544,127.0296014899,37.5815852659,동대문구
1955,105900031,신성미소지움아파트,6578,127.0495757982,37.5786581335,동대문구
1956,105900032,전농1동치안센터,6579,127.0476065132,37.5762782623,동대문구
1957,105900033,동대문해병전우회,6580,127.0455245142,37.5763718959,동대문구
1958,105900034,태양어린이.동아아파트,6581,127.0454348029,37.5740642361,동대문구
1959,105900035,한신휴플러스후문,6582,127.0467315569,37.572989629,동대문구
1960,105900036,영광빌딩,6533,127.0525059131,37.5818431221,동대문구
1961,105900037,영광빌딩,6576,127.0521991693,37.5819811249,동대문구
1962,105900038,신성미소지움아파트,6526,127.0501307614,37.5789318307,동대문구
1963,105900039,청량리소화물취급소,6530,127.0514146373,37.5805090878,동대문구
1964,105900040,청량리소화물취급소,6577,127.0511350317,37.5805903074,동대문구
1965,105900041,한신휴플러스정문,6511,127.0450796439,37.5727352624,동대문구
1966,105900042,신답역,6583,127.0492345839,37.5711404728,동대문구
1967,105900043,답십리역,6500,127.0531915243,37.5667684599,동대문구
1968,105900044,동부자동차매매시장,6585,127.0514870981,37.5689958143,동대문구
1969,105900045,답십리역.경우회매장입구,6586,127.0534863549,37.567473882,동대문구
1970,105900046,답십리쌍마사거리,6587,127.0552015711,37.5661899369,동대문구
1971,105900047,부속상가,6588,127.0566146653,37.5651430993,동대문구
1972,105900048,배봉산입구,6566,127.0682145175,37.5803221597,동대문구
1973,105900050,경희대의료원,6510,127.0522472422,37.5940620058,동대문구
1974,105900051,경희대입구,6506,127.0527811217,37.5915657534,동대문구
1975,105900052,경희대입구,6514,127.0528658719,37.5913116085,동대문구
1976,105900053,회기역종점,6546,127.0587395905,37.5898517712,동대문구
1977,105900054,삼육서울병원,6595,127.0622219909,37.5902762019,동대문구
1978,105900056,외대앞역,6539,127.0626136168,37.5954707693,동대문구
1979,105900057,동안교회,6505,127.0577733522,37.5938269496,동대문구
1980,105900058,이문동현대아파트앞,6536,127.0710080445,37.6009193994,동대문구
1981,105900059,쌍용아파트,6525,127.0686175462,37.6012406993,동대문구
1982,106000001,망우역.상봉터미널,7001,127.0911385806,37.5978283589,중랑구
1983,106000002,망우역.상봉터미널,7002,127.0903499768,37.597507277,중랑구
1984,106000003,상봉역.중랑우체국,7003,127.0837627464,37.5958946831,중랑구
1985,106000004,상봉역.중랑우체국,7004,127.0829164142,37.5955510652,중랑구
1986,106000005,중랑역.동부시장,7005,127.0761664915,37.5939832153,중랑구
1987,106000006,중랑역.동부시장,7006,127.0750970737,37.5935865206,중랑구
1988,106000007,극동늘푸른아파트,7101,127.0764039758,37.6147026458,중랑구
1989,106000008,묵동자이.신도브래뉴아파트,7102,127.0765885798,37.6152702687,중랑구
1990,106000009,묵동삼거리.먹골역,7103,127.0771199228,37.6125566965,중랑구
1991,106000010,먹골역. 묵동자이아파트,7104,127.0771008817,37.6135939008,중랑구
1992,106000011,한국전력동부지사,7105,127.0781959881,37.6071323536,중랑구
1993,106000012,한국전력동부지사,7106,127.0788279751,37.6060371134,중랑구
1994,106000013,지하철7호선중화역,7107,127.0791563016,37.6026485718,중랑구
1995,106000014,지하철7호선중화역,7108,127.0794497843,37.602844147,중랑구
1996,106000015,국민은행중화동지점,7109,127.0799032798,37.5987463446,중랑구
1997,106000016,중화동한신아파트,7110,127.0801694529,37.5990762154,중랑구
1998,106000017,KT중랑지점사거리,7111,127.0799782951,37.5918910703,중랑구
1999,106000018,KT중랑지점사거리,7112,127.0803304124,37.5918349637,중랑구
2000,106000019,면목2동주민센터,7113,127.079858977,37.5893825204,중랑구
2001,106000020,중목초등학교,7114,127.0802169794,37.5895453747,중랑구
2002,106000021,면목2동,7115,127.0797684272,37.5872974617,중랑구
2003,106000022,면목2동,7116,127.0801196457,37.5874792439,중랑구
2004,106000023,면목5동주민센터.중랑구치매지원센터,7117,127.0796652726,37.5850673354,중랑구
