,표준ID,정류장명,ARS-ID,X좌표,Y좌표,gu
228,100900058,안국선원.삼거리,1548,126.984994076,37.5827909789,종로구
229,100900059,사우디대사관앞.경남빌라,1547,126.9850311776,37.5841056738,종로구
230,100900060,종로센트레빌후문.e편한세상보문아파트,1546,127.0161855253,37.5817743934,종로구
231,100900061,경희궁자이4단지,1545,126.9621148375,37.5707022242,종로구
232,100900062,언덕앞,1544,126.9637921715,37.6089539753,종로구
233,100900063,혜화우체국,1543,127.0006137149,37.5860376565,종로구
234,100900064,새마을금고,1542,126.996518051,37.5877370613,종로구
235,100900065,광화문새마을금고,1541,126.9711466491,37.5793687689,종로구
236,100900066,종로4가.종묘공원,1539,126.9944624378,37.570632807,종로구
237,100900067,인왕빌딩,1538,126.9577443332,37.6079283311,종로구
238,100900068,중앙중고,1537,126.986965299,37.583092177,종로구
239,100900069,감사원,1536,126.9852900569,37.5862106518,종로구
240,100900070,명신초.삼선푸르지오.힐스테이트,1535,127.014556281,37.5821062067,종로구
241,100900071,영천시장,1534,126.9628351888,37.5700050081,종로구
242,100900072,청련사입구,1533,126.9624312007,37.6079803769,종로구
243,100900073,한국사회과학자료원,1594,126.9641432573,37.5736332076,종로구
244,100900074,파라과이대사관,1593,126.9699479367,37.6124059606,종로구
245,100900075,혜화역1번출구,1592,127.0019407215,37.5834542178,종로구
246,100900076,서울대병원장례식장,1591,126.9974309648,37.5805553988,종로구
247,100900077,완성빌라,1590,126.9575011241,37.6034020863,종로구
248,100900078,낙원상가,1589,126.9872918609,37.5736776169,종로구
249,100900079,힐탑,1586,126.9690205751,37.6116055569,종로구
250,100900080,상명대후문,1584,126.9573354115,37.6040255786,종로구
251,100900081,수운회관,1583,126.986517218,37.5751598262,종로구
252,100900082,넓은마당,1581,126.9628880463,37.5752728058,종로구
253,100900083,화인빌라,1580,126.9685386165,37.6129345305,종로구
254,100900085,서울대어린이병원응급실.갑상선센터,1578,126.9995029662,37.5781188768,종로구
255,100900086,헌법재판소.안국역,1576,126.9856755706,37.5775584314,종로구
256,100900088,무악현대아파트후문,1574,126.962001046,37.5763060751,종로구
257,100900089,혜원사,1573,126.9676873462,37.6143102577,종로구
258,100900090,이화사거리,1572,127.0020107348,37.5764698644,종로구
259,100900091,산정빌라,1571,126.9574922002,37.6051519935,종로구
260,100900092,아름다운가게.정독도서관,1570,126.9850220301,37.5788991733,종로구
261,100900093,쌍용아파트입구.창신역,1569,127.0149635738,37.580511226,종로구
262,100900094,천사유치원,1568,126.9618603707,37.5746480221,종로구
263,100900095,보현산신각,1567,126.9657790521,37.6134825236,종로구
264,100900096,원남로터리,1566,126.997511497,37.5762373738,종로구
265,100900097,문방구,1565,126.9579797248,37.6062686142,종로구
266,100900098,평창공원지킴터입구,1795,126.9770474423,37.6172373713,종로구
267,100900099,통인시장.종로구보건소,1793,126.9687504797,37.5803350289,종로구
268,100900100,삼청파출소,1792,126.9813258198,37.58164517,종로구
269,100900101,종로사우나,1790,126.9877503526,37.5738011149,종로구
270,100900102,종로도서관,1776,126.9671251598,37.5764842271,종로구
271,100900103,밀알기도원,1732,126.9757438761,37.6163963984,종로구
272,100900104,오거리.한옥마을입구,1729,126.9697392663,37.5794684375,종로구
273,100900105,정독도서관,1728,126.9802007494,37.580191528,종로구
274,100900106,인사동들머리.3.1독립선언터,1727,126.983296967,37.5719470235,종로구
275,100900107,종로5가.3번출구,1725,127.0020898456,37.5714192458,종로구
276,100900108,활터앞,1724,126.9653293849,37.5768126115,종로구
277,100900109,제1놀이터,1723,126.9741212409,37.6145722576,종로구
278,100900110,성균관대학교,1722,126.9972179386,37.5850311082,종로구
279,100900111,광화문새마을금고,1721,126.9710277184,37.5794930902,종로구
280,100900112,상명초등학교,1714,126.956715418,37.6009238115,종로구
281,100900113,단군성전앞,1699,126.9653175119,37.5755600915,종로구
282,100900114,무애사,1698,126.9718458037,37.6139004282,종로구
283,100900115,서교빌라,1684,126.9571553655,37.601989057,종로구
284,100900116,종각역YMCA,1683,126.9850714936,37.5703393522,종로구
285,100900117,동대문역.2번출구,1682,127.0117218002,37.5720494465,종로구
286,100900118,종로문화센터,1667,126.9646261961,37.5746470811,종로구
287,100900119,EN갤러리,1607,126.9707007997,37.6134063548,종로구
288,100900120,경진빌라,1597,126.9578303612,37.6020037175,종로구
289,100900121,금강제화,1596,126.9874384317,37.5705445369,종로구
290,100900122,창신초교,1825,127.0157200961,37.5760372123,종로구
291,100900123,교남동새마을금고,1824,126.962337459,37.5714943551,종로구
292,100900124,형제봉매표소,1823,126.9816861503,37.6128643152,종로구
293,100900125,현대사거리,1819,126.9866353642,37.5792417814,종로구
294,100900126,대신중고,1817,126.9616893251,37.5726178078,종로구
295,100900127,연화정사,1816,126.9794938432,37.6146490046,종로구
296,100900128,이화사거리,1815,127.0022812884,37.5753200672,종로구
297,100900129,교육과정평가원,1814,126.9817444742,37.5874185176,종로구
298,100900131,재동초등학교,1812,126.9853617134,37.578791085,종로구
299,100900133,카센터.터널앞,1810,126.96585932,37.5741644592,종로구
300,100900134,감람산기도원,1809,126.9798729651,37.6159439291,종로구
301,100900135,금융연수원,1807,126.981847891,37.5858776706,종로구
302,100900137,충신시장,1804,127.005404874,37.5749766498,종로구
303,100900138,사직동주민센터,1803,126.9689039095,37.5762206893,종로구
304,100900139,명동의류,1802,126.9783685436,37.616304998,종로구
305,100900140,박노수미술관,1801,126.9668944502,37.5810265604,종로구
306,100900141,삼청동주민센터,1800,126.9822105151,37.5846846831,종로구
307,100900142,상명대입구,1799,126.9569583018,37.6000210109,종로구
308,100900143,대학로입구.이화사거리,1797,127.0025801998,37.5759841652,종로구
309,100900144,운현궁,1798,126.9869813803,37.5752716136,종로구
310,100900145,배화여중고,1796,126.9678156705,37.5767556306,종로구
311,100900146,귀빈예식장,1853,126.9733337071,37.6089952635,종로구
312,100900147,감사원,1851,126.9855618026,37.5862656518,종로구
313,100900148,청룡사.보문파크뷰자이아파트,1850,127.0171508787,37.5797846496,종로구
314,100900149,강북삼성병원,1849,126.9683376852,37.5685315243,종로구
315,100900150,북악파크,1848,126.9778558349,37.6110083234,종로구
316,100900151,혜화초등학교,1847,126.9999909413,37.5873892922,종로구
317,100900152,상명대입구,1846,126.9574023475,37.5998544708,종로구
318,100900153,사우디대사관,1845,126.9852486243,37.583863308,종로구
319,100900154,서울시교육청,1843,126.9668249505,37.5692429716,종로구
320,100900155,북악휴게실,1842,126.9781122953,37.6132637884,종로구
321,100900156,세검정교회,1840,126.9594704955,37.5995632468,종로구
322,100900157,안국선원.삼거리,1839,126.9852205387,37.5827432497,종로구
323,100900158,창신역.4번출구,1838,127.0155054665,37.5783593519,종로구
324,100900159,스위스대사관,1837,126.9658057546,37.569988785,종로구
325,100900160,보현빌라,1836,126.9782816235,37.6152615256,종로구
326,100900161,하림각,1835,126.9629663842,37.5976847268,종로구
327,100900162,북촌한옥마을입구.정세권활동터,1833,126.9851687446,37.5812807738,종로구
328,100900163,숭인1동주민센터,1832,127.0155607478,37.5774150014,종로구
329,100900164,월암공원,1831,126.9639860521,37.571188468,종로구
330,100900165,지구촌교회,1830,126.9793481616,37.6130468496,종로구
331,100900166,부암슈퍼,1829,126.9638602023,37.5947600723,종로구
332,100900167,볼링장,1827,126.9879589184,37.5792554401,종로구
333,100900168,가회동주민센터,1826,126.9851293823,37.5799426497,종로구
334,100900169,새마을금고,1862,126.9965690016,37.5878406881,종로구
335,100900170,상명초등학교,1861,126.9568173576,37.600904926,종로구
336,100900171,서울국제고등학교,1858,126.9971407875,37.5890742944,종로구
337,100900172,통일부,1856,126.9861073451,37.5875308468,종로구
338,100900173,종로센트레빌후문.e편한세상보문아파트,1855,127.0162353711,37.5818978359,종로구
339,100900174,국립민속박물관,1540,126.9795533717,37.5792551846,종로구
340,100900176,광화문한국통신,1599,126.977317218,37.5719018726,종로구
341,100900177,경복궁역,1685,126.9724733176,37.5770722054,종로구
342,100900178,삼청공원,1501,126.9816468946,37.5882276807,종로구
343,100900179,법련사,1720,126.9796650539,37.5765879752,종로구
344,100900180,엄마분식,1791,126.9557163281,37.6012424257,종로구
345,100900181,부암동주민센터.무계원,1821,126.9637682263,37.5929353403,종로구
346,100900182,구기터널입구,1549,126.9567768927,37.6082046142,종로구
347,100900184,청구빌라,1577,126.9569839726,37.6046102563,종로구
348,100900186,독립문역3번출구,1554,126.9597453483,37.5728784775,종로구
349,100900187,신학대학교총회본부,1587,126.9634445669,37.5739763092,종로구
350,100900188,적십자병원후문앞,1514,126.9652272769,37.5675295356,종로구
351,100900189,안국역2번출구앞,1805,126.9861183272,37.5771728174,종로구
352,100900191,종로5가역,1794,127.0000249058,37.570671358,종로구
353,100900192,동대문종합시장,1702,127.0061400046,37.571176058,종로구
354,100900195,연건동,1686,127.0007449647,37.5761256624,종로구
355,100900197,명륜새마을금고,1504,126.996704891,37.5876532654,종로구
356,100900198,성균관대학교앞,1598,126.9993659265,37.5833082555,종로구
357,100900199,성대입구,1697,126.998853007,37.5832668015,종로구
358,100900200,혜화동로터리,1841,127.0010032298,37.5859196111,종로구
359,100900201,국민생활관,1852,126.9993137839,37.5896275957,종로구
360,100900202,서울성곽.성대후문,1515,126.9896320737,37.5892576959,종로구
361,100900203,성대후문.와룡공원,1860,126.989734001,37.5891522774,종로구
362,100900204,성균관대학교,1881,126.9900035953,37.5884638684,종로구
363,100900205,동묘역,1595,127.0142453819,37.5726943506,종로구
364,100900206,종로센트레빌아파트,1563,127.0156926979,37.5803534405,종로구
365,100900207,창신초등학교,1582,127.0153885503,37.5769032044,종로구
366,100900210,창신쌍용1단지.종로센트레빌아파트,1844,127.0155692785,37.5803228198,종로구
367,100900211,공평.종각,1888,126.9832427053,37.5715937879,종로구
368,100900213,조계사,1889,126.9831199261,37.5738654222,종로구
369,100900214,독립문역,1882,126.9594077577,37.5732838531,종로구
370,100900215,교남동주민센터,1820,126.9612800199,37.5721522968,종로구
371,100900217,종로1.2.3.4가동주민센터,1557,126.9911314256,37.5743837122,종로구
372,101000001,남대문세무서.서울백병원,2001,126.9875299251,37.5649848069,중구
373,101000002,서울백병원.국가인권위.안중근활동터,2002,126.9878515151,37.5643504711,중구
374,101000003,서울역버스환승센터,2003,126.9723557945,37.5550251461,중구
375,101000004,서울역버스환승센터,2004,126.9725027692,37.5554748264,중구
376,101000005,서울역버스환승센터,2005,126.9727617448,37.5553876977,중구
377,101000006,서울역버스환승센터,2006,126.9728547738,37.5554794133,중구
378,101000007,서울역버스환승센터.강우규의거터,2007,126.9731162301,37.5554839786,중구
379,101000008,숭례문,2008,126.9737783904,37.5586388574,중구
380,101000009,만리동고개,2101,126.9626582054,37.551787064,중구
381,101000010,손기정체육공원입구,2102,126.9662339013,37.5544459527,중구
382,101000011,경기여상입구,2103,126.9679392973,37.5565519034,중구
383,101000012,서울역서부,2104,126.9693762438,37.5563255909,중구
384,101000013,서울역서부,2105,126.9692772863,37.556997907,중구
385,101000014,서울역서부,2106,126.9691354395,37.5583836266,중구
386,101000015,종근당.충정로역,2107,126.964480544,37.5595131906,중구
387,101000016,한국경제신문사,2108,126.967766091,37.5604386551,중구
388,101000017,한국경제신문사,2109,126.9681135141,37.5606234736,중구
389,101000018,경찰청.동북아역사재단,2110,126.9691267228,37.5630494858,중구
390,101000020,서대문경찰서.농협은행.유관순활동터,2113,126.9677868059,37.5649062803,중구
391,101000021,염천교,2116,126.9733602844,37.5598597457,중구
392,101000022,숭례문,2117,126.9732932811,37.5582968367,중구
393,101000023,숭례문.한국일보,2118,126.9737375955,37.5587713091,중구
394,101000025,후암삼거리,2120,126.9760823693,37.5533418143,중구
