통계표,계정항목,단위,가중치,변환,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4
"4.2.1. 소비자물가지수","총지수","2020=100","1000","원자료","75.48","75.951","76.571","76.323","76.992","77.811","78.332","78.902","79.919","81.581","82.673","82.449","83.045","83.837","84.31","84.434","85.523","86.07","86.733","87.165","88.806","89.497","90.476","90.62","91.481","91.671","91.933","92.175","92.906","92.785","93.189","93.16","93.954","94.277","94.476","94.075","94.609","94.808","95.086","94.941","95.422","95.605","95.785","96.319","97.521","97.442","97.91","97.707","98.571","98.896","99.424","99.453","99.105","99.541","99.469","99.747","100.06","99.55","100.19","100.2","101.49","102.03","102.73","103.75","105.35","107.54","108.76","109.2"
