"시도별","성별",2006.1/4,2006.2/4,2006.3/4,2006.4/4,2007.1/4,2007.2/4,2007.3/4,2007.4/4,2008.1/4,2008.2/4,2008.3/4,2008.4/4,2009.1/4,2009.2/4,2009.3/4,2009.4/4,2010.1/4,2010.2/4,2010.3/4,2010.4/4,2011.1/4,2011.2/4,2011.3/4,2011.4/4,2012.1/4,2012.2/4,2012.3/4,2012.4/4,2013.1/4,2013.2/4,2013.3/4,2013.4/4,2014.1/4,2014.2/4,2014.3/4,2014.4/4,2015.1/4,2015.2/4,2015.3/4,2015.4/4,2016.1/4,2016.2/4,2016.3/4,2016.4/4,2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2019.2/4,2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4
"서울특별시","계",5.2,4.3,4.3,4.5,4.5,3.9,3.9,4.0,4.3,3.8,3.8,3.8,4.7,4.8,4.5,4.1,5.7,4.5,4.4,4.3,5.1,4.6,4.3,4.1,5.0,4.2,4.1,3.5,4.5,4.1,3.6,3.5,4.5,4.7,4.4,4.1,4.6,4.6,4.0,3.7,4.7,4.2,4.1,3.9,4.9,4.5,4.5,4.2,5.1,5.0,4.9,4.1,5.3,4.8,4.0,3.5,4.5,5.3,4.0,4.4,6.1,5.2,4.0,4.0,4.4,3.6,2.8,2.9
