"행정구역(시군구)별",2006.1/4,2006.1/4,2006.2/4,2006.2/4,2006.3/4,2006.3/4,2006.4/4,2006.4/4,2007.1/4,2007.1/4,2007.2/4,2007.2/4,2007.3/4,2007.3/4,2007.4/4,2007.4/4,2008.1/4,2008.1/4,2008.2/4,2008.2/4,2008.3/4,2008.3/4,2008.4/4,2008.4/4,2009.1/4,2009.1/4,2009.2/4,2009.2/4,2009.3/4,2009.3/4,2009.4/4,2009.4/4,2010.1/4,2010.1/4,2010.2/4,2010.2/4,2010.3/4,2010.3/4,2010.4/4,2010.4/4,2011.1/4,2011.1/4,2011.2/4,2011.2/4,2011.3/4,2011.3/4,2011.4/4,2011.4/4,2012.1/4,2012.1/4,2012.2/4,2012.2/4,2012.3/4,2012.3/4,2012.4/4,2012.4/4,2013.1/4,2013.1/4,2013.2/4,2013.2/4,2013.3/4,2013.3/4,2013.4/4,2013.4/4,2014.1/4,2014.1/4,2014.2/4,2014.2/4,2014.3/4,2014.3/4,2014.4/4,2014.4/4,2015.1/4,2015.1/4,2015.2/4,2015.2/4,2015.3/4,2015.3/4,2015.4/4,2015.4/4,2016.1/4,2016.1/4,2016.2/4,2016.2/4,2016.3/4,2016.3/4,2016.4/4,2016.4/4,2017.1/4,2017.1/4,2017.2/4,2017.2/4,2017.3/4,2017.3/4,2017.4/4,2017.4/4,2018.1/4,2018.1/4,2018.2/4,2018.2/4,2018.3/4,2018.3/4,2018.4/4,2018.4/4,2019.1/4,2019.1/4,2019.2/4,2019.2/4,2019.3/4,2019.3/4,2019.4/4,2019.4/4,2020.1/4,2020.1/4,2020.2/4,2020.2/4,2020.3/4,2020.3/4,2020.4/4,2020.4/4,2021.1/4,2021.1/4,2021.2/4,2021.2/4,2021.3/4,2021.3/4,2021.4/4,2021.4/4,2022.1/4,2022.1/4,2022.2/4,2022.2/4,2022.3/4,2022.3/4,2022.4/4,2022.4/4
"행정구역(시군구)별",총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명)
"서울특별시",564368,557006,534527,547619,474367,479747,600645,626086,597349,596721,502919,521595,439590,451006,538187,561606,544823,545294,543506,568664,476801,494817,460228,474577,497952,489225,470561,479088,460158,475843,444517,481296,471149,492900,437057,469603,390218,414307,434591,471228,473659,492441,428850,459567,406859,435365,412380,447433,433732,448998,381380,406288,340329,366498,399840,437144,407789,424754,380973,407939,340600,362937,390728,425010,414640,427887,388422,412860,371001,390309,399531,430369,411519,428084,405502,442673,371553,409073,400857,446857,399231,423116,360170,394850,360315,398741,395886,439152,419262,428027,352300,371310,366290,396855,335085,375231,398720,421087,343860,373747,322142,348472,374985,406631,410930,409640,320838,338009,325849,345802,368876,382630,466094,462247,367234,380992,367337,391344,377462,408394,407968,434039,335146,361481,347297,371962,327776,356948,365748,365166,291090,300148,280969,287578,263720,283975
