"행정구역(시군구)별",2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"서울특별시",3978938,4046086,4097562,4116660,4224181,4192752,4177970,4182351,4194176,4189948,4189839,4220082,4263868,4327605,4417954,4426007,4446296
