,정류소ID,ARS-ID,정류소명,X좌표,Y좌표,gu
301,100900168,1826,가회동주민센터,126.9851294,37.57994265,종로구
302,100900167,1827,볼링장,126.9879589,37.57925544,종로구
303,100900166,1829,부암슈퍼,126.9638602,37.59476007,종로구
304,100900165,1830,지구촌교회,126.9793482,37.61304685,종로구
305,100900164,1831,월암공원,126.9639861,37.57118847,종로구
306,100900163,1832,숭인1동주민센터,127.0155607,37.577415,종로구
307,100900162,1833,북촌한옥마을입구.정세권활동터,126.9851687,37.58128077,종로구
308,100900161,1835,하림각,126.9629664,37.59768473,종로구
309,100900160,1836,보현빌라,126.9782816,37.61526153,종로구
310,100900159,1837,스위스대사관,126.9658058,37.56998879,종로구
311,100900157,1839,안국선원.삼거리,126.9852205,37.58274325,종로구
312,100900156,1840,세검정교회,126.9594705,37.59956325,종로구
313,100900200,1841,혜화동로터리,127.0010032,37.58591961,종로구
314,100900155,1842,김종영미술관,126.9781123,37.61326379,종로구
315,100900154,1843,서울시교육청,126.966825,37.56924297,종로구
316,100900210,1844,창신쌍용1단지.종로센트레빌아파트,127.0155693,37.58032282,종로구
317,100900153,1845,사우디대사관,126.9852486,37.58386331,종로구
318,100900152,1846,상명대입구,126.9574023,37.59985447,종로구
319,100900151,1847,혜화초등학교,126.9999909,37.58738929,종로구
320,100900149,1849,강북삼성병원,126.9683377,37.56853152,종로구
321,100900148,1850,청룡사.보문파크뷰자이아파트,127.0171509,37.57978465,종로구
322,100900147,1851,감사원,126.9855618,37.58626565,종로구
323,100900201,1852,국민생활관,126.9993138,37.5896276,종로구
324,100900173,1855,종로센트레빌후문.e편한세상보문아파트,127.0162354,37.58189784,종로구
325,100900172,1856,통일부,126.9861073,37.58753085,종로구
326,100900171,1858,서울국제고등학교,126.9971408,37.58907429,종로구
327,100900203,1860,성대후문.와룡공원,126.989734,37.58915228,종로구
328,100900170,1861,상명초등학교,126.9568174,37.60090493,종로구
329,100900169,1862,새마을금고,126.996569,37.58784069,종로구
330,100900002,1863,경진빌라,126.9579482,37.60186409,종로구
331,100900004,1864,명륜시장.성대후문,126.9952305,37.58872461,종로구
332,100900006,1865,완성빌라,126.9576665,37.60333997,종로구
333,100900008,1866,양현관,126.9937686,37.589768,종로구
334,100900010,1868,상명대후문,126.9574634,37.60407158,종로구
335,100900012,1869,샘미용실,126.9934084,37.59025457,종로구
336,100900014,1870,산정빌라,126.9575782,37.60528358,종로구
337,100900018,1872,구기빌라,126.9579809,37.60613345,종로구
338,100900019,1873,마트앞,126.9587565,37.60669871,종로구
339,100900022,1874,국민은행.세검정지점,126.960786,37.60488731,종로구
340,100900027,1876,혜화역4번출구,127.0014561,37.58346324,종로구
341,100900028,1877,방송통신대앞,127.0019927,37.57869736,종로구
342,100900030,1878,서울대치과대학,126.9978749,37.57730607,종로구
343,100900033,1879,효제초교.연동교회.김마리아활동터,127.0022088,37.57364134,종로구
344,100900204,1881,성균관대학교,126.9900036,37.58846387,종로구
345,100900214,1882,독립문역,126.9594078,37.57328385,종로구
346,100900038,1883,서울대치과대학,126.9977741,37.57760163,종로구
347,100900043,1886,이화사거리,127.0020085,37.57694834,종로구
348,100900042,1887,서울대학교병원현관.암병원현관,126.9981568,37.57895147,종로구
349,100900211,1888,종각.공평유적전시관,126.9832427,37.57159379,종로구
350,100900213,1889,조계사,126.9831364,37.57360211,종로구
351,100000407,1902,대학로,127.0021204,37.58189612,종로구
352,100000408,1903,창경궁,126.9964163,37.57915963,종로구
353,100000409,1904,창덕궁,126.9901776,37.57753017,종로구
354,100000410,1905,인사동.북촌,126.9837978,37.57589502,종로구
355,100000411,1906,경복궁.국립민속박물관,126.9797957,37.58020428,종로구
356,100000412,1907,세종문화회관,126.9764644,37.5711272,종로구
357,100000401,1910,통인시장,126.9713316,37.57911876,종로구
358,100000402,1911,세종문화회관,126.9764099,37.57210269,종로구
359,101000313,1912,종각역,126.9828944,37.56937996,종로구
360,100000403,1913,인사동.탑골공원,126.9888006,37.57011554,종로구
361,100000404,1914,종묘.세운상가,126.994195,37.57037393,종로구
362,100000405,1915,광장시장,126.9996734,37.57062373,종로구
363,100000406,1916,동묘.숭인동도깨비시장,127.0180439,37.5734766,종로구
364,105000553,1917,서울풍물시장,127.0231781,37.57334003,종로구
365,100000400,1918,청와대,126.97376,37.58268481,종로구
366,101000001,2001,남대문세무서.서울백병원,126.9875299,37.56498481,중구
367,101000002,2002,서울백병원.국가인권위.안중근활동터,126.9878515,37.56435047,중구
368,101000003,2003,서울역버스환승센터,126.9722571,37.55514602,중구
369,101000004,2004,서울역버스환승센터,126.9723557,37.55544621,중구
370,101000005,2005,서울역버스환승센터,126.9727617,37.5553877,중구
371,101000006,2006,서울역버스환승센터,126.9728548,37.55547941,중구
372,101000007,2007,서울역버스환승센터.강우규의거터,126.9729706,37.55561382,중구
373,101000008,2008,숭례문,126.9737784,37.55863886,중구
374,101000303,2100,서울시청,126.9806321,37.56613826,중구
375,101000009,2101,만리동고개,126.9626582,37.55178706,중구
376,101000010,2102,손기정체육공원입구,126.9662339,37.55444595,중구
377,101000011,2103,서울의료보건고등학교.서울역서부,126.9679393,37.5565519,중구
378,101000012,2104,서울역서부,126.9693762,37.55632559,중구
379,101000013,2105,서울역서부,126.9692773,37.55699791,중구
380,101000014,2106,중림동교차로,126.9691354,37.55838363,중구
381,101000015,2107,종근당.충정로역,126.9644805,37.55951319,중구
382,101000016,2108,한국경제신문사.서소문역사공원,126.967868,37.56021115,중구
383,101000017,2109,한국경제신문사.서소문역사공원,126.9681135,37.56062347,중구
384,101000018,2110,경찰청.동북아역사재단,126.9691267,37.56304949,중구
385,101000020,2113,서대문경찰서.농협은행.유관순활동터,126.9677868,37.56490628,중구
386,101000021,2116,염천교,126.9733603,37.55985975,중구
387,101000022,2117,숭례문,126.9732933,37.55829684,중구
388,101000023,2118,숭례문.한국일보,126.9737376,37.55877131,중구
389,101000025,2120,후암삼거리,126.9760824,37.55334181,중구
390,101000026,2121,숭례문,126.9743627,37.55876338,중구
391,101000027,2122,숭례문,126.9740437,37.55841953,중구
392,101000028,2123,숭례문,126.9736279,37.55800065,중구
393,101000029,2124,남대문시장악세사리전문상가,126.9762052,37.55861324,중구
394,101000030,2125,숭례문남산방향,126.9756721,37.55855816,중구
395,101000031,2126,남대문시장,126.9800598,37.56119108,중구
396,101000032,2127,북창동.남대문시장,126.97792,37.561175,중구
397,101000033,2128,시청앞,126.9765742,37.56235846,중구
398,101000034,2131,삼성본관앞,126.9759075,37.56205175,중구
399,101000035,2132,시청앞,126.9761487,37.56276421,중구
400,101000036,2133,서소문,126.9748873,37.56320674,중구
401,101000037,2134,서소문,126.9753399,37.5636754,중구
402,101000038,2135,시청.서소문청사,126.9749539,37.56352484,중구
403,101000039,2137,서울신문사,126.9773647,37.56836329,중구
404,101000040,2139,우리은행종로지점,126.9829289,37.567519,중구
405,101000041,2140,롯데백화점,126.9820649,37.5644918,중구
406,101000042,2141,해운센터.롯데영프라자,126.9815478,37.56289078,중구
407,101000043,2142,롯데영프라자,126.982008,37.562885,중구
408,101000045,2144,신세계앞,126.9815256,37.56084925,중구
409,101000046,2145,남대문시장.회현역,126.9777651,37.55826752,중구
410,101000047,2146,남대문시장.회현역,126.9784645,37.55849203,중구
411,101000048,2147,남산3호터널,126.9826695,37.55845577,중구
