,정류소ID,ARS-ID,정류소명,X좌표,Y좌표,gu
2622,107000515,8363,일신건영아파트.꿈에그린아파트,127.012109,37.60149142,성북구
2623,107000266,8364,일신건영아파트.꿈에그린아파트,127.012227,37.60145104,성북구
2624,107000267,8365,돈암힐스테이트.코오롱하늘채,127.0142549,37.59902779,성북구
2625,107000268,8366,돈암동일신건영휴먼빌아파트,127.0137865,37.60131751,성북구
2626,107000269,8367,구민회관입구,127.0064557,37.59670335,성북구
2627,107000270,8368,508단지입구,127.0063862,37.59917446,성북구
2628,107000271,8369,스카이힐스,127.0036633,37.59948326,성북구
2629,107000272,8370,508단지삼거리,127.0056343,37.59922586,성북구
2630,107000273,8371,대일외고서경대정문,127.013145,37.612945,성북구
2631,107000274,8372,서경대본관,127.011423,37.61546,성북구
2632,107000275,8373,서경대본관,127.011687,37.615626,성북구
2633,107000281,8380,길음뉴타운8단지,127.015877,37.60757,성북구
2634,107000280,8381,길음뉴타운8단지,127.015704,37.60740681,성북구
2635,107000282,8382,서경로꿈마루도서관앞,127.013476,37.611633,성북구
2636,107000290,8390,국민커뮤니티센터,127.0044097,37.61228265,성북구
2637,107000291,8391,정릉연립,127.0040415,37.61206821,성북구
2638,107000292,8392,국민대후문,127.0000838,37.61127532,성북구
2639,107000293,8393,국민대후문,127.000034,37.6110095,성북구
2640,107000294,8394,고려대사범대학부속고등학교.후문,126.9991947,37.60977735,성북구
2641,107000295,8395,고려대사범대학부속고등학교.후문,126.9995107,37.60946143,성북구
2642,107000296,8396,월곡래미안루나밸리,127.0411798,37.59993787,성북구
2643,207000421,8396,송산초교.상가단지,127.0994319,37.74531716,의정부시
2644,207000420,8397,송산초교.상가단지,127.099157,37.74534175,의정부시
2645,107000497,8400,길음뉴타운10단지.라온유아파트,127.0181336,37.60298754,성북구
2646,107000501,8401,숭곡초교후문,127.0328338,37.60927755,성북구
2647,107000502,8402,월곡아남아파트,127.0345111,37.6064774,성북구
2648,107000500,8403,월곡동신아파트,127.0360245,37.6045306,성북구
2649,107000505,8404,돌곶이역8번출구,127.056327,37.610303,성북구
2650,107000509,8405,한성대입구역,127.0049813,37.58916343,성북구
2651,107000516,8406,장위동입구,127.0390305,37.61373132,성북구
2652,107000518,8408,북한산보국문역2번출구,127.0079858,37.6122939,성북구
2653,107000519,8409,북한산보국문역1번출구,127.0083291,37.61208355,성북구
2654,107000525,8410,일신초교.래미안라센트아파트,127.0395148,37.59845771,성북구
2655,107000526,8411,서울사대부설중학교,127.0383641,37.59614341,성북구
2656,107000527,8412,서울사대부설고등학교,127.0372993,37.59416057,성북구
2657,207000437,8425,대원여객,127.0437145,37.75361182,의정부시
2658,107900267,8448,일신휴먼빌.우정아파트,127.0111939,37.60009591,성북구
2659,107900001,8449,고려아파트,127.0272458,37.59856235,성북구
2660,107900305,8450,장월초교.참누리아파트,127.0484023,37.62328857,성북구
2661,107900304,8451,동방주택,127.0437264,37.61658542,성북구
2662,107900303,8452,장위중학교,127.0405011,37.61190904,성북구
2663,107900284,8453,신안APT.길음초등학교,127.0164202,37.61422433,성북구
2664,107900278,8454,정릉4동종점,127.0101775,37.61294369,성북구
2665,107900273,8455,산림초소,126.9979441,37.61391999,성북구
2666,107900272,8456,정릉2동주민센터,127.0110779,37.60460856,성북구
2667,107900280,8457,4호선성신여대역,127.0164517,37.59229187,성북구
2668,107900248,8458,삼선푸르지오APT앞,127.0136125,37.58485554,성북구
2669,107900256,8459,한성대정문,127.0112286,37.58256252,성북구
2670,107900246,8460,한신113동앞,127.0085998,37.59434268,성북구
2671,107900244,8462,낙산삼거리,127.0105671,37.5802666,성북구
2672,107900245,8463,돈암2동주민센터,127.0109908,37.5975864,성북구
2673,107900143,8464,종암중학교,127.0348753,37.59328447,성북구
2674,107900104,8465,종암교통정보센터,127.0358281,37.59429936,성북구
2675,107900077,8466,고려슈퍼,127.0277679,37.59864062,성북구
2676,107900048,8467,슈퍼앞,127.0422166,37.61580872,성북구
2677,107900032,8468,월곡청소년센터,127.0404315,37.61101519,성북구
2678,107900005,8469,대우APT211동,127.016796,37.61294023,성북구
2679,107900002,8470,KEB하나은행.오렌지마트,127.0091703,37.6113038,성북구
2680,107900268,8471,중앙하이츠정문,127.010978,37.60269737,성북구
2681,107900003,8473,삼선초교,127.0133578,37.58524124,성북구
2682,107900004,8474,한양슈퍼앞,127.0111699,37.58346812,성북구
2683,107900006,8475,구민회관201동앞,127.0092873,37.59558793,성북구
2684,107900007,8477,돈암지구대.현대아파트,127.0127098,37.59697889,성북구
2685,107900008,8478,선경아파트,127.0344613,37.59437491,성북구
2686,107900009,8479,세븐마트,127.0356654,37.59254985,성북구
2687,107900010,8480,죽림정사,127.0292269,37.59953144,성북구
2688,107900012,8482,나약국,127.0413542,37.61433447,성북구
2689,107900013,8483,동아아파트,127.0474094,37.60815435,성북구
2690,107900014,8484,월곡인조잔디구장,127.0394709,37.60866188,성북구
2691,107900015,8485,대우APT정문.대림APT후문,127.0176159,37.61196514,성북구
2692,107900274,8487,넓은마당,126.9997044,37.61460573,성북구
2693,107900269,8488,중앙하이츠후문,127.0094842,37.60341927,성북구
2694,107900016,8489,성신여대정문앞,127.0197375,37.59076583,성북구
2695,107900257,8490,한성대입구3거리,127.010945,37.586412,성북구
2696,107900017,8491,(구)법화사,127.0110898,37.58474164,성북구
2697,107900018,8492,이수아파트.한신휴아파트입구,127.0141174,37.5966165,성북구
2698,107900019,8493,극동아파트정문,127.034369,37.5954238,성북구
2699,107900020,8494,고려대법과대학.한국어교육관입구,127.0330195,37.59135577,성북구
2700,107900021,8495,삼성래미안2차APT,127.0293309,37.59904844,성북구
2701,107900291,8497,장위1동주민센터,127.0432921,37.61381835,성북구
2702,107900295,8498,빙그레슈퍼,127.0476777,37.60978611,성북구
2703,107900023,8499,월곡1동밤골경로당,127.0403854,37.60741717,성북구
2704,107900158,8500,새생명교회,127.018131,37.61096576,성북구
2705,107900275,8502,도광사,127.0014669,37.61540949,성북구
2706,107900024,8503,정수초교,127.0087368,37.60425914,성북구
2707,107900025,8504,홈마트,127.0200666,37.58927537,성북구
2708,107900259,8505,성신여대입구역,127.0162096,37.59350747,성북구
2709,107900026,8506,극동아파트후문,127.0334882,37.59602238,성북구
2710,107900027,8507,고려대안암학사,127.0305848,37.59125821,성북구
2711,107900028,8508,통일교회,127.0297868,37.59775706,성북구
2712,107900030,8510,장위1동치안센터,127.0455235,37.613804,성북구
2713,107900031,8511,소망슈퍼,127.0482277,37.61085547,성북구
2714,107900033,8512,초림빌라,127.0410729,37.60742865,성북구
2715,107900034,8513,대림상가앞,127.0199286,37.61080237,성북구
2716,107900035,8514,현대아파트앞,127.0201863,37.60902358,성북구
2717,107900036,8516,산장아파트,127.0036147,37.61659257,성북구
2718,107900037,8517,그린빌라,127.0082441,37.6038645,성북구
2719,107900038,8519,삼선시장앞,127.0088742,37.58811073,성북구
2720,107900039,8521,종암아이파크2차정문,127.0326607,37.59689216,성북구
2721,107900040,8522,고려대아이스링크,127.0278066,37.59304125,성북구
2722,107900041,8523,그린마트,127.0310202,37.59798292,성북구
2723,107900043,8526,장위천주교앞,127.0489731,37.61261138,성북구
2724,107900044,8527,동덕여대후문,127.0408425,37.60662406,성북구
2725,107900045,8528,대림APT정문,127.0216764,37.61111294,성북구
2726,107900046,8529,래미안821동앞,127.0217124,37.60633627,성북구
2727,107900047,8532,정수빌라,127.0078193,37.60343921,성북구
2728,107900049,8534,한성대전철역입구,127.0067692,37.58809735,성북구
2729,107900254,8535,삼선시장,127.0091097,37.58814495,성북구
2730,207000533,8535,부용마을아파트정문,127.1001186,37.74828999,의정부시
2731,107900292,8536,동방고개,127.0383227,37.61375249,성북구
2732,107900050,8537,정덕초교입구.이수아파트,127.0143711,37.59666242,성북구
2733,107900051,8538,현대홈마트,127.0330031,37.59774179,성북구
2734,207000536,8538,부용마을아파트정문,127.1001593,37.74879535,의정부시
2735,107900052,8539,성북구의회,127.0264562,37.59455809,성북구
2736,107900053,8540,종암아이파크2차후문,127.0319703,37.59780245,성북구
2737,107900343,8541,꿈의숲아이파크아파트,127.0510945,37.61780451,성북구
2738,107900055,8542,장위시장,127.0500349,37.61330871,성북구
2739,107900056,8543,두산아파트후문,127.0402906,37.60596285,성북구
2740,107900302,8544,파리바게트앞,127.0226563,37.61138848,성북구
2741,107900282,8545,길음시장입구,127.0222749,37.60512691,성북구
2742,107900283,8546,길음역출구,127.0243523,37.60221058,성북구
2743,107900057,8548,그린빌라,127.0082622,37.60372483,성북구
2744,107900249,8550,한신105동앞,127.0087793,37.59257062,성북구
2745,207000550,8550,만가대사거리,127.0846855,37.729519,의정부시
2746,107900293,8551,장위동그린빌아파트,127.0430066,37.61777873,성북구
2747,107900058,8552,돈암지구대.현대아파트,127.0126589,37.59707441,성북구
2748,107900060,8554,개운중학교,127.0248944,37.59417817,성북구
2749,107900061,8555,성북노인정입구,127.0327767,37.59785269,성북구
2750,107900063,8557,어해랑앞,127.0529125,37.61397753,성북구
2751,107900064,8558,자산약국.월곡전철역입구.6호선,127.0392307,37.60434125,성북구
2752,107900065,8559,동부아파트.샘물교회앞,127.0238854,37.61183698,성북구
2753,107900281,8560,길음전철역,127.0241163,37.60408552,성북구
2754,107900066,8562,수녀원,127.0053135,37.61192038,성북구
2755,107900067,8563,정수초교,127.0087719,37.60418164,성북구
2756,107900068,8564,고려대이공대,127.0250423,37.58612781,성북구
2757,207000563,8565,만가대사거리,127.0844511,37.72990238,의정부시
2758,107900069,8566,삼선교.한성대입구역,127.0051557,37.58947881,성북구
2759,107900070,8567,한신103동앞,127.0082621,37.59220352,성북구
2760,107900298,8568,북서울꿈의숲,127.0451512,37.61994503,성북구
2761,107900071,8569,돈암신일해피트리아파트,127.0110067,37.59778824,성북구
2762,107900072,8570,통일교회,127.0297529,37.5978598,성북구
2763,107900073,8571,풍림아파트.성신초교,127.0235199,37.59519308,성북구
2764,107900074,8572,한미약국,127.0342981,37.59886958,성북구
2765,107900076,8574,세광빌라,127.0541544,37.61460863,성북구
2766,107900079,8576,래미안길음센터피스120동앞,127.0255415,37.61200784,성북구
2767,107900270,8580,중앙하이츠후문,127.0091705,37.6035085,성북구
2768,107900080,8581,고대병원,127.0271631,37.58611383,성북구
2769,107900081,8584,풍림106동,127.0220507,37.59761279,성북구
2770,107900082,8585,성북노인정입구,127.0328514,37.5979671,성북구
2771,107900083,8586,장위3동주민센터,127.0569016,37.61638067,성북구
2772,107900084,8587,관문약국,127.0553083,37.6156128,성북구
2773,107900350,8588,동덕여대부속유치원앞,127.0454309,37.60616322,성북구
2774,107900086,8589,영훈중고후문.길음래미안센터피스,127.0274933,37.61245434,성북구
2775,107900087,8590,길음시장앞,127.022741,37.60329401,성북구
2776,107900346,8591,월곡로데오거리,127.0437305,37.60501071,성북구
2777,107900088,8592,구.정릉3동주민센터,127.0058967,37.60948832,성북구
2778,107900271,8593,중앙하이츠정문,127.0108058,37.60273072,성북구
2779,107900089,8594,안암역,127.02978,37.58619249,성북구
2780,107900090,8596,지하철4호선한성대역,127.0051636,37.58901655,성북구
2781,107900091,8597,참누리아파트,127.0477971,37.62293379,성북구
2782,107900093,8598,고명중고교,127.0203281,37.5987114,성북구
2783,207000625,8598,BRT.반도유보라아이비파크후문,127.1017523,37.75032942,의정부시
2784,107900285,8599,종암아이파크2차후문,127.0319114,37.59790248,성북구
2785,107900097,8600,장위119안전센터,127.0581116,37.61521768,성북구
2786,107900342,8601,장곡시장,127.0470248,37.61806779,성북구
2787,107900098,8602,우리랜드사우나,127.0563241,37.61670624,성북구
2788,107900100,8657,미아사거리전철역,127.0298459,37.61226274,성북구
2789,107900101,8662,길음시장입구,127.0226203,37.60480516,성북구
2790,107900102,8714,정든마을,127.0072944,37.60939363,성북구
2791,107900308,8715,국민은행장위동지점,127.0481921,37.61357676,성북구
2792,107900103,8716,고대사거리,127.0322869,37.58627744,성북구
2793,107900107,8718,삼선교역2번출구,127.0067964,37.58853078,성북구
2794,107900108,8721,삼선교제1시장,127.0068903,37.58779458,성북구
2795,107900110,8722,개운초등학교,127.0288154,37.60133012,성북구
2796,107900113,8727,브라운스톤,127.0178213,37.59945852,성북구
2797,107900115,8728,그린마트,127.0309919,37.59809646,성북구
2798,107900118,8731,래미안610동앞,127.022283,37.60555492,성북구
2799,107900120,8733,수보약국,127.0078742,37.60868624,성북구
2800,107900125,8734,쌍다리,126.9958836,37.59342471,성북구
2801,107900127,8744,녹십자약국,127.009282,37.58963444,성북구
2802,107900128,8745,삼선교제2시장,127.0086669,37.58777915,성북구
2803,107900129,8748,종암래미안,127.029768,37.60174078,성북구
2804,107900130,8749,힐스테이트,127.0170332,37.59980236,성북구
2805,107900131,8750,현대백화점,127.0293255,37.60832062,성북구
2806,107900132,8751,래미안609동앞,127.0218416,37.60653989,성북구
2807,107900133,8757,오렌지마트,127.009364,37.61136145,성북구
2808,107900134,8758,정릉시장입구,127.0098054,37.60827069,성북구
2809,107900135,8759,용광교회,126.9948588,37.59253079,성북구
2810,107900136,8760,삼영탕앞,127.0100293,37.58881169,성북구
2811,107900137,8765,성북세무서앞,127.0101255,37.5881656,성북구
2812,107900138,8766,종암아이파크1차정문,127.0304477,37.60218394,성북구
2813,107900139,8767,우성APT정문,127.0152066,37.60060187,성북구
2814,107900141,8769,현대자동차길음지점,127.0278026,37.60667921,성북구
2815,107900142,8770,래미안501동앞,127.0206925,37.6086973,성북구
2816,107900144,8771,양씨가게앞,126.9925917,37.5925496,성북구
2817,107900145,8772,성북세무서앞,127.0104481,37.58787632,성북구
2818,107900146,8773,본교회앞,127.0116236,37.58864214,성북구
2819,107900147,8775,성북소방서,127.0310286,37.60253942,성북구
2820,107900148,8780,장위119안전센터,127.0588114,37.61489835,성북구
2821,107900299,8781,석계역,127.0649529,37.6146248,성북구
2822,107900149,8783,길음전철역,127.024158,37.60424,성북구
2823,107900150,8786,길음1동주민센터.길음중앙새마을금고앞,127.0197437,37.60992294,성북구
2824,107900307,8787,국민은행사거리,127.0482092,37.61370561,성북구
2825,107900151,8788,슈퍼앞,126.9927208,37.5931263,성북구
2826,107900152,8789,한성대삼거리,127.0109053,37.58586144,성북구
2827,107900153,8790,고려삼계탕,127.0147163,37.58962488,성북구
2828,107900154,8791,종암아이파크1차정문,127.0303645,37.60352297,성북구
2829,107900354,8792,꿈의숲대명루첸아파트,127.0479125,37.6196995,성북구
2830,107900353,8793,남대문중학교,127.055482,37.61730735,성북구
2831,107900352,8794,남대문중학교,127.0554525,37.61772802,성북구
2832,107900155,8795,돈암힐스테이트.코오롱하늘채,127.0141315,37.59884669,성북구
2833,107900156,8796,고려슈퍼,127.0276683,37.59865957,성북구
2834,107900157,8797,장위3동주민센터,127.0573852,37.61629753,성북구
2835,107900159,8798,새생명교회,127.0183055,37.61099997,성북구
2836,107900351,8799,돈암코오롱하늘채.일신휴먼빌,127.0114286,37.59944305,성북구
2837,107000444,8800,서경대정문.대일외고,127.0130512,37.61296323,성북구
2838,107900160,8801,노인정,126.9909758,37.5926486,성북구
2839,107900162,8807,(구)법화사,127.010998,37.5845909,성북구
2840,107900165,8808,범양APT입구,127.0272104,37.60395266,성북구
2841,107900340,8809,선잠로3길입구,126.9972124,37.59595261,성북구
2842,107900341,8810,선잠로3길입구,126.9968838,37.59602798,성북구
2843,107900306,8815,원진프라자앞,127.032945,37.59954398,성북구
2844,107900171,8819,대우APT정문.대림APT후문앞,127.0176896,37.61229132,성북구
2845,107900318,8821,선잠단지.성락원앞,126.9990669,37.59456286,성북구
2846,107900317,8822,선잠단지.성락원앞,126.9990193,37.59445743,성북구
2847,107900174,8823,팔각정,126.9922226,37.59236034,성북구
2848,107900315,8824,성북동성당,126.9978155,37.59525217,성북구
2849,107900316,8825,성북동성당,126.9977272,37.59515936,성북구
2850,107900314,8826,성북빌리지,126.9966105,37.59671461,성북구
2851,107900309,8827,성북빌리지,126.9964973,37.59659116,성북구
2852,107900177,8828,한양슈퍼앞,127.0110533,37.58358708,성북구
2853,107900255,8829,돈암초등학교,127.0123873,37.59153996,성북구
2854,107900180,8830,길음역,127.0256431,37.60444771,성북구
2855,107900313,8831,북악슈퍼,126.9949423,37.59750841,성북구
2856,107900344,8832,래미안장위퍼스트하이아파트,127.0505519,37.61950399,성북구
2857,107900312,8833,북악슈퍼,126.9949242,37.59739487,성북구
2858,107900181,8834,우리랜드사우나,127.056127,37.61670813,성북구
2859,107900182,8835,대우APT211동앞,127.0168878,37.61306277,성북구
2860,107900185,8836,용광교회,126.9947886,37.59244068,성북구
2861,107900311,8837,길상사,126.9938902,37.59831844,성북구
2862,107900188,8838,국민은행동소문동점,127.0102798,37.59043362,성북구
2863,107900310,8839,길상사,126.9936716,37.59827247,성북구
2864,107900320,8840,정릉꿈에그린아파트,127.0115042,37.60157044,성북구
2865,107900321,8842,정릉꿈에그린아파트,127.0112628,37.60157044,성북구
2866,107900323,8843,아리랑시장,127.0114967,37.60241978,성북구
2867,107900324,8844,아리랑시장,127.0112837,37.60243213,성북구
2868,107900322,8845,중앙하이츠빌아파트,127.0105947,37.60253508,성북구
2869,107900326,8846,세계문화유산정릉,127.0095889,37.60166595,성북구
2870,107900325,8847,정릉꿈에그린1단지,127.010935,37.60216863,성북구
2871,107900319,8848,일신휴먼빌.우정아파트,127.011297,37.60014005,성북구
2872,107900331,8849,돈암코오롱하늘채아파트,127.011228,37.59897663,성북구
2873,107900330,8850,돈암코오롱하늘채아파트,127.0114211,37.59897238,성북구
2874,107900190,8854,힐스테이트입구,127.0276801,37.60610435,성북구
2875,107900327,8855,한국가구박물관입구,126.9922781,37.59979114,성북구
2876,107900329,8856,우리옛돌박물관.정법사,126.9902565,37.60070929,성북구
2877,107900328,8858,한국가구박물관입구,126.9920636,37.59972314,성북구
2878,107900191,8868,관문약국,127.0552994,37.6158597,성북구
2879,107900194,8872,쌍다리,126.9959969,37.59338237,성북구
2880,107900195,8873,삼선교,127.0074487,37.58917411,성북구
2881,107900197,8874,현대백화점별관주차장,127.0291417,37.60753672,성북구
2882,107900201,8876,세광빌라,127.0544843,37.61490944,성북구
2883,107900286,8881,성가복지병원앞,127.0311141,37.60593949,성북구
2884,107900203,8883,꿈의숲코오롱하늘채아파트,127.0458394,37.6189838,성북구
2885,107900204,8884,어해랑앞,127.0529205,37.61407484,성북구
2886,107900206,8886,고대병원,127.02705,37.58633732,성북구
2887,107900208,8888,한신103동앞,127.0082088,37.59202331,성북구
2888,107900210,8889,성북소방서,127.0315251,37.6028,성북구
2889,107900213,8892,장위시장,127.0505764,37.6134406,성북구
2890,107900215,8893,생명의전화로터리,127.0378091,37.6038353,성북구
2891,107900216,8894,정릉시장입구.정릉약국,127.0097442,37.60837072,성북구
2892,107900338,8895,꿈의숲동문앞,127.0459403,37.62053946,성북구
2893,107900339,8896,꿈의숲대명루첸아파트,127.0469649,37.61915427,성북구
2894,107900219,8897,종암아이파크1차정문,127.0302915,37.6022065,성북구
2895,107900262,8898,돈암힐스테이트.코오롱하늘채,127.014367,37.59879169,성북구
2896,107900224,8900,자산약국.월곡전철역입구.6호선,127.0393383,37.60417271,성북구
2897,107900226,8901,수보약국,127.0080441,37.60870425,성북구
2898,107900230,8904,종암래미안,127.0298304,37.6018588,성북구
2899,107900234,8908,장위천주교앞,127.0487838,37.6123943,성북구
2900,107900239,8909,월곡시장.동덕여대오거리,127.0427145,37.60412738,성북구
2901,107900241,8910,정든마을,127.0074065,37.60950536,
2902,107900265,8911,용문중고교,127.0229255,37.58802684,성북구
2903,107900240,8912,개운초등학교,127.0284325,37.60120225,성북구
2904,107900238,8913,우성APT정문,127.0152062,37.60045094,성북구
2905,107900237,8914,나약국,127.0414528,37.61429479,성북구
2906,107900236,8915,소망슈퍼,127.0481667,37.61105374,성북구
2907,107900235,8916,월곡로데오거리,127.0438729,37.60489939,성북구
2908,107900233,8917,대동슈퍼,127.0058855,37.61117786,성북구
2909,107900261,8919,한진206동앞,127.0107233,37.5954941,성북구
2910,107900232,8920,죽림정사앞,127.0291749,37.5996513,성북구
2911,107900231,8921,쌍용APT,127.0164194,37.60002772,성북구
2912,107900229,8922,슈퍼앞,127.0424097,37.61572373,성북구
2913,107900228,8923,빙그레슈퍼,127.0476291,37.60998707,성북구
2914,107900227,8924,동아아파트정문앞,127.0461343,37.60688703,성북구
2915,107900243,8925,수녀원입구,127.005548,37.61189514,성북구
2916,107900258,8926,홈마트,127.020258,37.58934382,성북구
2917,107900225,8927,명신초.삼선푸르지오.힐스테이트,127.0145993,37.58225939,성북구
2918,107900223,8928,브라운스톤,127.0176786,37.59929765,
2919,107900297,8930,동아아파트,127.0472756,37.60803185,성북구
2920,107900221,8931,월곡중학교입구,127.0471292,37.60759128,성북구
2921,107900345,8932,우남아파트,127.046182,37.60543425,성북구
2922,107900220,8934,돈암시장,127.0134834,37.59130195,성북구
2923,107900218,8935,창신쌍용2단지.한성대후문,127.0127355,37.58139636,종로구
2924,107900217,8936,고명중고교,127.0202967,37.59846102,성북구
2925,107900290,8937,상월곡역,127.0478038,37.60686383,성북구
2926,107900214,8938,월곡초교,127.0461799,37.60912891,성북구
2927,107900279,8939,산장아파트,127.0034686,37.61660879,성북구
2928,107900347,8940,동덕여대오거리,127.0424163,37.60437753,성북구
2929,107900209,8941,경동고입구,127.0175977,37.58780158,성북구
2930,107900207,8942,한신301동앞,127.0089861,37.59621511,성북구
2931,107900199,8943,낙산삼거리,127.0103599,37.58028014,성북구
2932,107900196,8945,풍림아파트,127.022079,37.59743346,성북구
2933,107900193,8946,월곡중학교,127.0487722,37.60676522,성북구
2934,107900242,8947,월곡초등학교후문,127.0454756,37.61137919,성북구
2935,107900276,8948,도광사,127.0013582,37.61543202,성북구
2936,107900189,8949,경동고앞,127.0149049,37.58704143,성북구
2937,107900187,8950,구민회관201동앞,127.0091967,37.59552847,성북구
2938,107900186,8951,현대홈마트,127.0328695,37.59777427,성북구
2939,107900184,8952,풍림아파트.성신초교,127.0230545,37.59526977,성북구
2940,107900183,8953,누구나교회,127.044896,37.61190835,성북구
2941,107900277,8954,넓은마당,126.9997383,37.61468593,성북구
2942,107900348,8955,동덕여대정문앞,127.0412388,37.60587349,성북구
2943,107900179,8956,삼선노인정,127.0138721,37.58637475,성북구
2944,107900178,8957,한신113동앞,127.0085262,37.59446343,성북구
2945,107900176,8958,종암아이파크2차정문,127.0325169,37.5969733,성북구
2946,107900175,8959,개운중학교,127.0250869,37.59404657,성북구
2947,107900173,8960,태광빌라,127.0439311,37.61220878,성북구
2948,107900172,8961,삼선초교,127.0130747,37.58531696,성북구
2949,107900169,8962,동구마케팅고후문,127.0082815,37.59358411,성북구
2950,107900349,8963,두산아파트3단지,127.0388917,37.60520055,성북구
2951,107900168,8964,극동아파트후문,127.033333,37.59601611,성북구
2952,107900167,8965,성북구의회,127.0261062,37.59448608,성북구
2953,107900166,8966,장위1동노인정,127.043045,37.61161439,성북구
2954,107900164,8969,극동아파트정문,127.034267,37.59541933,성북구
2955,107900163,8970,고려대아이스링크,127.0278066,37.5929133,성북구
2956,107900161,8971,하트마트편의점,127.0414141,37.61203037,성북구
2957,107900126,8972,선경아파트,127.0343481,37.59436413,성북구
2958,107900124,8973,고려대안암학사,127.0299756,37.59125386,성북구
2959,107900123,8975,종암중학교,127.0347677,37.59323044,성북구
2960,107900122,8976,고려대법과대학.한국어교육관입구,127.0331735,37.59128274,성북구
2961,107900121,8977,종암로한진택배,127.0356891,37.59242909,성북구
2962,107900119,8979,성북세무서앞,127.0105659,37.58792226,성북구
2963,107900117,8980,꿈의숲대명루첸아파트,127.0456216,37.62081958,성북구
2964,107900116,8981,세레네티.래미안,127.0294148,37.59905652,성북구
2965,107900114,8982,양광교회.죽림정사앞,127.029364,37.59957016,성북구
2966,107900112,8983,석관동주민센터,127.0613211,37.61298587,성북구
2967,107900111,8984,한신105동앞,127.0090684,37.59255399,성북구
2968,107900250,8985,한신108동앞,127.0094569,37.59353344,성북구
2969,107900251,8986,스카이프라자앞.111동앞,127.0104117,37.59451104,성북구
2970,107900105,8987,한진207동앞,127.0106667,37.59631409,성북구
2971,107900106,8988,한진202동앞,127.0096012,37.59660191,성북구
2972,107900109,8989,한진204동앞,127.0099714,37.59640002,성북구
2973,107900264,8990,한진207동앞,127.0104744,37.59634931,성북구
2974,107900252,8991,스카이프라자앞.111동,127.0105335,37.59487653,성북구
2975,107900253,8992,한신108동앞,127.0096483,37.59397543,성북구
2976,107900095,8997,삼선동주민센터,127.0142591,37.59100901,성북구
2977,108000001,9001,수유3동우체국,127.0290427,37.64124178,강북구
2978,108000002,9002,수유3동우체국,127.0286651,37.64067419,강북구
2979,108000003,9003,수유역,127.0241165,37.63665909,강북구
2980,108000004,9004,수유역.강북구청,127.0252318,37.63748875,강북구
2981,108000005,9005,수유시장.성신여대미아캠퍼스앞,127.024172,37.63122621,강북구
2982,108000006,9006,수유시장.성신여대미아캠퍼스앞,127.0245723,37.63053073,강북구
2983,108000007,9007,미아역.신일중고,127.0266493,37.62486968,강북구
2984,108000008,9008,미아역.신일중고,127.027135,37.62410995,강북구
2985,108000009,9009,도봉세무서.성북시장,127.0287194,37.61971409,강북구
2986,108000010,9010,도봉세무서.성북시장,127.0292481,37.61883721,강북구
2987,108000011,9011,미아사거리역,127.0299325,37.61376212,강북구
2988,108000012,9012,미아사거리역,127.0302131,37.61289431,강북구
2989,108000378,9013,수유(강북구청)역,127.0261001,37.63847705,강북구
2990,108000014,9102,우이동도선사입구.북한산우이역,127.0128185,37.66249988,강북구
2991,108000015,9103,우이동성원아파트,127.013424,37.660809,강북구
2992,108000016,9104,우이동성원아파트,127.013357,37.662045,강북구
2993,108000017,9105,진성빌라사거리,127.0137598,37.65969094,강북구
2994,108000018,9106,서라벌중학교.우이동대우아파트,127.012832,37.654607,강북구
2995,108000019,9107,덕성여대솔밭근린공원,127.0126092,37.65138093,강북구
2996,108000020,9108,국립4.19민주묘지입구사거리,127.0137115,37.64911099,강북구
2997,108000021,9109,국립4.19민주묘지입구사거리,127.014019,37.649113,강북구
2998,108000022,9110,국립4.19민주묘지입구사거리,127.013448,37.648147,강북구
2999,108000023,9111,국립4.19민주묘지입구사거리,127.0136727,37.64798104,강북구
3000,108000024,9112,국립419묘지삼거리.윤극영가옥,127.010438,37.64653,강북구
3001,108000025,9113,국립419묘지삼거리.윤극영가옥,127.0106932,37.64632246,강북구
3002,108000026,9114,인수동백운교회입구,127.0106566,37.64458788,강북구
3003,108000027,9115,인수동백운교회입구,127.0109422,37.64430942,강북구
3004,108000028,9116,인수중학교.극동아파트,127.0108286,37.64250367,강북구
3005,108000029,9117,인수중학교.극동아파트,127.0110529,37.64231082,강북구
3006,108000030,9118,서울영어마을수유캠프국립재활원입구,127.0117234,37.64013915,강북구
3007,108000031,9119,서울영어마을수유캠프국립재활원입구,127.0121608,37.64008053,강북구
3008,108000032,9120,인수동장미원,127.0155272,37.64503338,강북구
3009,108000033,9121,인수동장미원,127.0159997,37.64459989,강북구
3010,108000034,9122,가오리역,127.0165778,37.64189779,강북구
3011,108000035,9123,가오리역,127.0168114,37.64168058,강북구
3012,108000036,9124,북부성모의원,127.01746,37.646853,강북구
3013,108000037,9125,북부성모병원,127.0170949,37.64675783,강북구
3014,108000038,9126,수유2동주민센터우이시장,127.0194289,37.64508867,강북구
3015,108000039,9127,수유2동주민센터우이시장,127.020202,37.644893,강북구
3016,108000040,9128,광산사거리,127.0218795,37.64334194,강북구
3017,108000041,9129,광산사거리,127.0218371,37.64376378,강북구
3018,108000042,9130,우이초등학교후문,127.0136268,37.63839715,강북구
3019,108000043,9131,우이초등학교후문,127.0138285,37.63842866,강북구
3020,108000044,9132,인수동청수탕입구,127.0129354,37.63732314,강북구
