,자치구별,전용면적(㎡),계약년월,거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도,계약월
357,강남구,33.18,202009,99000,2983,2020,9
358,강남구,39.53,202009,118500,2997,2020,9
359,강남구,33.18,202009,89000,2682,2020,9
360,강남구,49.86,202010,140000,2807,2020,10
361,강남구,39.53,202010,124500,3149,2020,10
362,강남구,49.86,202010,137500,2757,2020,10
363,강남구,39.53,202010,120000,3035,2020,10
364,강남구,33.18,202010,97000,2923,2020,10
365,강남구,33.18,202010,97000,2923,2020,10
366,강남구,33.18,202010,94000,2833,2020,10
367,강남구,33.18,202010,99000,2983,2020,10
368,강남구,49.86,202010,129500,2597,2020,10
369,강남구,39.53,202010,119500,3023,2020,10
370,강남구,39.53,202010,119500,3023,2020,10
371,강남구,49.86,202010,138950,2786,2020,10
372,강남구,49.86,202011,139000,2787,2020,11
373,강남구,33.18,202011,98000,2953,2020,11
374,강남구,33.18,202011,98000,2953,2020,11
375,강남구,49.86,202011,135000,2707,2020,11
376,강남구,49.86,202011,130500,2617,2020,11
377,강남구,39.53,202012,118000,2985,2020,12
378,강남구,49.86,202012,140000,2807,2020,12
379,강남구,49.86,202012,138000,2767,2020,12
380,강남구,33.18,202012,100000,3013,2020,12
381,강남구,33.18,202012,101300,3053,2020,12
382,강남구,39.53,202012,124500,3149,2020,12
383,강남구,39.53,202012,120000,3035,2020,12
384,강남구,33.18,202012,99000,2983,2020,12
385,강남구,49.86,202012,133500,2677,2020,12
386,강남구,33.18,202012,92000,2772,2020,12
387,강남구,33.18,202012,97000,2923,2020,12
388,강남구,39.53,202012,118000,2985,2020,12
389,강남구,39.53,202012,119000,3010,2020,12
390,강남구,39.53,202012,123000,3111,2020,12
391,강남구,49.86,202012,141500,2837,2020,12
392,강남구,33.18,202012,98000,2953,2020,12
393,강남구,39.53,202012,125000,3162,2020,12
394,강남구,33.18,202012,100000,3013,2020,12
395,강남구,33.18,202012,105000,3164,2020,12
396,강남구,49.86,202012,145000,2908,2020,12
397,강남구,33.18,202012,107000,3224,2020,12
398,강남구,49.86,202012,141000,2827,2020,12
399,강남구,49.86,202012,145000,2908,2020,12
400,강남구,59.96,202002,34300,572,2020,2
401,강남구,78.93,202006,91000,1152,2020,6
402,강남구,79.61,202006,181000,2273,2020,6
403,강남구,78.93,202007,188000,2381,2020,7
404,강남구,79.61,202008,184500,2317,2020,8
405,강남구,79.61,202012,200000,2512,2020,12
406,강남구,84.9,202002,199947,2355,2020,2
407,강남구,100.5,202006,77500,771,2020,6
408,강남구,84.69,202012,72500,856,2020,12
409,강남구,72.78,202010,72000,989,2020,10
410,강남구,133.68,202012,179500,1342,2020,12
411,강남구,133.68,202012,179500,1342,2020,12
412,강남구,95.4,202005,175000,1834,2020,5
413,강남구,95.4,202005,185000,1939,2020,5
414,강남구,128.62,202006,220000,1710,2020,6
415,강남구,95.4,202006,190000,1991,2020,6
416,강남구,177.19,202006,275000,1552,2020,6
417,강남구,177.19,202006,272000,1535,2020,6
418,강남구,177.19,202006,271000,1529,2020,6
419,강남구,177.19,202007,285000,1608,2020,7
420,강남구,128.62,202007,250000,1943,2020,7
421,강남구,128.62,202011,200000,1554,2020,11
422,강남구,177.19,202011,278000,1568,2020,11
423,강남구,95.4,202011,200000,2096,2020,11
424,강남구,177.19,202011,290000,1636,2020,11
425,강남구,128.62,202012,257000,1998,2020,12
426,강남구,176.56,202012,290000,1642,2020,12
427,강남구,131.83,202006,253500,1922,2020,6
428,강남구,165.08,202006,274000,1659,2020,6
429,강남구,131.83,202006,252000,1911,2020,6
430,강남구,165.08,202007,298000,1805,2020,7
431,강남구,165.08,202008,310000,1877,2020,8
432,강남구,165.08,202011,305000,1847,2020,11
433,강남구,131.83,202012,267000,2025,2020,12
434,강남구,165.08,202012,298000,1805,2020,12
435,강남구,84.81,202012,213000,2511,2020,12
436,강남구,165.08,202012,300000,1817,2020,12
437,강남구,163.85,202011,300000,1830,2020,11
438,강남구,131.83,202012,157000,1190,2020,12
439,강남구,131.83,202012,157000,1190,2020,12
440,강남구,129.1841,202006,140000,1083,2020,6
441,강남구,129.1841,202007,145000,1122,2020,7
442,강남구,84.9876,202010,117500,1382,2020,10
443,강남구,84.9876,202011,130000,1529,2020,11
444,강남구,42.395,202004,40000,943,2020,4
445,강남구,39.035,202006,38000,973,2020,6
446,강남구,39.035,202006,42000,1075,2020,6
447,강남구,39.035,202006,40500,1037,2020,6
448,강남구,39.035,202010,42000,1075,2020,10
449,강남구,84.89,202008,130000,1531,2020,8
450,강남구,84.9954,202004,116000,1364,2020,4
451,강남구,115.9483,202007,139000,1198,2020,7
452,강남구,115.7511,202012,153000,1321,2020,12
453,강남구,134.28,202003,118000,878,2020,3
454,강남구,67.671,202012,120000,1773,2020,12
455,강남구,240.03,202012,445000,1853,2020,12
456,강남구,111.08,202010,110000,990,2020,10
457,강남구,47.46,202010,100000,2107,2020,10
458,강남구,84.89,202010,195998,2308,2020,10
459,강남구,59.75,202011,106584,1783,2020,11
460,강남구,59.75,202011,115000,1924,2020,11
461,강남구,47.46,202012,133000,2802,2020,12
462,강남구,59.75,202012,158000,2644,2020,12
463,강남구,90.38,202002,96800,1071,2020,2
464,강남구,81.98,202008,111300,1357,2020,8
465,강남구,120.21,202001,150000,1247,2020,1
466,강남구,84.95,202006,119000,1400,2020,6
467,강남구,84.95,202012,132500,1559,2020,12
468,강남구,98.81,202007,85000,860,2020,7
469,강남구,84.9875,202006,148200,1743,2020,6
470,강남구,84.9875,202007,156000,1835,2020,7
471,강남구,84.9875,202007,158000,1859,2020,7
472,강남구,114.498,202007,187000,1633,2020,7
473,강남구,180.07,202005,295000,1638,2020,5
474,강남구,157.41,202007,270000,1715,2020,7
475,강남구,160.33,202010,260000,1621,2020,10
476,강남구,160.33,202012,272000,1696,2020,12
477,강남구,84.92,202002,165000,1943,2020,2
478,강남구,84.92,202005,163000,1919,2020,5
479,강남구,119.67,202006,186000,1554,2020,6
480,강남구,84.92,202006,168000,1978,2020,6
481,강남구,84.92,202006,168500,1984,2020,6
482,강남구,84.92,202007,172000,2025,2020,7
483,강남구,84.92,202007,177000,2084,2020,7
484,강남구,84.92,202008,172000,2025,2020,8
485,강남구,84.92,202008,171000,2013,2020,8
486,강남구,84.92,202011,165000,1943,2020,11
487,강남구,84.993,202003,150000,1764,2020,3
488,강남구,84.993,202003,150000,1764,2020,3
489,강남구,84.993,202006,164000,1929,2020,6
490,강남구,84.993,202006,159500,1876,2020,6
491,강남구,84.993,202006,164000,1929,2020,6
492,강남구,84.993,202007,154500,1817,2020,7
493,강남구,84.993,202008,163000,1917,2020,8
494,강남구,83.464,202001,137000,1641,2020,1
495,강남구,84.721,202012,164000,1935,2020,12
496,강남구,84.84,202012,94000,1107,2020,12
497,강남구,105.99,202006,105500,995,2020,6
498,강남구,105.99,202007,109000,1028,2020,7
499,강남구,36.29,202003,39000,1074,2020,3
500,강남구,36.29,202003,37750,1040,2020,3
501,강남구,36.29,202005,36400,1003,2020,5
502,강남구,36.29,202005,36500,1005,2020,5
503,강남구,36.29,202006,38900,1071,2020,6
504,강남구,36.29,202006,38400,1058,2020,6
505,강남구,36.29,202007,39500,1088,2020,7
506,강남구,36.29,202007,39000,1074,2020,7
507,강남구,36.29,202007,35000,964,2020,7
508,강남구,36.29,202008,40000,1102,2020,8
509,강남구,36.29,202009,35000,964,2020,9
510,강남구,36.29,202010,36500,1005,2020,10
511,강남구,36.29,202010,35800,986,2020,10
512,강남구,36.29,202011,36000,992,2020,11
513,강남구,36.29,202011,36000,992,2020,11
514,강남구,36.29,202012,36000,992,2020,12
515,강남구,36.29,202012,36000,992,2020,12
516,강남구,36.29,202012,35000,964,2020,12
517,강남구,36.29,202012,35000,964,2020,12
518,강남구,36.29,202012,35000,964,2020,12
519,강남구,36.29,202012,35000,964,2020,12
520,강남구,36.29,202012,35000,964,2020,12
521,강남구,36.29,202012,35000,964,2020,12
522,강남구,36.29,202012,35000,964,2020,12
523,강남구,36.29,202012,35800,986,2020,12
524,강남구,244.2,202006,215000,880,2020,6
525,강남구,242.57,202010,203000,836,2020,10
526,강남구,78.54,202010,74000,942,2020,10
527,강남구,45.04,202005,33500,743,2020,5
528,강남구,39.6,202006,31700,800,2020,6
529,강남구,44.29,202006,33500,756,2020,6
530,강남구,203.17,202001,240000,1181,2020,1
531,강남구,84.52,202001,144000,1703,2020,1
532,강남구,114.34,202001,165000,1443,2020,1
533,강남구,35.73,202001,80000,2239,2020,1
534,강남구,35.73,202002,80000,2239,2020,2
535,강남구,114.34,202002,172000,1504,2020,2
536,강남구,35.73,202005,80000,2239,2020,5
537,강남구,35.73,202005,80000,2239,2020,5
538,강남구,35.73,202006,85000,2378,2020,6
