,자치구별,계약연도,계약월,전용면적(㎡),거래금액(만원),1m^2 전용면적당 거래금액(만원)
426,강남구,2019,12,59.967,190000,3168
427,강남구,2019,12,59.967,198000,3301
428,강남구,2019,12,59.967,200000,3335
429,강남구,2019,12,84.943,245000,2884
430,강남구,2019,12,84.94,262000,3084
431,강남구,2019,12,99.991,270000,2700
432,강남구,2019,12,126.928,335000,2639
433,강남구,2019,12,84.943,249000,2931
434,강남구,2019,4,39.53,87000,2200
435,강남구,2019,5,51.12,99000,1936
436,강남구,2019,5,51.12,100000,1956
437,강남구,2019,5,51.12,101000,1975
438,강남구,2019,6,51.12,105000,2053
439,강남구,2019,6,39.53,85000,2150
440,강남구,2019,6,60.0,128000,2133
441,강남구,2019,6,39.53,89900,2274
442,강남구,2019,6,60.0,120000,2000
443,강남구,2019,6,51.12,113000,2210
444,강남구,2019,6,60.0,130000,2166
445,강남구,2019,6,39.53,88000,2226
446,강남구,2019,7,39.53,90000,2276
447,강남구,2019,7,51.12,105000,2053
448,강남구,2019,7,51.12,119500,2337
449,강남구,2019,7,39.53,100000,2529
450,강남구,2019,9,60.0,123000,2050
451,강남구,2019,9,39.53,99000,2504
452,강남구,2019,9,39.53,94500,2390
453,강남구,2019,9,51.12,115000,2249
454,강남구,2019,9,60.0,135000,2250
455,강남구,2019,10,60.0,129000,2150
456,강남구,2019,10,51.12,119500,2337
457,강남구,2019,10,39.53,100000,2529
458,강남구,2019,10,51.12,117000,2288
459,강남구,2019,10,39.53,101000,2555
460,강남구,2019,10,51.12,121000,2366
461,강남구,2019,10,39.53,100000,2529
462,강남구,2019,10,51.12,121000,2366
463,강남구,2019,10,39.53,103000,2605
464,강남구,2019,10,39.53,104000,2630
465,강남구,2019,11,51.12,120000,2347
466,강남구,2019,11,39.53,105000,2656
467,강남구,2019,11,39.53,109800,2777
468,강남구,2019,11,60.0,139000,2316
469,강남구,2019,11,39.53,105000,2656
470,강남구,2019,12,39.53,110000,2782
471,강남구,2019,12,39.53,100000,2529
472,강남구,2019,12,60.0,149000,2483
473,강남구,2019,12,39.53,110000,2782
474,강남구,2019,9,59.67,58000,972
475,강남구,2019,11,59.67,55500,930
476,강남구,2019,1,39.53,88200,2231
477,강남구,2019,1,49.86,101900,2043
478,강남구,2019,1,39.53,87500,2213
479,강남구,2019,3,33.18,70000,2109
480,강남구,2019,3,49.86,99800,2001
481,강남구,2019,3,39.53,80000,2023
482,강남구,2019,3,33.18,70500,2124
483,강남구,2019,4,33.18,70000,2109
484,강남구,2019,4,33.18,71000,2139
485,강남구,2019,4,39.53,85000,2150
486,강남구,2019,4,39.53,86000,2175
487,강남구,2019,4,49.86,100000,2005
488,강남구,2019,4,33.18,70000,2109
489,강남구,2019,5,39.53,87000,2200
490,강남구,2019,5,39.53,87000,2200
491,강남구,2019,5,39.53,84000,2124
492,강남구,2019,5,33.18,71000,2139
493,강남구,2019,5,49.86,99500,1995
494,강남구,2019,5,49.86,100000,2005
495,강남구,2019,5,33.18,71000,2139
496,강남구,2019,5,39.53,87000,2200
497,강남구,2019,5,49.86,99300,1991
498,강남구,2019,5,49.86,102000,2045
499,강남구,2019,5,33.18,75000,2260
500,강남구,2019,5,39.53,84500,2137
501,강남구,2019,5,33.18,76000,2290
502,강남구,2019,5,39.53,80000,2023
503,강남구,2019,6,33.18,72000,2169
504,강남구,2019,6,39.53,84800,2145
505,강남구,2019,6,33.18,78200,2356
506,강남구,2019,6,39.53,88000,2226
507,강남구,2019,6,33.18,86000,2591
508,강남구,2019,6,49.86,120000,2406
509,강남구,2019,6,49.86,110000,2206
510,강남구,2019,7,33.18,89000,2682
511,강남구,2019,7,33.18,85000,2561
512,강남구,2019,7,39.53,105000,2656
513,강남구,2019,7,33.18,90000,2712
514,강남구,2019,7,33.18,88000,2652
515,강남구,2019,8,33.18,87000,2622
516,강남구,2019,8,39.53,105000,2656
517,강남구,2019,8,39.53,100000,2529
518,강남구,2019,9,39.53,97500,2466
519,강남구,2019,9,33.18,85500,2576
520,강남구,2019,9,33.18,88500,2667
521,강남구,2019,9,33.18,88800,2676
522,강남구,2019,9,33.18,87900,2649
523,강남구,2019,9,39.53,101000,2555
524,강남구,2019,9,33.18,90000,2712
525,강남구,2019,10,49.86,116500,2336
526,강남구,2019,10,33.18,88000,2652
527,강남구,2019,10,33.18,89500,2697
528,강남구,2019,10,39.53,110000,2782
529,강남구,2019,10,39.53,104000,2630
530,강남구,2019,10,33.18,89500,2697
531,강남구,2019,10,49.86,117000,2346
532,강남구,2019,10,49.86,120000,2406
533,강남구,2019,10,39.53,105000,2656
534,강남구,2019,10,33.18,95000,2863
535,강남구,2019,10,39.53,105000,2656
536,강남구,2019,10,39.53,105000,2656
537,강남구,2019,10,39.53,105000,2656
538,강남구,2019,10,49.86,100000,2005
539,강남구,2019,10,33.18,95000,2863
540,강남구,2019,11,49.86,127000,2547
541,강남구,2019,11,49.86,125000,2507
542,강남구,2019,11,39.53,102000,2580
543,강남구,2019,11,39.53,107000,2706
544,강남구,2019,11,49.86,128700,2581
545,강남구,2019,11,33.18,96000,2893
546,강남구,2019,11,33.18,95000,2863
547,강남구,2019,11,49.86,123000,2466
548,강남구,2019,11,49.86,123000,2466
549,강남구,2019,11,39.53,110000,2782
550,강남구,2019,11,49.86,129000,2587
551,강남구,2019,12,33.18,98000,2953
552,강남구,2019,12,33.18,95000,2863
553,강남구,2019,12,39.53,109900,2780
554,강남구,2019,12,49.86,119000,2386
555,강남구,2019,12,33.18,98500,2968
556,강남구,2019,12,33.18,93000,2802
