,자치구별,전용면적(㎡),계약년월,거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도,계약월
0,강남구,77.75,201906,134500,1729,2019,6
1,강남구,77.75,201911,160000,2057,2019,11
2,강남구,67.28,201905,124000,1843,2019,5
3,강남구,79.97,201906,141000,1763,2019,6
4,강남구,79.97,201908,155000,1938,2019,8
5,강남구,79.97,201909,157000,1963,2019,9
6,강남구,79.97,201909,151500,1894,2019,9
7,강남구,133.46,201901,197000,1476,2019,1
8,강남구,104.43,201906,157000,1503,2019,6
9,강남구,104.43,201908,174000,1666,2019,8
10,강남구,104.43,201909,174000,1666,2019,9
11,강남구,133.46,201910,230000,1723,2019,10
12,강남구,161.0,201910,240000,1490,2019,10
13,강남구,104.43,201911,182000,1742,2019,11
14,강남구,161.0,201911,265000,1645,2019,11
15,강남구,104.43,201911,187000,1790,2019,11
16,강남구,168.42,201906,211000,1252,2019,6
17,강남구,134.3,201907,174000,1295,2019,7
18,강남구,170.32,201909,213000,1250,2019,9
19,강남구,168.42,201910,202500,1202,2019,10
20,강남구,134.3,201910,194000,1444,2019,10
21,강남구,170.32,201911,202500,1188,2019,11
22,강남구,134.3,201911,195000,1451,2019,11
23,강남구,170.32,201911,215000,1262,2019,11
24,강남구,168.42,201912,202000,1199,2019,12
25,강남구,170.32,201912,218000,1279,2019,12
26,강남구,50.64,201902,162000,3199,2019,2
27,강남구,58.08,201903,185000,3185,2019,3
28,강남구,50.38,201903,163000,3235,2019,3
29,강남구,42.55,201903,145000,3407,2019,3
30,강남구,35.87,201903,140000,3902,2019,3
31,강남구,50.38,201903,180000,3572,2019,3
32,강남구,50.64,201903,168000,3317,2019,3
33,강남구,49.56,201903,190000,3833,2019,3
34,강남구,42.55,201904,150000,3525,2019,4
35,강남구,42.55,201904,149000,3501,2019,4
36,강남구,50.38,201904,170000,3374,2019,4
37,강남구,50.64,201904,165000,3258,2019,4
38,강남구,35.64,201904,143000,4012,2019,4
39,강남구,50.64,201904,168000,3317,2019,4
40,강남구,41.98,201904,158000,3763,2019,4
41,강남구,41.98,201904,165000,3930,2019,4
42,강남구,41.98,201904,150000,3573,2019,4
43,강남구,50.64,201904,177000,3495,2019,4
44,강남구,42.55,201904,152000,3572,2019,4
45,강남구,50.38,201904,175000,3473,2019,4
46,강남구,35.87,201904,142000,3958,2019,4
47,강남구,58.08,201904,195000,3357,2019,4
48,강남구,42.55,201904,140000,3290,2019,4
49,강남구,50.64,201904,198000,3909,2019,4
50,강남구,35.64,201905,135000,3787,2019,5
51,강남구,50.38,201905,199000,3949,2019,5
52,강남구,58.08,201905,192000,3305,2019,5
53,강남구,35.87,201905,137500,3833,2019,5
54,강남구,41.98,201905,151500,3608,2019,5
55,강남구,42.55,201905,150000,3525,2019,5
56,강남구,50.64,201905,214000,4225,2019,5
57,강남구,42.55,201905,151000,3548,2019,5
58,강남구,41.98,201905,151000,3596,2019,5
59,강남구,58.08,201905,193000,3323,2019,5
60,강남구,58.08,201905,200000,3443,2019,5
61,강남구,35.64,201905,140000,3928,2019,5
62,강남구,35.44,201905,127000,3583,2019,5
63,강남구,56.57,201905,245000,4330,2019,5
64,강남구,49.56,201905,204000,4116,2019,5
65,강남구,42.55,201905,186000,4371,2019,5
66,강남구,35.87,201905,140500,3916,2019,5
67,강남구,42.55,201905,165000,3877,2019,5
68,강남구,41.98,201905,178000,4240,2019,5
69,강남구,50.64,201905,200000,3949,2019,5
70,강남구,50.38,201905,179000,3552,2019,5
71,강남구,49.56,201905,210000,4237,2019,5
72,강남구,58.08,201905,240000,4132,2019,5
73,강남구,42.55,201905,209000,4911,2019,5
74,강남구,41.98,201905,165000,3930,2019,5
75,강남구,61.57,201905,228000,3703,2019,5
76,강남구,35.64,201905,141000,3956,2019,5
77,강남구,42.55,201905,164000,3854,2019,5
78,강남구,35.64,201905,141000,3956,2019,5
79,강남구,50.64,201905,178500,3524,2019,5
80,강남구,35.64,201905,144000,4040,2019,5
81,강남구,41.98,201905,169000,4025,2019,5
82,강남구,61.57,201905,250000,4060,2019,5
83,강남구,50.38,201905,179000,3552,2019,5
84,강남구,50.38,201906,212000,4208,2019,6
85,강남구,49.56,201906,209000,4217,2019,6
86,강남구,42.55,201906,220000,5170,2019,6
87,강남구,45.26,201906,170000,3756,2019,6
88,강남구,42.55,201906,155000,3642,2019,6
89,강남구,42.55,201906,170000,3995,2019,6
90,강남구,58.08,201906,187540,3228,2019,6
91,강남구,41.98,201906,153000,3644,2019,6
92,강남구,35.87,201906,145000,4042,2019,6
93,강남구,49.56,201906,205000,4136,2019,6
94,강남구,41.98,201906,168000,4001,2019,6
95,강남구,56.57,201906,196200,3468,2019,6
96,강남구,58.08,201906,196000,3374,2019,6
97,강남구,35.64,201906,150000,4208,2019,6
98,강남구,49.56,201906,205500,4146,2019,6
99,강남구,50.38,201906,209000,4148,2019,6
100,강남구,45.26,201906,178000,3932,2019,6
101,강남구,42.55,201906,193000,4535,2019,6
102,강남구,42.55,201906,139000,3266,2019,6
103,강남구,35.87,201906,199000,5547,2019,6
104,강남구,58.08,201907,220000,3787,2019,7
105,강남구,50.38,201907,212000,4208,2019,7
106,강남구,58.08,201907,230000,3960,2019,7
107,강남구,42.55,201907,219500,5158,2019,7
108,강남구,49.56,201907,220000,4439,2019,7
109,강남구,49.56,201907,217000,4378,2019,7
110,강남구,50.38,201907,194000,3850,2019,7
111,강남구,58.08,201907,202000,3477,2019,7
112,강남구,35.64,201907,187500,5260,2019,7
113,강남구,58.08,201907,228000,3925,2019,7
114,강남구,41.98,201907,165000,3930,2019,7
115,강남구,41.98,201907,177000,4216,2019,7
116,강남구,50.64,201907,220000,4344,2019,7
117,강남구,45.26,201907,179000,3954,2019,7
118,강남구,50.64,201907,193000,3811,2019,7
119,강남구,41.98,201907,179000,4263,2019,7
120,강남구,58.08,201907,205000,3529,2019,7
121,강남구,49.56,201907,225000,4539,2019,7
122,강남구,41.98,201907,179000,4263,2019,7
123,강남구,42.55,201907,180000,4230,2019,7
124,강남구,58.08,201908,236000,4063,2019,8
125,강남구,50.64,201908,193000,3811,2019,8
126,강남구,50.64,201908,194000,3830,2019,8
127,강남구,41.98,201908,180000,4287,2019,8
128,강남구,49.56,201908,225000,4539,2019,8
129,강남구,58.08,201908,273500,4709,2019,8
130,강남구,56.57,201908,225000,3977,2019,8
131,강남구,50.64,201908,193000,3811,2019,8
132,강남구,35.44,201908,200000,5643,2019,8
133,강남구,50.64,201908,210000,4146,2019,8
134,강남구,42.55,201908,182000,4277,2019,8
135,강남구,58.08,201908,230000,3960,2019,8
136,강남구,41.98,201908,180000,4287,2019,8
137,강남구,56.57,201908,235000,4154,2019,8
138,강남구,49.56,201908,233000,4701,2019,8
139,강남구,42.55,201908,178500,4195,2019,8
140,강남구,58.08,201908,230000,3960,2019,8
141,강남구,41.98,201908,167500,3989,2019,8
142,강남구,41.98,201908,179000,4263,2019,8
143,강남구,58.08,201908,265000,4562,2019,8
144,강남구,50.38,201908,195000,3870,2019,8
145,강남구,50.64,201908,193000,3811,2019,8
146,강남구,49.56,201908,240000,4842,2019,8
147,강남구,58.08,201908,232000,3994,2019,8
148,강남구,50.64,201908,196000,3870,2019,8
149,강남구,50.64,201908,195000,3850,2019,8
150,강남구,49.56,201908,240000,4842,2019,8
151,강남구,41.98,201908,182000,4335,2019,8
152,강남구,61.57,201908,310000,5034,2019,8
153,강남구,42.55,201908,180000,4230,2019,8
154,강남구,50.38,201908,193000,3830,2019,8
155,강남구,49.56,201909,225000,4539,2019,9
156,강남구,49.56,201909,225000,4539,2019,9
157,강남구,50.64,201909,250000,4936,2019,9
158,강남구,35.87,201909,175000,4878,2019,9
159,강남구,58.08,201909,182000,3133,2019,9
160,강남구,50.64,201909,230000,4541,2019,9
161,강남구,56.57,201909,184000,3252,2019,9
162,강남구,58.08,201909,230000,3960,2019,9
163,강남구,50.38,201909,193500,3840,2019,9
164,강남구,41.98,201909,225000,5359,2019,9
165,강남구,35.64,201909,210000,5892,2019,9
166,강남구,35.44,201909,165000,4655,2019,9
167,강남구,56.57,201909,305000,5391,2019,9
168,강남구,50.64,201909,185000,3653,2019,9
169,강남구,41.98,201909,185000,4406,2019,9
170,강남구,50.64,201909,205000,4048,2019,9
171,강남구,42.55,201909,187000,4394,2019,9
172,강남구,41.98,201909,190000,4525,2019,9
173,강남구,50.64,201909,248000,4897,2019,9
174,강남구,50.38,201909,280000,5557,2019,9
175,강남구,49.56,201909,213000,4297,2019,9
176,강남구,50.38,201909,280000,5557,2019,9
177,강남구,49.56,201909,241000,4862,2019,9
178,강남구,49.56,201909,225000,4539,2019,9
179,강남구,56.57,201909,257000,4543,2019,9
180,강남구,53.63,201909,225000,4195,2019,9
181,강남구,35.64,201909,240000,6734,2019,9
182,강남구,50.38,201909,220000,4366,2019,9
183,강남구,41.98,201910,180000,4287,2019,10
184,강남구,35.64,201910,153000,4292,2019,10
185,강남구,42.55,201910,205000,4817,2019,10
186,강남구,50.64,201910,225000,4443,2019,10
187,강남구,42.55,201910,207000,4864,2019,10
188,강남구,50.38,201910,223000,4426,2019,10
189,강남구,58.08,201910,260000,4476,2019,10
190,강남구,50.64,201910,270000,5331,2019,10
191,강남구,42.55,201910,205000,4817,2019,10
192,강남구,41.98,201910,180000,4287,2019,10
193,강남구,42.55,201910,205000,4817,2019,10
194,강남구,45.26,201910,205000,4529,2019,10
195,강남구,41.98,201910,205000,4883,2019,10
196,강남구,35.44,201910,175000,4937,2019,10
197,강남구,35.87,201910,196000,5464,2019,10
198,강남구,50.38,201911,270000,5359,2019,11
199,강남구,50.38,201911,219000,4346,2019,11
200,강남구,50.38,201911,219000,4346,2019,11
201,강남구,50.64,201911,218000,4304,2019,11
202,강남구,50.38,201911,215000,4267,2019,11
203,강남구,50.38,201911,218000,4327,2019,11
204,강남구,35.44,201911,179000,5050,2019,11
205,강남구,41.98,201911,205000,4883,2019,11
206,강남구,50.64,201911,215000,4245,2019,11
207,강남구,56.57,201911,286500,5064,2019,11
208,강남구,50.64,201911,215000,4245,2019,11
209,강남구,41.98,201912,204000,4859,2019,12
210,강남구,50.38,201912,220000,4366,2019,12
211,강남구,35.64,201912,153000,4292,2019,12
212,강남구,41.98,201912,205000,4883,2019,12
213,강남구,50.64,201912,223000,4403,2019,12
214,강남구,50.38,201912,215000,4267,2019,12
215,강남구,50.38,201912,223000,4426,2019,12
216,강남구,50.64,201912,223000,4403,2019,12
217,강남구,58.08,201912,260000,4476,2019,12
218,강남구,50.64,201912,230000,4541,2019,12
219,강남구,41.98,201912,186000,4430,2019,12
220,강남구,35.87,201912,250000,6969,2019,12
221,강남구,50.38,201912,255000,5061,2019,12
222,강남구,42.55,201901,140500,3301,2019,1
223,강남구,42.55,201901,139000,3266,2019,1
224,강남구,41.99,201901,137000,3262,2019,1
225,강남구,35.87,201910,182000,5073,2019,10
226,강남구,83.17,201901,176000,2116,2019,1
227,강남구,74.25,201902,153500,2067,2019,2
228,강남구,61.19,201902,134500,2198,2019,2
229,강남구,74.25,201903,158000,2127,2019,3
230,강남구,61.19,201904,130000,2124,2019,4
231,강남구,83.17,201904,175500,2110,2019,4
232,강남구,53.98,201904,127300,2358,2019,4
233,강남구,83.17,201905,180000,2164,2019,5
234,강남구,74.25,201905,171000,2303,2019,5
235,강남구,61.19,201905,150000,2451,2019,5
236,강남구,74.25,201906,174700,2352,2019,6
237,강남구,74.25,201906,170900,2301,2019,6
238,강남구,61.19,201906,154000,2516,2019,6
239,강남구,74.25,201906,181000,2437,2019,6
240,강남구,53.98,201906,155000,2871,2019,6
241,강남구,83.17,201906,182000,2188,2019,6
242,강남구,61.19,201907,159500,2606,2019,7
243,강남구,53.98,201907,151000,2797,2019,7
244,강남구,74.25,201908,181000,2437,2019,8
245,강남구,83.17,201908,195000,2344,2019,8
246,강남구,83.17,201908,194000,2332,2019,8
247,강남구,83.17,201909,195000,2344,2019,9
248,강남구,53.98,201909,155000,2871,2019,9
249,강남구,74.25,201909,186000,2505,2019,9
250,강남구,53.98,201909,155000,2871,2019,9
251,강남구,74.25,201910,187000,2518,2019,10
252,강남구,61.19,201910,165000,2696,2019,10
