,자치구별,번지,본번,부번,단지명,전용면적(㎡),계약년월,거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도,계약월
0,강남구,658-1,658.0,1.0,개포6차우성아파트1동~8동,79.97,202204,220000,2751,2022,4
1,강남구,658-1,658.0,1.0,개포6차우성아파트1동~8동,79.97,202204,220000,2751,2022,4
2,강남구,658-1,658.0,1.0,개포6차우성아파트1동~8동,79.97,202205,216000,2701,2022,5
3,강남구,1282,1282.0,0.0,개포래미안포레스트,102.32,202204,369000,3606,2022,4
4,강남구,1282,1282.0,0.0,개포래미안포레스트,136.06,202205,420000,3086,2022,5
5,강남구,1282,1282.0,0.0,개포래미안포레스트,59.92,202205,203500,3396,2022,5
6,강남구,1282,1282.0,0.0,개포래미안포레스트,59.92,202205,210000,3504,2022,5
7,강남구,1282,1282.0,0.0,개포래미안포레스트,59.92,202206,195000,3254,2022,6
8,강남구,1282,1282.0,0.0,개포래미안포레스트,84.83,202211,240000,2829,2022,11
9,강남구,1282,1282.0,0.0,개포래미안포레스트,84.86,202211,240000,2828,2022,11
10,강남구,12-2,12.0,2.0,개포자이,168.42,202202,246000,1460,2022,2
11,강남구,12-2,12.0,2.0,개포자이,170.32,202207,303000,1779,2022,7
12,강남구,185,185.0,0.0,개포주공6단지,83.21,202201,280000,3364,2022,1
13,강남구,185,185.0,0.0,개포주공6단지,73.02,202203,270000,3697,2022,3
14,강남구,185,185.0,0.0,개포주공6단지,83.21,202212,190000,2283,2022,12
15,강남구,185,185.0,0.0,개포주공7단지,53.46,202203,211500,3956,2022,3
16,강남구,185,185.0,0.0,개포주공7단지,73.26,202203,265000,3617,2022,3
17,강남구,649,649.0,0.0,경남1,123.28,202203,343000,2782,2022,3
18,강남구,649,649.0,0.0,경남2차,186.16,202204,400000,2148,2022,4
19,강남구,1167,1167.0,0.0,그린빌리지,197.91,202202,180000,909,2022,2
20,강남구,138,138.0,0.0,디에이치아너힐즈,131.3226,202202,590000,4492,2022,2
21,강남구,138,138.0,0.0,디에이치아너힐즈,76.1709,202204,305000,4004,2022,4
22,강남구,138,138.0,0.0,디에이치아너힐즈,59.8732,202205,234500,3916,2022,5
23,강남구,138,138.0,0.0,디에이치아너힐즈,59.7479,202205,227000,3799,2022,5
24,강남구,138,138.0,0.0,디에이치아너힐즈,106.9877,202209,430000,4019,2022,9
25,강남구,138,138.0,0.0,디에이치아너힐즈,84.3558,202211,250000,2963,2022,11
26,강남구,138,138.0,0.0,디에이치아너힐즈,76.1709,202212,220000,2888,2022,12
27,강남구,1280,1280.0,0.0,래미안블레스티지,84.943,202201,300000,3531,2022,1
28,강남구,1280,1280.0,0.0,래미안블레스티지,59.888,202204,200000,3339,2022,4
29,강남구,1280,1280.0,0.0,래미안블레스티지,59.967,202205,228500,3810,2022,5
30,강남구,1280,1280.0,0.0,래미안블레스티지,99.991,202206,360000,3600,2022,6
31,강남구,1280,1280.0,0.0,래미안블레스티지,59.967,202206,214000,3568,2022,6
32,강남구,1280,1280.0,0.0,래미안블레스티지,99.991,202207,373000,3730,2022,7
33,강남구,1280,1280.0,0.0,래미안블레스티지,59.888,202207,210000,3506,2022,7
34,강남구,1280,1280.0,0.0,래미안블레스티지,59.967,202210,185000,3085,2022,10
35,강남구,1280,1280.0,0.0,래미안블레스티지,84.943,202212,241000,2837,2022,12
36,강남구,12,12.0,0.0,삼익대청아파트,51.12,202203,157000,3071,2022,3
37,강남구,12,12.0,0.0,삼익대청아파트,39.53,202208,119000,3010,2022,8
38,강남구,12,12.0,0.0,삼익대청아파트,60.0,202210,122000,2033,2022,10
39,강남구,12,12.0,0.0,삼익대청아파트,60.0,202211,134000,2233,2022,11
40,강남구,12,12.0,0.0,삼익대청아파트,51.12,202212,100000,1956,2022,12
41,강남구,1164-12,1164.0,12.0,새롬(1164-12),73.5,202207,111500,1517,2022,7
42,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202201,125000,3767,2022,1
43,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202201,120000,3616,2022,1
44,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202201,120000,3616,2022,1
45,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202203,118000,3556,2022,3
46,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202203,120000,3616,2022,3
47,강남구,12,12.0,0.0,성원대치2단지아파트,39.53,202204,145000,3668,2022,4
48,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202204,110000,3315,2022,4
49,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202206,108000,3254,2022,6
50,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202206,95000,2863,2022,6
51,강남구,12,12.0,0.0,성원대치2단지아파트,49.86,202207,150000,3008,2022,7
52,강남구,12,12.0,0.0,성원대치2단지아파트,39.53,202207,130500,3301,2022,7
53,강남구,12,12.0,0.0,성원대치2단지아파트,49.86,202208,133000,2667,2022,8
54,강남구,12,12.0,0.0,성원대치2단지아파트,49.86,202208,136000,2727,2022,8
55,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202209,92000,2772,2022,9
56,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202210,88000,2652,2022,10
57,강남구,12,12.0,0.0,성원대치2단지아파트,39.53,202211,102500,2592,2022,11
58,강남구,12,12.0,0.0,성원대치2단지아파트,33.18,202211,84700,2552,2022,11
59,강남구,12,12.0,0.0,성원대치2단지아파트,49.86,202212,104000,2085,2022,12
60,강남구,12,12.0,0.0,성원대치2단지아파트,49.86,202212,104000,2085,2022,12
61,강남구,179,179.0,0.0,우성8,79.61,202204,240000,3014,2022,4
62,강남구,653,653.0,0.0,현대1차101동~106동,95.4,202201,275000,2882,2022,1
63,강남구,654,654.0,0.0,현대2,84.81,202201,272000,3207,2022,1
64,강남구,654,654.0,0.0,현대2,84.81,202203,265000,3124,2022,3
65,강남구,654,654.0,0.0,현대2,131.83,202204,291500,2211,2022,4
66,강남구,195-1,195.0,1.0,e-편한세상,129.8748,202204,192000,1478,2022,4
67,강남구,196,196.0,0.0,거평프리젠,32.835,202201,40000,1218,2022,1
68,강남구,196,196.0,0.0,거평프리젠,39.035,202205,54000,1383,2022,5
69,강남구,196,196.0,0.0,거평프리젠,30.215,202205,40000,1323,2022,5
70,강남구,274,274.0,0.0,경남논현,83.72,202206,131000,1564,2022,6
71,강남구,268-12,268.0,12.0,그랑디오스,132.96,202201,159140,1196,2022,1
72,강남구,268-12,268.0,12.0,그랑디오스,132.96,202201,159140,1196,2022,1
73,강남구,205-2,205.0,2.0,논현동한화꿈에그린,67.671,202205,85600,1264,2022,5
74,강남구,225-6,225.0,6.0,논현아이파크,47.46,202202,100000,2107,2022,2
75,강남구,225-6,225.0,6.0,논현아이파크,84.89,202209,195000,2297,2022,9
76,강남구,118-8,118.0,8.0,더원센트럴,26.96,202205,49500,1836,2022,5
77,강남구,275,275.0,0.0,동부센트레빌,84.9875,202204,198000,2329,2022,4
78,강남구,275,275.0,0.0,동부센트레빌,84.9875,202206,192000,2259,2022,6
79,강남구,245,245.0,0.0,동양파라곤,157.41,202201,320000,2032,2022,1
80,강남구,245,245.0,0.0,동양파라곤,160.33,202203,333000,2076,2022,3
81,강남구,245,245.0,0.0,동양파라곤,180.07,202204,245000,1360,2022,4
82,강남구,245,245.0,0.0,동양파라곤,180.07,202204,224000,1243,2022,4
83,강남구,245,245.0,0.0,동양파라곤,157.41,202205,303000,1924,2022,5
84,강남구,245,245.0,0.0,동양파라곤,144.74,202210,310000,2141,2022,10
85,강남구,105,105.0,0.0,동현아파트1~6,84.92,202202,227500,2678,2022,2
86,강남구,105,105.0,0.0,동현아파트1~6,120.58,202203,273000,2264,2022,3
87,강남구,105,105.0,0.0,동현아파트1~6,119.67,202204,290000,2423,2022,4
88,강남구,252-1,252.0,1.0,두산위브1단지,110.778,202207,219000,1976,2022,7
89,강남구,258,258.0,0.0,두산위브2단지,106.829,202204,206000,1928,2022,4
90,강남구,114-23,114.0,23.0,로체샤르캐슬,106.59,202205,139000,1304,2022,5
91,강남구,114-23,114.0,23.0,로체샤르캐슬,106.59,202211,139000,1304,2022,11
92,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202201,37000,1019,2022,1
93,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202201,42000,1157,2022,1
94,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202202,39000,1074,2022,2
95,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202203,40900,1127,2022,3
96,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202206,40500,1116,2022,6
97,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202206,40300,1110,2022,6
98,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202206,41500,1143,2022,6
99,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202206,40500,1116,2022,6
100,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202207,39500,1088,2022,7
101,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202208,38500,1060,2022,8
102,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202208,38000,1047,2022,8
103,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202208,38500,1060,2022,8
104,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202208,38500,1060,2022,8
105,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202208,37800,1041,2022,8
106,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202208,38500,1060,2022,8
107,강남구,58-2,58.0,2.0,마일스디오빌,36.29,202209,39000,1074,2022,9
108,강남구,47-11,47.0,11.0,벨러스빌,86.51,202202,65000,751,2022,2
109,강남구,22,22.0,0.0,신동아(22),114.34,202202,229000,2002,2022,2
110,강남구,22,22.0,0.0,신동아(22),84.52,202203,180000,2129,2022,3
111,강남구,22,22.0,0.0,신동아(22),35.73,202204,95000,2658,2022,4
112,강남구,22,22.0,0.0,신동아(22),35.73,202204,98000,2742,2022,4
113,강남구,22,22.0,0.0,신동아(22),35.73,202205,95000,2658,2022,5
114,강남구,22,22.0,0.0,신동아(22),35.73,202206,99500,2784,2022,6
115,강남구,22,22.0,0.0,신동아(22),35.73,202209,89000,2490,2022,9
116,강남구,103,103.0,0.0,쌍용,84.87,202211,105000,1237,2022,11
117,강남구,276-1,276.0,1.0,아크로힐스논현,84.208,202202,210000,2493,2022,2
118,강남구,276-1,276.0,1.0,아크로힐스논현,113.087,202205,320000,2829,2022,5
119,강남구,276-1,276.0,1.0,아크로힐스논현,84.208,202207,246000,2921,2022,7
120,강남구,276-1,276.0,1.0,아크로힐스논현,113.231,202210,240000,2119,2022,10
121,강남구,46-3,46.0,3.0,요진보네르,129.24,202207,106000,820,2022,7
122,강남구,107-44,107.0,44.0,우민,74.758,202205,135000,1805,2022,5
123,강남구,107-44,107.0,44.0,우민,74.758,202205,123000,1645,2022,5
124,강남구,194-22,194.0,22.0,이산,46.06,202203,31000,673,2022,3
125,강남구,108-2,108.0,2.0,제이빌,52.54,202204,71000,1351,2022,4
126,강남구,211-21,211.0,21.0,펜트힐루논현,43.392,202204,110000,2535,2022,4
127,강남구,211-21,211.0,21.0,펜트힐루논현,42.257,202204,105000,2484,2022,4
128,강남구,211-21,211.0,21.0,펜트힐루논현,43.392,202207,102000,2350,2022,7
129,강남구,211-21,211.0,21.0,펜트힐루논현,43.392,202207,110000,2535,2022,7
130,강남구,221-7,221.0,7.0,한양수자인어반게이트,16.2,202205,21200,1308,2022,5
131,강남구,221-7,221.0,7.0,한양수자인어반게이트,16.2,202206,20500,1265,2022,6
132,강남구,221-7,221.0,7.0,한양수자인어반게이트,16.2,202206,22000,1358,2022,6
133,강남구,221-7,221.0,7.0,한양수자인어반게이트,20.7,202207,22300,1077,2022,7
134,강남구,221-7,221.0,7.0,한양수자인어반게이트,16.2,202207,21500,1327,2022,7
135,강남구,221-7,221.0,7.0,한양수자인어반게이트,16.2,202208,20500,1265,2022,8
136,강남구,221-7,221.0,7.0,한양수자인어반게이트,20.23,202211,28000,1384,2022,11
137,강남구,105-4,105.0,4.0,한진로즈힐,103.96,202204,198000,1904,2022,4
138,강남구,105-4,105.0,4.0,한진로즈힐,84.94,202205,172500,2030,2022,5
139,강남구,194-23,194.0,23.0,한화꿈에그린2차,83.7,202206,137000,1636,2022,6
140,강남구,503,503.0,0.0,개포우성1,158.54,202203,510000,3216,2022,3
141,강남구,503,503.0,0.0,개포우성1,127.61,202203,375000,2938,2022,3
142,강남구,503,503.0,0.0,개포우성1,127.61,202203,409000,3205,2022,3
143,강남구,503,503.0,0.0,개포우성1,84.81,202205,323000,3808,2022,5
144,강남구,503,503.0,0.0,개포우성1,84.81,202207,310000,3655,2022,7
145,강남구,503,503.0,0.0,개포우성1,84.81,202208,290000,3419,2022,8
146,강남구,891-26,891.0,26.0,대우아이빌멤버스(891-26),51.026,202201,54500,1068,2022,1
147,강남구,891-26,891.0,26.0,대우아이빌멤버스(891-26),51.026,202202,54500,1068,2022,2
148,강남구,891-26,891.0,26.0,대우아이빌멤버스(891-26),35.236,202202,34000,964,2022,2
149,강남구,891-26,891.0,26.0,대우아이빌멤버스(891-26),46.877,202203,50000,1066,2022,3
150,강남구,891-26,891.0,26.0,대우아이빌멤버스(891-26),35.796,202205,33500,935,2022,5
151,강남구,891-26,891.0,26.0,대우아이빌멤버스(891-26),35.796,202207,34000,949,2022,7
152,강남구,891-23,891.0,23.0,대우아이빌명문가(891-23),35.72,202201,29000,811,2022,1
153,강남구,891-23,891.0,23.0,대우아이빌명문가(891-23),35.72,202202,29000,811,2022,2
154,강남구,891-23,891.0,23.0,대우아이빌명문가(891-23),34.2,202202,30750,899,2022,2
155,강남구,891-23,891.0,23.0,대우아이빌명문가(891-23),35.72,202204,33300,932,2022,4
156,강남구,891-23,891.0,23.0,대우아이빌명문가(891-23),33.06,202205,34000,1028,2022,5
157,강남구,891-23,891.0,23.0,대우아이빌명문가(891-23),34.2,202205,30000,877,2022,5
158,강남구,891-28,891.0,28.0,대치동우정에쉐르1,59.96,202204,92000,1534,2022,4
159,강남구,891-28,891.0,28.0,대치동우정에쉐르1,59.75,202205,80000,1338,2022,5
160,강남구,1014-3,1014.0,3.0,대치삼성,97.35,202211,254000,2609,2022,11
161,강남구,888,888.0,0.0,대치아이파크,119.58,202203,400000,3345,2022,3
162,강남구,888,888.0,0.0,대치아이파크,114.97,202207,380000,3305,2022,7
163,강남구,888,888.0,0.0,대치아이파크,59.96,202208,210000,3502,2022,8
164,강남구,63,63.0,0.0,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202210,270000,2335,2022,10
165,강남구,63,63.0,0.0,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202211,260000,2249,2022,11
166,강남구,974,974.0,0.0,대치현대,85.0,202206,246000,2894,2022,6
167,강남구,670,670.0,0.0,동부센트레빌,145.83,202201,425000,2914,2022,1
168,강남구,670,670.0,0.0,동부센트레빌,161.47,202202,505000,3127,2022,2
169,강남구,670,670.0,0.0,동부센트레빌,145.83,202204,470000,3222,2022,4
170,강남구,670,670.0,0.0,동부센트레빌,121.74,202204,440000,3614,2022,4
171,강남구,1027,1027.0,0.0,래미안대치팰리스,84.97,202204,330000,3883,2022,4
172,강남구,1027,1027.0,0.0,래미안대치팰리스,114.15,202204,488000,4275,2022,4
173,강남구,1027,1027.0,0.0,래미안대치팰리스,91.93,202205,328000,3567,2022,5
174,강남구,1027,1027.0,0.0,래미안대치팰리스,151.31,202206,530000,3502,2022,6
175,강남구,1027,1027.0,0.0,래미안대치팰리스,114.15,202210,485000,4248,2022,10
176,강남구,1027,1027.0,0.0,래미안대치팰리스,94.49,202211,348000,3682,2022,11
177,강남구,1027,1027.0,0.0,래미안대치팰리스,91.93,202211,291000,3165,2022,11
178,강남구,985,985.0,0.0,래미안대치하이스턴,110.39,202201,280000,2536,2022,1
179,강남구,893,893.0,0.0,롯데캐슬,135.73,202203,294000,2166,2022,3
180,강남구,893,893.0,0.0,롯데캐슬,105.18,202206,260000,2471,2022,6
181,강남구,506,506.0,0.0,선경1차(1동-7동),117.7,202204,384000,3262,2022,4
182,강남구,506,506.0,0.0,선경1차(1동-7동),84.35,202204,320000,3793,2022,4
183,강남구,506,506.0,0.0,선경1차(1동-7동),136.68,202211,385000,2816,2022,11
184,강남구,602,602.0,0.0,선경3차,76.6,202211,210000,2741,2022,11
185,강남구,890-49,890.0,49.0,선릉역대우아이빌(890-49),28.34,202203,25000,882,2022,3
186,강남구,890-49,890.0,49.0,선릉역대우아이빌(890-49),20.37,202205,19000,932,2022,5
187,강남구,890-49,890.0,49.0,선릉역대우아이빌(890-49),28.34,202210,24500,864,2022,10
188,강남구,890-49,890.0,49.0,선릉역대우아이빌(890-49),25.42,202210,22500,885,2022,10
189,강남구,65,65.0,0.0,쌍용대치2,120.76,202202,310000,2567,2022,2
190,강남구,66,66.0,0.0,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,202201,270000,3231,2022,1
191,강남구,66,66.0,0.0,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,202206,279000,3338,2022,6
192,강남구,889-74,889.0,74.0,아름빌(889-74),30.46,202205,29500,968,2022,5
193,강남구,889-74,889.0,74.0,아름빌(889-74),30.46,202205,29000,952,2022,5
194,강남구,316,316.0,0.0,은마,76.79,202201,249000,3242,2022,1
195,강남구,316,316.0,0.0,은마,76.79,202202,214000,2786,2022,2
196,강남구,316,316.0,0.0,은마,84.43,202202,255000,3020,2022,2
197,강남구,316,316.0,0.0,은마,76.79,202203,228000,2969,2022,3
198,강남구,316,316.0,0.0,은마,84.43,202204,265000,3138,2022,4
199,강남구,316,316.0,0.0,은마,76.79,202204,245000,3190,2022,4
200,강남구,316,316.0,0.0,은마,84.43,202204,262500,3109,2022,4
201,강남구,316,316.0,0.0,은마,84.43,202204,262500,3109,2022,4
202,강남구,316,316.0,0.0,은마,84.43,202204,262500,3109,2022,4
203,강남구,316,316.0,0.0,은마,76.79,202205,250000,3255,2022,5
204,강남구,316,316.0,0.0,은마,84.43,202205,270000,3197,2022,5
205,강남구,316,316.0,0.0,은마,76.79,202205,250000,3255,2022,5
206,강남구,316,316.0,0.0,은마,76.79,202205,254000,3307,2022,5
207,강남구,316,316.0,0.0,은마,76.79,202207,240000,3125,2022,7
208,강남구,316,316.0,0.0,은마,76.79,202207,248000,3229,2022,7
209,강남구,316,316.0,0.0,은마,84.43,202208,257000,3043,2022,8
210,강남구,316,316.0,0.0,은마,84.43,202209,250000,2961,2022,9
211,강남구,316,316.0,0.0,은마,76.79,202209,214000,2786,2022,9
212,강남구,316,316.0,0.0,은마,76.79,202210,199000,2591,2022,10
213,강남구,316,316.0,0.0,은마,84.43,202210,210000,2487,2022,10
214,강남구,316,316.0,0.0,은마,84.43,202211,235000,2783,2022,11
215,강남구,316,316.0,0.0,은마,76.79,202211,191500,2493,2022,11
216,강남구,316,316.0,0.0,은마,76.79,202211,177000,2304,2022,11
217,강남구,316,316.0,0.0,은마,84.43,202211,220000,2605,2022,11
218,강남구,316,316.0,0.0,은마,84.43,202211,215000,2546,2022,11
219,강남구,316,316.0,0.0,은마,84.43,202211,226000,2676,2022,11
220,강남구,316,316.0,0.0,은마,76.79,202212,185000,2409,2022,12
221,강남구,316,316.0,0.0,은마,76.79,202212,189500,2467,2022,12
222,강남구,316,316.0,0.0,은마,76.79,202212,187000,2435,2022,12
223,강남구,316,316.0,0.0,은마,76.79,202212,189000,2461,2022,12
224,강남구,316,316.0,0.0,은마,76.79,202212,190000,2474,2022,12
225,강남구,316,316.0,0.0,은마,76.79,202212,182500,2376,2022,12
226,강남구,316,316.0,0.0,은마,84.43,202212,220000,2605,2022,12
227,강남구,316,316.0,0.0,은마,84.43,202212,231000,2735,2022,12
228,강남구,316,316.0,0.0,은마,76.79,202212,182000,2370,2022,12
229,강남구,316,316.0,0.0,은마,76.79,202212,184500,2402,2022,12
230,강남구,316,316.0,0.0,은마,76.79,202212,184000,2396,2022,12
231,강남구,650,650.0,0.0,청암빌라트,163.8,202209,270000,1648,2022,9
232,강남구,650,650.0,0.0,청암빌라트,163.8,202209,270000,1648,2022,9
233,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),33.11,202202,38000,1147,2022,2
234,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),33.11,202202,43600,1316,2022,2
235,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),35.51,202203,42200,1188,2022,3
236,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),33.11,202203,34000,1026,2022,3
237,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),33.11,202204,39500,1192,2022,4
238,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),33.11,202205,39500,1192,2022,5
239,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),59.83,202205,91500,1529,2022,5
240,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),65.24,202206,85000,1302,2022,6
241,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),35.61,202206,42300,1187,2022,6
242,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),35.51,202208,42500,1196,2022,8
243,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),29.02,202208,37500,1292,2022,8
244,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),35.51,202210,44000,1239,2022,10
245,강남구,891-6,891.0,6.0,테헤란로대우아이빌(891-6),33.11,202211,39800,1202,2022,11
246,강남구,902,902.0,0.0,포스코더샵,139.54,202212,290000,2078,2022,12
247,강남구,511,511.0,0.0,한보미도맨션1,128.01,202204,390000,3046,2022,4
248,강남구,511,511.0,0.0,한보미도맨션1,128.01,202205,383500,2995,2022,5
249,강남구,511,511.0,0.0,한보미도맨션1,128.01,202206,383000,2991,2022,6
250,강남구,511,511.0,0.0,한보미도맨션1,128.01,202206,387000,3023,2022,6
251,강남구,511,511.0,0.0,한보미도맨션1,128.01,202206,387000,3023,2022,6
252,강남구,511,511.0,0.0,한보미도맨션2,190.47,202204,430000,2257,2022,4
253,강남구,511,511.0,0.0,한보미도맨션2,190.47,202205,507500,2664,2022,5
254,강남구,511,511.0,0.0,한보미도맨션2,126.33,202206,380000,3007,2022,6
255,강남구,511,511.0,0.0,한보미도맨션2,126.33,202206,380000,3007,2022,6
256,강남구,511,511.0,0.0,한보미도맨션2,126.33,202207,380000,3007,2022,7
257,강남구,992,992.0,0.0,현대1,84.27,202208,205000,2432,2022,8
258,강남구,193-67,193.0,67.0,PLUMHILLS,206.1,202207,210000,1018,2022,7
259,강남구,953-1,953.0,1.0,SK허브프리모,33.8,202201,37400,1106,2022,1
260,강남구,953-1,953.0,1.0,SK허브프리모,33.8,202202,36800,1088,2022,2
261,강남구,953-1,953.0,1.0,SK허브프리모,67.57,202204,84500,1250,2022,4
262,강남구,953-1,953.0,1.0,SK허브프리모,33.8,202204,40800,1207,2022,4
263,강남구,953-1,953.0,1.0,SK허브프리모,33.8,202208,38000,1124,2022,8
264,강남구,190-3,190.0,3.0,그랜빌캐슬,125.83,202203,130500,1037,2022,3
265,강남구,190-3,190.0,3.0,그랜빌캐슬,125.83,202205,208000,1653,2022,5
266,강남구,467-6,467.0,6.0,대림아크로빌,130.545,202202,277000,2121,2022,2
267,강남구,467-6,467.0,6.0,대림아크로빌,146.754,202203,295000,2010,2022,3
268,강남구,467-6,467.0,6.0,대림아크로빌,146.754,202205,285000,1942,2022,5
269,강남구,467-6,467.0,6.0,대림아크로빌,138.657,202206,300000,2163,2022,6
270,강남구,467-6,467.0,6.0,대림아크로빌,130.545,202208,216597,1659,2022,8
271,강남구,467-6,467.0,6.0,대림아크로빌,177.255,202212,260000,1466,2022,12
272,강남구,467-6,467.0,6.0,대림아크로빌,172.467,202212,260000,1507,2022,12
273,강남구,944-6,944.0,6.0,대명비발디,82.67,202211,99500,1203,2022,11
274,강남구,944-6,944.0,6.0,대명비발디,77.61,202212,96500,1243,2022,12
275,강남구,952,952.0,0.0,대우디오빌,25.89,202202,24000,926,2022,2
276,강남구,952,952.0,0.0,대우디오빌,31.81,202202,31100,977,2022,2
277,강남구,952,952.0,0.0,대우디오빌,25.89,202203,23800,919,2022,3
278,강남구,952,952.0,0.0,대우디오빌,31.81,202208,29900,939,2022,8
279,강남구,952,952.0,0.0,대우디오빌,25.89,202208,25650,990,2022,8
280,강남구,952,952.0,0.0,대우디오빌,25.89,202208,26000,1004,2022,8
281,강남구,952,952.0,0.0,대우디오빌,31.81,202210,30500,958,2022,10
282,강남구,543-7,543.0,7.0,도곡1차아이파크,130.259,202203,283000,2172,2022,3
283,강남구,543-7,543.0,7.0,도곡1차아이파크,84.122,202204,195000,2318,2022,4
284,강남구,543-7,543.0,7.0,도곡1차아이파크,130.259,202204,303000,2326,2022,4
285,강남구,543-7,543.0,7.0,도곡1차아이파크,130.259,202204,303000,2326,2022,4
286,강남구,543-7,543.0,7.0,도곡1차아이파크,130.259,202207,290000,2226,2022,7
287,강남구,970,970.0,0.0,도곡3차아이파크,187.215,202204,310000,1655,2022,4
288,강남구,970,970.0,0.0,도곡3차아이파크,181.381,202204,310000,1709,2022,4
289,강남구,970,970.0,0.0,도곡3차아이파크,187.215,202205,300000,1602,2022,5
290,강남구,527,527.0,0.0,도곡렉슬,84.9984,202203,313000,3682,2022,3
291,강남구,527,527.0,0.0,도곡렉슬,176.9924,202204,580000,3276,2022,4
292,강남구,527,527.0,0.0,도곡렉슬,84.9984,202205,313000,3682,2022,5
293,강남구,527,527.0,0.0,도곡렉슬,134.9023,202205,494000,3661,2022,5
294,강남구,527,527.0,0.0,도곡렉슬,84.9984,202206,310000,3647,2022,6
295,강남구,527,527.0,0.0,도곡렉슬,84.9984,202206,160000,1882,2022,6
296,강남구,527,527.0,0.0,도곡렉슬,176.9924,202206,550000,3107,2022,6
297,강남구,527,527.0,0.0,도곡렉슬,84.9984,202207,315000,3705,2022,7
298,강남구,527,527.0,0.0,도곡렉슬,84.9231,202207,299000,3520,2022,7
299,강남구,527,527.0,0.0,도곡렉슬,134.9023,202208,423000,3135,2022,8
300,강남구,527,527.0,0.0,도곡렉슬,84.9984,202208,315000,3705,2022,8
301,강남구,527,527.0,0.0,도곡렉슬,84.9231,202208,280000,3297,2022,8
302,강남구,527,527.0,0.0,도곡렉슬,59.9818,202209,240000,4001,2022,9
303,강남구,527,527.0,0.0,도곡렉슬,84.9984,202209,278000,3270,2022,9
304,강남구,514-3,514.0,3.0,도곡스타빌,53.81,202206,86000,1598,2022,6
305,강남구,933,933.0,0.0,도곡쌍용예가,107.53,202203,222000,2064,2022,3
306,강남구,933,933.0,0.0,도곡쌍용예가,107.53,202205,224000,2083,2022,5
307,강남구,933,933.0,0.0,도곡쌍용예가,207.52,202205,260000,1252,2022,5
308,강남구,934-10,934.0,10.0,도곡우성아파트,84.83,202203,210000,2475,2022,3
309,강남구,934-10,934.0,10.0,도곡우성아파트,84.83,202204,217000,2558,2022,4
310,강남구,934-10,934.0,10.0,도곡우성아파트,84.83,202205,225000,2652,2022,5
311,강남구,199-4,199.0,4.0,도곡지웰카운티101동,107.11,202203,190000,1773,2022,3
312,강남구,199-4,199.0,4.0,도곡지웰카운티101동,107.11,202204,180000,1680,2022,4
313,강남구,199-4,199.0,4.0,도곡지웰카운티101동,107.11,202212,183000,1708,2022,12
314,강남구,184-3,184.0,3.0,도곡현대힐스테이트105동,164.9,202203,225000,1364,2022,3
315,강남구,538-3,538.0,3.0,래미안도곡카운티,59.98,202202,225000,3751,2022,2
316,강남구,538-3,538.0,3.0,래미안도곡카운티,59.98,202202,225000,3751,2022,2
317,강남구,538-3,538.0,3.0,래미안도곡카운티,106.39,202203,344000,3233,2022,3
