,정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,위도,경도,수집일시,단축아이디,도시코드,도시명,gu
2966,SEB116000164,제중병원,,,,37.5036149,126.8866148,2021/09/16 07:31:03,17258.0,11,서울특별시,구로구
2967,SEB116000121,덕의초등학교,,,,37.5063377,126.8594403,2021/09/16 07:31:03,17211.0,11,서울특별시,구로구
2968,SEB116900084,보람아파트,,,,37.4862853,126.8968737,2021/09/16 07:31:03,17503.0,11,서울특별시,구로구
2969,SEB116000011,경인중학교.개봉사거리,,,,37.4973517,126.8555213,2021/09/16 07:31:03,17011.0,11,서울특별시,구로구
2970,SEB116900306,항동우남퍼스트빌,,,,37.4769588,126.8195067,2021/09/16 07:31:03,17151.0,11,서울특별시,구로구
2971,SEB116900219,구로시장.남구로시장입구,,,,37.4907661,126.883867,2021/09/16 07:31:03,17958.0,11,서울특별시,구로구
2972,SEB116900227,마젤란아파트.예인학원앞,,,,37.5044112,126.8633574,2021/09/16 07:31:03,17617.0,11,서울특별시,구로구
2973,SEB116900234,큰굴다리,,,,37.4993066,126.847276,2021/09/16 07:31:03,17713.0,11,서울특별시,구로구
2974,SEB116000044,퀸즈빌,,,,37.4873828,126.8329704,2021/09/16 07:31:03,17130.0,11,서울특별시,구로구
2975,SEB114000128,목동아파트11단지(1117동),,,,37.5071106,126.8599976,2021/09/16 07:31:03,15231.0,11,서울특별시,구로구
2976,SEB116000118,대원주유소,,,,37.4873583,126.8561852,2021/09/16 07:31:03,17208.0,11,서울특별시,구로구
2977,SEB116900100,개봉3동주민센터,,,,37.4861608,126.8540163,2021/09/16 07:31:03,17488.0,11,서울특별시,구로구
2978,SEB116900062,우신중.고후문,,,,37.4960073,126.8255107,2021/09/16 07:31:03,17533.0,11,서울특별시,구로구
2979,SEB116900057,경남아파트앞,,,,37.5039155,126.8564113,2021/09/16 07:31:03,17541.0,11,서울특별시,구로구
2980,SEB116900301,에이스하이엔드타워1차,,,,37.4811169,126.8930228,2021/09/16 07:31:03,17638.0,11,서울특별시,구로구
2981,SEB116900171,대상APT,,,,37.4819053,126.8499946,2021/09/16 07:31:03,17887.0,11,서울특별시,구로구
2982,SEB116900307,항동중학교,,,,37.4826733,126.8217726,2021/09/16 07:31:03,17535.0,11,서울특별시,구로구
2983,SEB116900126,1호선구일역,,,,37.4952173,126.8722148,2021/09/16 07:31:03,17954.0,11,서울특별시,구로구
2984,SEB116000025,구로구청,,,,37.4945619,126.8879268,2021/09/16 07:31:03,17111.0,11,서울특별시,구로구
2985,SEB116900174,동삼빌라,,,,37.4871985,126.8239763,2021/09/16 07:31:03,17846.0,11,서울특별시,구로구
2986,SEB116000068,구로역,,,,37.50455,126.882277,2021/09/16 07:31:03,17154.0,11,서울특별시,구로구
2987,SEB116900009,작은굴다리,,,,37.5029295,126.845529,2021/09/16 07:31:03,17673.0,11,서울특별시,구로구
2988,SEB116000156,연세중앙교회,,,,37.4933027,126.8359813,2021/09/16 07:31:03,17248.0,11,서울특별시,구로구
2989,SEB116900265,서울남부교정시설입구,,,,37.476656,126.8414223,2021/09/16 07:31:03,17459.0,11,서울특별시,구로구
2990,SEB116000101,정진학교.온수힐스테이트아파트,,,,37.4969745,126.8221461,2021/09/16 07:31:03,17187.0,11,서울특별시,구로구
2991,SEB116900276,천왕역4번출구,,,,37.4859413,126.8393714,2021/09/16 07:31:03,17202.0,11,서울특별시,구로구
2992,SEB116900243,천왕이펜하우스1단지,,,,37.4856296,126.8377361,2021/09/16 07:31:03,17983.0,11,서울특별시,구로구
2993,SEB116900259,삼덕마을입구,,,,37.5073408,126.8501021,2021/09/16 07:31:03,17406.0,11,서울특별시,구로구
2994,SEB116000057,쌍용구로정비사업소,,,,37.4995738,126.8823344,2021/09/16 07:31:03,17143.0,11,서울특별시,구로구
2995,SEB116900059,금강수목원아파트정문.동도아트빌,,,,37.4892249,126.8325389,2021/09/16 07:31:03,17539.0,11,서울특별시,구로구
2996,SEB116000565,천왕역1번출구,,,,37.4858051,126.8390523,2021/09/16 07:31:03,17600.0,11,서울특별시,구로구
2997,SEB116000629,항동복합행정센터,,,,37.4797642,126.8221458,2021/09/16 07:31:03,17362.0,11,서울특별시,구로구
2998,SEB116900093,구로디지털단지역,,,,37.4844843,126.9014954,2021/09/16 07:31:03,17472.0,11,서울특별시,구로구
2999,SEB116000143,개봉역,,,,37.4933872,126.8573362,2021/09/16 07:31:03,17234.0,11,서울특별시,구로구
3000,SEB116000130,용두연립,,,,37.4990015,126.8517949,2021/09/16 07:31:03,17220.0,11,서울특별시,구로구
3001,SEB116900002,SK허브수.구로우성APT,,,,37.4956839,126.8738018,2021/09/16 07:31:03,17690.0,11,서울특별시,구로구
3002,SEB116900261,그랜드아파트.홍진연립,,,,37.5078617,126.8479791,2021/09/16 07:31:03,17408.0,11,서울특별시,구로구
3003,SEB116900137,영림중학교,,,,37.4976174,126.8916635,2021/09/16 07:31:03,17937.0,11,서울특별시,구로구
3004,SEB116900015,삼원목욕탕,,,,37.50471,126.8461848,2021/09/16 07:31:03,17594.0,11,서울특별시,구로구
3005,SEB115900029,강서구립봉제산어르신복지센터,,,,37.5417729,126.8502912,2021/09/16 07:31:03,16554.0,11,서울특별시,강서구
3006,SEB115900090,정은파크빌,,,,37.5400282,126.8515067,2021/09/16 07:31:03,16599.0,11,서울특별시,강서구
3007,SEB115000118,명덕고등학교.웰튼병원,,,,37.5531204,126.8367014,2021/09/16 07:31:03,16215.0,11,서울특별시,강서구
3008,SEB115900020,서광아파트,,,,37.5788332,126.8194426,2021/09/16 07:31:03,16503.0,11,서울특별시,강서구
3009,SEB115000180,서남환경공원,,,,37.5732822,126.8233293,2021/09/16 07:31:03,16277.0,11,서울특별시,강서구
3010,SEB115000064,국립항공박물관.공항동천주교회,,,,37.555152,126.811943,2021/09/16 07:31:03,16161.0,11,서울특별시,강서구
3011,SEB115900194,마곡수명산파크5단지.6단지,,,,37.5514084,126.8253974,2021/09/16 07:31:03,16929.0,11,서울특별시,강서구
3012,SEB115900113,성심사,,,,37.5336487,126.8539521,2021/09/16 07:31:03,16870.0,11,서울특별시,강서구
3013,SEB115900171,등촌3동성당사거리,,,,37.5589634,126.8456364,2021/09/16 07:31:03,16966.0,11,서울특별시,강서구
3014,SEB115000937,마곡나루역5번출구.서울식물원,,,,37.5650503,126.8274942,2021/09/16 07:31:03,16386.0,11,서울특별시,강서구
3015,SEB115000234,강서구청별관,,,,37.561162,126.859807,2021/09/16 07:31:03,16332.0,11,서울특별시,강서구
3016,SEB115900086,송화시장,,,,37.5479822,126.8352516,2021/09/16 07:31:03,16718.0,11,서울특별시,강서구
3017,SEB115900214,약수터,,,,37.5387776,126.8516393,2021/09/16 07:31:03,16489.0,11,서울특별시,강서구
3018,SEB115900043,삼천리아파트,,,,37.556174,126.8698493,2021/09/16 07:31:03,16536.0,11,서울특별시,강서구
3019,SEB115000027,방화2동청성아파트앞,,,,37.5669761,126.8116149,2021/09/16 07:31:03,16123.0,11,서울특별시,강서구
3020,SEB115000321,개화역광역환승센터,,,,37.57822,126.797978,2021/09/16 07:31:03,16435.0,11,서울특별시,강서구
3021,SEB115000587,태영송화아파트,,,,37.5538754,126.8675138,2021/09/16 07:31:03,16855.0,11,서울특별시,강서구
3022,SEB115900069,등촌현대아파트,,,,37.5566172,126.8550855,2021/09/16 07:31:03,16564.0,11,서울특별시,강서구
3023,SEB115000075,상사마을,,,,37.58182,126.798335,2021/09/16 07:31:03,16172.0,11,서울특별시,강서구
3024,SEB115900038,곰달래아파트,,,,37.5297942,126.8572148,2021/09/16 07:31:03,16542.0,11,서울특별시,강서구
3025,SEB115900159,롯데3차APT,,,,37.5527406,126.8464573,2021/09/16 07:31:03,16956.0,11,서울특별시,강서구
3026,SEB115000925,화원중학교,,,,37.537794,126.8409157,2021/09/16 07:31:03,16100.0,11,서울특별시,강서구
3027,SEB115900246,한서고등학교.보람아파트,,,,37.5748665,126.8114926,2021/09/16 07:31:03,16540.0,11,서울특별시,강서구
3028,SEB115900222,화곡탑건진선미아파트,,,,37.5361311,126.8466849,2021/09/16 07:31:03,16481.0,11,서울특별시,강서구
3029,SEB115000154,태영.삼성한사랑아파트,,,,37.5550652,126.8654574,2021/09/16 07:31:03,16251.0,11,서울특별시,강서구
3030,SEB115900030,은창아파트,,,,37.5291208,126.8518066,2021/09/16 07:31:03,16553.0,11,서울특별시,강서구
3031,SEB115900026,강서구청입구,,,,37.5532043,126.8496141,2021/09/16 07:31:03,16557.0,11,서울특별시,강서구
3032,SEB115900094,삼거리,,,,37.5373368,126.8502333,2021/09/16 07:31:03,16593.0,11,서울특별시,강서구
3033,SEB115000043,강서구청.한국건강관리협회,,,,37.5526279,126.8505841,2021/09/16 07:31:03,16139.0,11,서울특별시,강서구
3034,SEB115000941,서울식물원.숲문화학교,,,,37.5663239,126.8340419,2021/09/16 07:31:03,16107.0,11,서울특별시,강서구
3035,SEB115000015,발산역4번출구,,,,37.558627,126.8392815,2021/09/16 07:31:03,16111.0,11,서울특별시,강서구
3036,SEB115900261,마곡엠밸리3단지입구,,,,37.5679653,126.8193616,2021/09/16 07:31:03,16627.0,11,서울특별시,강서구
3037,SEB115000049,화곡본동시장,,,,37.5431786,126.8426281,2021/09/16 07:31:03,16145.0,11,서울특별시,강서구
3038,SEB115000039,가양역.마포중고등학교,,,,37.5589275,126.8542038,2021/09/16 07:31:03,16135.0,11,서울특별시,강서구
3039,SEB115000110,화곡역1번출구,,,,37.5425979,126.8396791,2021/09/16 07:31:03,16207.0,11,서울특별시,강서구
3040,SEB115900077,봉제산정상,,,,37.5365394,126.8517784,2021/09/16 07:31:03,16814.0,11,서울특별시,강서구
3041,SEB115000641,마곡엠밸리4단지,,,,37.568821,126.8250401,2021/09/16 07:31:03,16705.0,11,서울특별시,강서구
3042,SEB115000913,마곡엠밸리11.12단지,,,,37.5601213,126.8214569,2021/09/16 07:31:03,16401.0,11,서울특별시,강서구
3043,SEB115000899,마곡나루역1번출구,,,,37.5669558,126.8265562,2021/09/16 07:31:03,16399.0,11,서울특별시,강서구
3044,SEB115900192,서울자동차학원,,,,37.5469045,126.8215963,2021/09/16 07:31:03,16905.0,11,서울특별시,강서구
3045,SEB115000609,핑크힐병원,,,,37.5493147,126.8755585,2021/09/16 07:31:03,16450.0,11,서울특별시,강서구
3046,SEB115900014,백연공원,,,,37.5506285,126.8520877,2021/09/16 07:31:03,16511.0,11,서울특별시,강서구
3047,SEB115900061,금호APT,,,,37.5742938,126.8369597,2021/09/16 07:31:03,16573.0,11,서울특별시,강서구
3048,SEB115000119,명덕고등학교.웰튼병원,,,,37.5532912,126.8363717,2021/09/16 07:31:03,16216.0,11,서울특별시,강서구
3049,SEB115000099,화곡동대림아파트.화곡중앙시장,,,,37.5340439,126.8383894,2021/09/16 07:31:03,16196.0,11,서울특별시,강서구
3050,SEB115900265,프라임마트,,,,37.5729798,126.8183981,2021/09/16 07:31:03,16631.0,11,서울특별시,강서구
3051,SEB115000936,마곡나루역4번출구.서울식물원,,,,37.5650522,126.8278114,2021/09/16 07:31:03,16385.0,11,서울특별시,강서구
3052,SEB115000943,LG사이언스파크,,,,37.5631773,126.8342135,2021/09/16 07:31:03,16613.0,11,서울특별시,강서구
3053,SEB115900139,황제참치,,,,37.5527741,126.8514757,2021/09/16 07:31:03,16915.0,11,서울특별시,강서구
3054,SEB115900004,정곡초교,,,,37.5757574,126.8192213,2021/09/16 07:31:03,16527.0,11,서울특별시,강서구
3055,SEB115900041,본동시장,,,,37.5428311,126.84422,2021/09/16 07:31:03,16538.0,11,서울특별시,강서구
3056,SEB115000919,롯데R&D센터,,,,37.5700686,126.8288334,2021/09/16 07:31:03,16700.0,11,서울특별시,강서구
3057,SEB115900223,까치시장,,,,37.5337426,126.8462779,2021/09/16 07:31:03,16480.0,11,서울특별시,강서구
3058,SEB115000134,한보구암마을아파트,,,,37.5687785,126.8487304,2021/09/16 07:31:03,16231.0,11,서울특별시,강서구
3059,SEB115900179,대영마트,,,,37.5405981,126.8511434,2021/09/16 07:31:03,16677.0,11,서울특별시,강서구
3060,SEB115900271,마곡13단지힐스테이트후문,,,,37.5565548,126.8185665,2021/09/16 07:31:03,16402.0,11,서울특별시,강서구
3061,SEB115900110,현대빌라,,,,37.5344344,126.8538521,2021/09/16 07:31:03,16876.0,11,서울특별시,강서구
3062,SEB115000055,외발산신광명마을,,,,37.5460645,126.8215259,2021/09/16 07:31:03,16151.0,11,서울특별시,강서구
3063,SEB115900164,벽산아파트,,,,37.5755602,126.8366173,2021/09/16 07:31:03,16568.0,11,서울특별시,강서구
3064,SEB115000167,서울서진학교,,,,37.5660563,126.8501204,2021/09/16 07:31:03,16264.0,11,서울특별시,강서구
3065,SEB115900241,염창동주민센터,,,,37.5537821,126.8710419,2021/09/16 07:31:03,16462.0,11,서울특별시,강서구
3066,SEB115000212,양천향교역,,,,37.5674326,126.8408028,2021/09/16 07:31:03,16309.0,11,서울특별시,강서구
3067,SEB115900248,방화동동부센트레빌아파트,,,,37.5732891,126.8139764,2021/09/16 07:31:03,16592.0,11,서울특별시,강서구
3068,SEB115000252,우장산동주민센터,,,,37.5480241,126.8415089,2021/09/16 07:31:03,16351.0,11,서울특별시,강서구
3069,SEB115900242,마곡역,,,,37.5623832,126.8278268,2021/09/16 07:31:03,16635.0,11,서울특별시,강서구
3070,SEB115900274,마곡엠밸리14단지,,,,37.5583533,126.8248516,2021/09/16 07:31:03,16539.0,11,서울특별시,강서구
3071,SEB115000061,공항동송정중학교,,,,37.552778,126.815117,2021/09/16 07:31:03,16158.0,11,서울특별시,강서구
3072,SEB115000246,등촌주공9단지,,,,37.561643,126.850602,2021/09/16 07:31:03,16344.0,11,서울특별시,강서구
3073,SEB115900251,길훈아파트,,,,37.5687313,126.8224296,2021/09/16 07:31:03,16603.0,11,서울특별시,강서구
3074,SEB115900049,강서노인회관,,,,37.5545324,126.8399795,2021/09/16 07:31:03,16586.0,11,서울특별시,강서구
3075,SEB115000638,화곡역7번출구,,,,37.5412701,126.8386545,2021/09/16 07:31:03,16878.0,11,서울특별시,강서구
3076,SEB115000114,화곡중고등학교,,,,37.5471796,126.8361316,2021/09/16 07:31:03,16211.0,11,서울특별시,강서구
3077,SEB115900258,강서세무서,,,,37.5622234,126.8221935,2021/09/16 07:31:03,16623.0,11,서울특별시,강서구
3078,SEB115900071,벽산아파트,,,,37.575564,126.8367589,2021/09/16 07:31:03,16562.0,11,서울특별시,강서구
3079,SEB115900200,우장산월드메르디앙아파트,,,,37.5546252,126.8379443,2021/09/16 07:31:03,16946.0,11,서울특별시,강서구
3080,SEB115900022,염창역1번출구.강서평생학습관,,,,37.5472979,126.8737556,2021/09/16 07:31:03,16500.0,11,서울특별시,강서구
3081,SEB115900121,롯데2차,,,,37.5543709,126.8404847,2021/09/16 07:31:03,16950.0,11,서울특별시,강서구
3082,SEB115900191,마곡수명산파크3단지.4단지,,,,37.5517452,126.8252405,2021/09/16 07:31:03,16885.0,11,서울특별시,강서구
3083,SEB115000603,김포공항국내선,,,,37.5585727,126.8044802,2021/09/16 07:31:03,16829.0,11,서울특별시,강서구
3084,SEB115900220,빨래세탁소,,,,37.5370327,126.8491906,2021/09/16 07:31:03,16483.0,11,서울특별시,강서구
3085,SEB115900219,주영렉스빌,,,,37.5358298,126.8549832,2021/09/16 07:31:03,16488.0,11,서울특별시,강서구
3086,SEB115000267,삼정그린코아아파트,,,,37.571596,126.8117011,2021/09/16 07:31:03,16373.0,11,서울특별시,강서구
3087,SEB115000054,화곡푸르지오,,,,37.5401506,126.8344789,2021/09/16 07:31:03,16150.0,11,서울특별시,강서구
3088,SEB115900107,화곡보람3차아파트,,,,37.5363953,126.8583824,2021/09/16 07:31:03,16887.0,11,서울특별시,강서구
3089,SEB115000920,롯데R&D센터,,,,37.5699126,126.8278669,2021/09/16 07:31:03,16608.0,11,서울특별시,강서구
3090,SEB115900275,마곡엠밸리11.12단지상가,,,,37.5587446,126.8211341,2021/09/16 07:31:03,16546.0,11,서울특별시,강서구
3091,SEB115000070,개화2치안센터,,,,37.575195,126.8026,2021/09/16 07:31:03,16167.0,11,서울특별시,강서구
3092,SEB115900009,관음삼성.보람더하임아파트,,,,37.5524224,126.8703832,2021/09/16 07:31:03,16519.0,11,서울특별시,강서구
3093,SEB115000148,염창동아3차아파트.나이아가라호텔,,,,37.5491222,126.8776265,2021/09/16 07:31:03,16245.0,11,서울특별시,강서구
3094,SEB115900144,골목시장,,,,37.5484752,126.8502246,2021/09/16 07:31:03,16903.0,11,서울특별시,강서구
3095,SEB115900025,등촌강변샤르망오피스텔,,,,37.5586247,126.8571485,2021/09/16 07:31:03,16558.0,11,서울특별시,강서구
3096,SEB115000320,개화역광역환승센터,,,,37.57845,126.797811,2021/09/16 07:31:03,16434.0,11,서울특별시,강서구
3097,SEB115900175,화곡유치원,,,,37.5444216,126.8461326,2021/09/16 07:31:03,16533.0,11,서울특별시,강서구
3098,SEB115900056,발산어린이집,,,,37.5543671,126.8416539,2021/09/16 07:31:03,16578.0,11,서울특별시,강서구
3099,SEB115900052,개나리슈퍼,,,,37.5365203,126.8480295,2021/09/16 07:31:03,16583.0,11,서울특별시,강서구
3100,SEB115000090,KT강서지사,,,,37.5299538,126.847881,2021/09/16 07:31:03,16187.0,11,서울특별시,강서구
3101,SEB114000270,신월동기점,,,,37.5298458,126.8384867,2021/09/16 07:31:03,15377.0,11,서울특별시,강서구
3102,SEB115000915,대한항공.메이필드호텔,,,,37.5495108,126.8168622,2021/09/16 07:31:03,16157.0,11,서울특별시,강서구
3103,SEB115900199,강서노인회관,,,,37.5544705,126.8395111,2021/09/16 07:31:03,16948.0,11,서울특별시,강서구
3104,SEB115900082,화곡중.고등학교,,,,37.5479819,126.8331216,2021/09/16 07:31:03,16729.0,11,서울특별시,강서구
3105,SEB115000303,마곡수명산파크5단지6단지,,,,37.5514716,126.8254494,2021/09/16 07:31:03,16417.0,11,서울특별시,강서구
3106,SEB115000065,공항동지하도입구,,,,37.559087,126.808185,2021/09/16 07:31:03,16162.0,11,서울특별시,강서구
3107,SEB115900152,등촌미주.진로아파트,,,,37.5599069,126.8477466,2021/09/16 07:31:03,16965.0,11,서울특별시,강서구
3108,SEB115900280,화곡보람2차아파트,,,,37.5540028,126.8542066,2021/09/16 07:31:03,16911.0,11,서울특별시,강서구
3109,SEB115000050,화곡본동시장,,,,37.5433434,126.8432514,2021/09/16 07:31:03,16146.0,11,서울특별시,강서구
3110,SEB115900079,거성빌라,,,,37.5422678,126.8490228,2021/09/16 07:31:03,16778.0,11,서울특별시,강서구
3111,SEB115900039,한마음아파트,,,,37.5550445,126.8678151,2021/09/16 07:31:03,16541.0,11,서울특별시,강서구
3112,SEB115000588,강서구청사거리.서울디지털대학교,,,,37.5547564,126.8557818,2021/09/16 07:31:03,16007.0,11,서울특별시,강서구
3113,SEB115000139,대림경동아파트,,,,37.565588,126.8532162,2021/09/16 07:31:03,16236.0,11,서울특별시,강서구
3114,SEB115900032,한국건강관리협회,,,,37.5538251,126.8509971,2021/09/16 07:31:03,16551.0,11,서울특별시,강서구
3115,SEB115000284,발산역7번출구,,,,37.5578843,126.8378252,2021/09/16 07:31:03,16393.0,11,서울특별시,강서구
3116,SEB115000635,공항중학교.공항초등학교,,,,37.5607246,126.8158007,2021/09/16 07:31:03,16016.0,11,서울특별시,강서구
3117,SEB115900063,까치시장,,,,37.5335405,126.8460803,2021/09/16 07:31:03,16571.0,11,서울특별시,강서구
3118,SEB115000081,목동사거리,,,,37.5327627,126.8635117,2021/09/16 07:31:03,16178.0,11,서울특별시,강서구
3119,SEB115900204,생태공원,,,,37.5834824,126.8185765,2021/09/16 07:31:03,16962.0,11,서울특별시,강서구
3120,SEB115000901,마곡역,,,,37.561329,126.827173,2021/09/16 07:31:03,16398.0,11,서울특별시,강서구
3121,SEB115900234,에이엔케슬,,,,37.537136,126.8591686,2021/09/16 07:31:03,16466.0,11,서울특별시,강서구
3122,SEB115000259,강서힐스테이트아파트,,,,37.547853,126.836963,2021/09/16 07:31:03,16364.0,11,서울특별시,강서구
3123,SEB115000322,방화2동청성아파트,,,,37.5665639,126.8118933,2021/09/16 07:31:03,16436.0,11,서울특별시,강서구
3124,SEB115900096,안골공원,,,,37.5359315,126.851259,2021/09/16 07:31:03,16589.0,11,서울특별시,강서구
3125,SEB115900210,수명중고등학교,,,,37.5493024,126.8240952,2021/09/16 07:31:03,16491.0,11,서울특별시,강서구
3126,SEB115000032,한서고등학교.보람아파트,,,,37.57483,126.811733,2021/09/16 07:31:03,16128.0,11,서울특별시,강서구
3127,SEB115000624,송정중학교후문,,,,37.5545212,126.8162042,2021/09/16 07:31:03,16453.0,11,서울특별시,강서구
3128,SEB115000142,가양3동도시개발6단지아파트,,,,37.5629463,126.8579043,2021/09/16 07:31:03,16239.0,11,서울특별시,강서구
3129,SEB115000243,제일성심병원,,,,37.5471216,126.8459177,2021/09/16 07:31:03,16341.0,11,서울특별시,강서구
3130,SEB115000633,송정역,,,,37.5613497,126.8110722,2021/09/16 07:31:03,16015.0,11,서울특별시,강서구
3131,SEB115000133,가양2단지성지아파트.동양고등학교,,,,37.5694809,126.8476422,2021/09/16 07:31:03,16230.0,11,서울특별시,강서구
3132,SEB115000643,신방화역4번출구.마곡중학교,,,,37.5675019,126.8200532,2021/09/16 07:31:03,16703.0,11,서울특별시,강서구
3133,SEB115000147,가양도시개발9단지.세현고등학교,,,,37.5597184,126.8638406,2021/09/16 07:31:03,16244.0,11,서울특별시,강서구
3134,SEB115000153,염창동관음삼성아파트,,,,37.5529295,126.8693581,2021/09/16 07:31:03,16250.0,11,서울특별시,강서구
3135,SEB115900118,청송평화아파트,,,,37.5352704,126.8536875,2021/09/16 07:31:03,16863.0,11,서울특별시,강서구
3136,SEB115900116,수명산파크1단지,,,,37.5534189,126.829825,2021/09/16 07:31:03,16867.0,11,서울특별시,강서구
3137,SEB115900003,등촌9단지,,,,37.5614067,126.8487623,2021/09/16 07:31:03,16523.0,11,서울특별시,강서구
3138,SEB115900149,태창아파트,,,,37.5379488,126.8508667,2021/09/16 07:31:03,16971.0,11,서울특별시,강서구
3139,SEB115900254,마곡나루역,,,,37.566753,126.8256738,2021/09/16 07:31:03,16616.0,11,서울특별시,강서구
3140,SEB115900172,등촌동주공9단지,,,,37.5629182,126.849752,2021/09/16 07:31:03,16977.0,11,서울특별시,강서구
3141,SEB115900035,삼성아파트,,,,37.5294337,126.8542115,2021/09/16 07:31:03,16547.0,11,서울특별시,강서구
3142,SEB115000078,등촌2동주민센터.등촌동대림아파트,,,,37.5419424,126.8629698,2021/09/16 07:31:03,16175.0,11,서울특별시,강서구
3143,SEB115000131,가양한강타운아파트,,,,37.5705058,126.8438103,2021/09/16 07:31:03,16228.0,11,서울특별시,강서구
3144,SEB115000249,등현초등학교,,,,37.561208,126.846958,2021/09/16 07:31:03,16347.0,11,서울특별시,강서구
3145,SEB115000262,강서구민올림픽체육센터,,,,37.559795,126.850322,2021/09/16 07:31:03,16367.0,11,서울특별시,강서구
3146,SEB115000005,등촌중학교.백석초등학교,,,,37.5526278,126.8615536,2021/09/16 07:31:03,16005.0,11,서울특별시,강서구
3147,SEB115900155,서광아파트,,,,37.5788326,126.8196509,2021/09/16 07:31:03,16961.0,11,서울특별시,강서구
3148,SEB115900206,우성아파트앞,,,,37.5555155,126.8708997,2021/09/16 07:31:03,16495.0,11,서울특별시,강서구
3149,SEB115000188,방화사거리,,,,37.5730855,126.8104923,2021/09/16 07:31:03,16285.0,11,서울특별시,강서구
3150,SEB115000059,강서농수산물도매시장,,,,37.55187,126.81998,2021/09/16 07:31:03,16155.0,11,서울특별시,강서구
3151,SEB115900134,수명산파크7단지상가,,,,37.547383,126.8222346,2021/09/16 07:31:03,16923.0,11,서울특별시,강서구
3152,SEB115900228,곰달래아파트,,,,37.529515,126.8565274,2021/09/16 07:31:03,16475.0,11,서울특별시,강서구
3153,SEB115000311,화곡2동주민센터,,,,37.5311663,126.8547625,2021/09/16 07:31:03,16425.0,11,서울특별시,강서구
3154,SEB115000196,등촌3동5단지아파트.등촌고등학교,,,,37.561745,126.84519,2021/09/16 07:31:03,16293.0,11,서울특별시,강서구
3155,SEB115000242,문성유치원,,,,37.5467844,126.8443894,2021/09/16 07:31:03,16340.0,11,서울특별시,강서구
3156,SEB115000934,다솔마을.강서농수산물도매시장,,,,37.5548179,126.8198769,2021/09/16 07:31:03,16302.0,11,서울특별시,강서구
3157,SEB115900278,백연공원,,,,37.5511346,126.8527154,2021/09/16 07:31:03,16908.0,11,서울특별시,강서구
3158,SEB115000900,마곡역,,,,37.5612219,126.8268822,2021/09/16 07:31:03,16397.0,11,서울특별시,강서구
3159,SEB115000063,국립항공박물관.공항동천주교회,,,,37.555638,126.811917,2021/09/16 07:31:03,16160.0,11,서울특별시,강서구
3160,SEB115900089,약수터,,,,37.5381682,126.8514108,2021/09/16 07:31:03,16637.0,11,서울특별시,강서구
3161,SEB115900182,SK브로드밴드강서방송,,,,37.5478099,126.8492843,2021/09/16 07:31:03,16526.0,11,서울특별시,강서구
3162,SEB115000010,하이웨이주유소.KC대학교,,,,37.5544421,126.8558775,2021/09/16 07:31:03,16106.0,11,서울특별시,강서구
3163,SEB115000644,마곡엠밸리7단지.712동,,,,37.5672382,126.8235422,2021/09/16 07:31:03,16702.0,11,서울특별시,강서구
3164,SEB115900021,하이웨이주유소,,,,37.5544571,126.8541661,2021/09/16 07:31:03,16502.0,11,서울특별시,강서구
3165,SEB115000187,방화동동부센트레빌아파트,,,,37.573528,126.814217,2021/09/16 07:31:03,16284.0,11,서울특별시,강서구
3166,SEB115000127,서울강서우체국,,,,37.5645673,126.8400518,2021/09/16 07:31:03,16224.0,11,서울특별시,강서구
3167,SEB115000088,화곡8동주민센터.까치산시장,,,,37.5305885,126.84882,2021/09/16 07:31:03,16185.0,11,서울특별시,강서구
3168,SEB115000179,서남물재생센터,,,,37.5726869,126.8272995,2021/09/16 07:31:03,16276.0,11,서울특별시,강서구
3169,SEB115900269,동아1.2차아파트,,,,37.5546415,126.8717735,2021/09/16 07:31:03,16636.0,11,서울특별시,강서구
3170,SEB115000160,가양역.현대프린스텔,,,,37.5602196,126.8563497,2021/09/16 07:31:03,16257.0,11,서울특별시,강서구
3171,SEB115000241,우장산동주민센터,,,,37.5478333,126.8416541,2021/09/16 07:31:03,16339.0,11,서울특별시,강서구
3172,SEB115900163,발산어린이집,,,,37.5542696,126.8415567,2021/09/16 07:31:03,16952.0,11,서울특별시,강서구
3173,SEB115900128,변전소,,,,37.5707078,126.8378902,2021/09/16 07:31:03,16932.0,11,서울특별시,강서구
3174,SEB115900092,태창아파트,,,,37.5375766,126.850856,2021/09/16 07:31:03,16597.0,11,서울특별시,강서구
3175,SEB115000009,KC대학교.강서LG베스트샵,,,,37.5548954,126.8559083,2021/09/16 07:31:03,16105.0,11,서울특별시,강서구
3176,SEB115900180,대통마트,,,,37.5348868,126.8561245,2021/09/16 07:31:03,16858.0,11,서울특별시,강서구
3177,SEB115000319,방화2동우촌연립,,,,37.5701349,126.8117126,2021/09/16 07:31:03,16433.0,11,서울특별시,강서구
3178,SEB115000634,송정역,,,,37.5613708,126.8095961,2021/09/16 07:31:03,16014.0,11,서울특별시,강서구
3179,SEB115900183,콘티넨탈호텔,,,,37.5540907,126.8522416,2021/09/16 07:31:03,16918.0,11,서울특별시,강서구
3180,SEB115900262,마곡중학교정문,,,,37.5686373,126.8208224,2021/09/16 07:31:03,16628.0,11,서울특별시,강서구
3181,SEB115900017,정곡초교,,,,37.5760007,126.8186173,2021/09/16 07:31:03,16507.0,11,서울특별시,강서구
