,NODE_ID,NODE_NM,NODE_TP,CENTER_YN,ADMIN_NM,REMARK,NODE_CL,NODE_SUB_TP,NODE_ENM,위도,경도,CITY_CD,DISTRICT_ID,COLLECTD_TIME,ORG_ID,ADMIN_ID,OFFSET,DIRECTION,DOWNTOWN_YN,NODE_MOBILE_ID,CITY_CODE,도시명,gu
0,SEB101000038,시청.서소문청사,,,,,,,,37.5635248,126.9749539,,,2020-09-24 07:32:12,,,,,,2135.0,11,서울특별시,중구
1,SEB101000130,동대문역사문화공원,,,,,,,,37.5654113,127.0091092,,,2020-09-24 07:32:12,,,,,,2235.0,11,서울특별시,중구
2,SEB101000011,"서울의료보건고등학교,서울역서부",,,,,,,,37.5565519,126.9679392,,,2020-09-24 07:32:12,,,,,,2103.0,11,서울특별시,중구
3,SEB101000010,손기정체육공원입구,,,,,,,,37.5544459,126.9662339,,,2020-09-24 07:32:12,,,,,,2102.0,11,서울특별시,중구
4,SEB101000263,서울스퀘어앞,,,,,,,,37.5553416,126.9732317,,,2020-09-24 07:32:12,,,,,,2282.0,11,서울특별시,중구
5,SEB101000165,광희문.광희동사거리,,,,,,,,37.5645499,127.008611,,,2020-09-24 07:32:12,,,,,,2274.0,11,서울특별시,중구
6,SEB101000125,청계8가.영도교,,,,,,,,37.5706509,127.0188253,,,2020-09-24 07:32:12,,,,,,2230.0,11,서울특별시,중구
7,SEB101000108,청구역,,,,,,,,37.5599303,127.0142191,,,2020-09-24 07:32:12,,,,,,2212.0,11,서울특별시,중구
8,SEB101000109,동화동,,,,,,,,37.559937,127.0183371,,,2020-09-24 07:32:12,,,,,,2213.0,11,서울특별시,중구
9,SEB101000107,청구역,,,,,,,,37.55996,127.0146561,,,2020-09-24 07:32:12,,,,,,2211.0,11,서울특별시,중구
10,SEB101000261,동대문디자인플라자,,,,,,,,37.5677007,127.0119962,,,2020-09-24 07:32:12,,,,,,2280.0,11,서울특별시,중구
11,SEB101000006,서울역버스환승센터,,,,,,,,37.5554794,126.9728547,,,2020-09-24 07:32:12,,,,,,2006.0,11,서울특별시,중구
12,SEB101000035,시청앞,,,,,,,,37.5627627,126.9761159,,,2020-09-24 07:32:12,,,,,,2132.0,11,서울특별시,중구
13,SEB101000023,숭례문.한국일보,,,,,,,,37.5587713,126.9737375,,,2020-09-24 07:32:12,,,,,,2118.0,11,서울특별시,중구
14,SEB101000071,광희동,,,,,,,,37.5650528,127.0072096,,,2020-09-24 07:32:12,,,,,,2170.0,11,서울특별시,중구
15,SEB101000057,을지로입구.로얄호텔,,,,,,,,37.5658757,126.9853902,,,2020-09-24 07:32:12,,,,,,2156.0,11,서울특별시,중구
16,SEB101000070,을지로6가.국립중앙의료원,,,,,,,,37.5660747,127.0063777,,,2020-09-24 07:32:12,,,,,,2169.0,11,서울특별시,중구
17,SEB101000075,동대문역사문화공원,,,,,,,,37.5676036,127.0090234,,,2020-09-24 07:32:12,,,,,,2174.0,11,서울특별시,중구
18,SEB101000016,한국경제신문사.서소문역사공원,,,,,,,,37.5602111,126.967868,,,2020-09-24 07:32:12,,,,,,2108.0,11,서울특별시,중구
19,SEB101000087,신당동.청구역,,,,,,,,37.5589483,127.0132161,,,2020-09-24 07:32:12,,,,,,2189.0,11,서울특별시,중구
20,SEB101000091,약수역4번출구.금호터널입구,,,,,,,,37.553399,127.012012,,,2020-09-24 07:32:12,,,,,,2193.0,11,서울특별시,중구
21,SEB101000301,시청광장,,,,,,,,37.5652072,126.978763,,,2020-09-24 07:32:12,,,,,,2641.0,11,서울특별시,중구
22,SEB101000078,충무아트센터.스포츠센터.중부소방서,,,,,,,,37.5650178,127.0147408,,,2020-09-24 07:32:12,,,,,,2178.0,11,서울특별시,중구
23,SEB101000013,서울역서부,,,,,,,,37.5569979,126.9692772,,,2020-09-24 07:32:12,,,,,,2105.0,11,서울특별시,중구
24,SEB101000128,신한은행본점,,,,,,,,37.5611965,126.9755852,,,2020-09-24 07:32:12,,,,,,2233.0,11,서울특별시,중구
25,SEB101000148,명동국민은행앞,,,,,,,,37.564502,126.9825866,,,2020-09-24 07:32:12,,,,,,2253.0,11,서울특별시,중구
26,SEB101000022,숭례문,,,,,,,,37.5582968,126.9732932,,,2020-09-24 07:32:12,,,,,,2117.0,11,서울특별시,중구
27,SEB101900009,조선일보,,,,,,,,37.568655,126.9766061,,,2020-09-24 07:32:12,,,,,,2502.0,11,서울특별시,중구
28,SEB101000321,앰버서더호텔,,,,,,,,37.5604635,127.0026253,,,2020-09-24 07:32:12,,,,,,2906.0,11,서울특별시,중구
29,SEB101000325,서울애니메이션센터,,,,,,,,37.558513,126.9872529,,,2020-09-24 07:32:12,,,,,,2909.0,11,서울특별시,중구
30,SEB101000265,힐튼호텔,,,,,,,,37.5566267,126.9767113,,,2020-09-24 07:32:12,,,,,,2285.0,11,서울특별시,중구
31,SEB101000029,남대문시장악세사리전문상가,,,,,,,,37.5586132,126.9762051,,,2020-09-24 07:32:12,,,,,,2124.0,11,서울특별시,중구
32,SEB101900020,중구청소년수련관.남산타운2상가,,,,,,,,37.5517045,127.0121192,,,2020-09-24 07:32:12,,,,,,2522.0,11,서울특별시,중구
33,SEB101000316,광화문,,,,,,,,37.5688507,126.9767381,,,2020-09-24 07:32:12,,,,,,2901.0,11,서울특별시,중구
34,SEB101000323,남산서울타워,,,,,,,,37.5511419,126.9909861,,,2020-09-24 07:32:12,,,,,,3904.0,11,서울특별시,중구
35,SEB101900002,신금호파크자이아파트후문,,,,,,,,37.5553289,127.0172165,,,2020-09-24 07:32:12,,,,,,2517.0,11,서울특별시,중구
36,SEB101000120,청계2가.삼일교,,,,,,,,37.5678404,126.9885301,,,2020-09-24 07:32:12,,,,,,2225.0,11,서울특별시,중구
37,SEB101900003,한국경제신문사,,,,,,,,37.5609334,126.9679526,,,2020-09-24 07:32:12,,,,,,2516.0,11,서울특별시,중구
38,SEB161000536,인천공항3층출국장,,,,,,,,37.4490917,126.4522829,,,2020-09-24 07:32:12,,,,,,0.0,11,서울특별시,중구
39,SEB161000535,인천공항1층입국장,,,,,,,,37.4491422,126.4530635,,,2020-09-24 07:32:12,,,,,,0.0,11,서울특별시,중구
40,SEB101000308,동대문디자인프라자,,,,,,,,37.5677625,127.0091304,,,2020-09-24 07:32:12,,,,,,2920.0,11,서울특별시,중구
41,SEB101000309,방산.중부시장,,,,,,,,37.5668568,126.9994422,,,2020-09-24 07:32:12,,,,,,2921.0,11,서울특별시,중구
42,SEB101000053,퇴계로3가.한옥마을.한국의집,,,,,,,,37.5609706,126.9921714,,,2020-09-24 07:32:12,,,,,,2152.0,11,서울특별시,중구
43,SEB101000054,충무로역2번출구.대한극장앞,,,,,,,,37.5612232,126.9949175,,,2020-09-24 07:32:12,,,,,,2153.0,11,서울특별시,중구
44,SEB101000293,장충문화체육센터.권기옥활동터,,,,,,,,37.5601745,127.0025921,,,2020-09-24 07:32:12,,,,,,2288.0,11,서울특별시,중구
45,SEB101000039,서울신문사,,,,,,,,37.5683632,126.9773647,,,2020-09-24 07:32:12,,,,,,2137.0,11,서울특별시,중구
46,SEB101000032,북창동.남대문시장,,,,,,,,37.561175,126.97792,,,2020-09-24 07:32:12,,,,,,2127.0,11,서울특별시,중구
47,SEB101000062,을지로3가,,,,,,,,37.5661205,126.9913276,,,2020-09-24 07:32:12,,,,,,2161.0,11,서울특별시,중구
48,SEB101000131,버티고개,,,,,,,,37.5478041,127.0060242,,,2020-09-24 07:32:12,,,,,,2236.0,11,서울특별시,중구
49,SEB161000513,우미린2단지정문,,,,,,,,37.4853667,126.5543737,,,2020-09-24 07:32:12,,,,,,0.0,11,서울특별시,중구
50,SEB161000455,신명스카이뷰정문,,,,,,,,37.4833928,126.5573798,,,2020-09-24 07:32:12,,,,,,0.0,11,서울특별시,중구
51,SEB161000462,우미린1단지후문,,,,,,,,37.4912478,126.5541284,,,2020-09-24 07:32:12,,,,,,0.0,11,서울특별시,중구
52,SEB161000584,우미린1단지정문,,,,,,,,37.490358,126.5574294,,,2020-09-24 07:32:12,,,,,,35584.0,11,서울특별시,중구
53,SEB161000456,신명스카이뷰,,,,,,,,37.4834643,126.5577151,,,2020-09-24 07:32:12,,,,,,0.0,11,서울특별시,중구
