,계약연월,자치구별,CoffeeShop
1042,2020-6,강동구,516
1043,2020-6,도봉구,272
1044,2020-6,금천구,375
1045,2020-6,양천구,414
1046,2020-6,관악구,559
1047,2020-6,노원구,484
1048,2020-6,성동구,421
1049,2020-6,광진구,501
1050,2020-7,구로구,458
1051,2020-7,서초구,1005
1052,2020-7,영등포구,862
1053,2020-7,서대문구,521
1054,2020-7,강남구,1831
1055,2020-7,중구,1148
1056,2020-7,송파구,585
1057,2020-7,종로구,859
1058,2020-7,마포구,755
1059,2020-7,성북구,492
1060,2020-7,동대문구,424
1061,2020-7,용산구,444
1062,2020-7,중랑구,329
1063,2020-7,강북구,243
1064,2020-7,동작구,431
1065,2020-7,은평구,399
1066,2020-7,강서구,907
1067,2020-7,강동구,516
1068,2020-7,도봉구,272
1069,2020-7,금천구,375
1070,2020-7,양천구,414
1071,2020-7,관악구,559
1072,2020-7,노원구,484
1073,2020-7,성동구,421
1074,2020-7,광진구,501
1075,2020-8,구로구,458
1076,2020-8,서초구,1005
1077,2020-8,영등포구,862
1078,2020-8,서대문구,521
1079,2020-8,강남구,1831
1080,2020-8,중구,1148
1081,2020-8,송파구,585
1082,2020-8,종로구,859
1083,2020-8,마포구,755
1084,2020-8,성북구,492
1085,2020-8,동대문구,424
1086,2020-8,용산구,444
1087,2020-8,중랑구,329
1088,2020-8,강북구,243
1089,2020-8,동작구,431
1090,2020-8,은평구,399
1091,2020-8,강서구,907
1092,2020-8,강동구,516
1093,2020-8,도봉구,272
1094,2020-8,금천구,375
1095,2020-8,양천구,414
1096,2020-8,관악구,559
1097,2020-8,노원구,484
1098,2020-8,성동구,421
1099,2020-8,광진구,501
1100,2020-9,구로구,458
1101,2020-9,서초구,1005
1102,2020-9,영등포구,862
1103,2020-9,서대문구,521
1104,2020-9,강남구,1831
1105,2020-9,중구,1148
1106,2020-9,송파구,585
1107,2020-9,종로구,859
1108,2020-9,마포구,755
1109,2020-9,성북구,492
1110,2020-9,동대문구,424
1111,2020-9,용산구,444
1112,2020-9,중랑구,329
1113,2020-9,강북구,243
1114,2020-9,동작구,431
1115,2020-9,은평구,399
1116,2020-9,강서구,907
1117,2020-9,강동구,516
1118,2020-9,도봉구,272
1119,2020-9,금천구,375
1120,2020-9,양천구,414
1121,2020-9,관악구,559
1122,2020-9,노원구,484
1123,2020-9,성동구,421
1124,2020-9,광진구,501
1125,2020-10,구로구,457
1126,2020-10,서초구,1007
1127,2020-10,영등포구,873
1128,2020-10,서대문구,544
1129,2020-10,강남구,1843
1130,2020-10,중구,1148
1131,2020-10,송파구,569
1132,2020-10,종로구,878
1133,2020-10,마포구,773
1134,2020-10,성북구,487
1135,2020-10,동대문구,420
1136,2020-10,용산구,440
1137,2020-10,중랑구,326
1138,2020-10,강북구,238
1139,2020-10,동작구,465
1140,2020-10,은평구,390
1141,2020-10,강서구,906
1142,2020-10,강동구,519
1143,2020-10,도봉구,276
1144,2020-10,금천구,367
1145,2020-10,양천구,419
1146,2020-10,관악구,561
1147,2020-10,노원구,489
1148,2020-10,성동구,420
1149,2020-10,광진구,503
1150,2020-11,구로구,460
1151,2020-11,서초구,1006
1152,2020-11,영등포구,877
1153,2020-11,서대문구,539
1154,2020-11,강남구,1844
1155,2020-11,중구,1149
1156,2020-11,송파구,582
1157,2020-11,종로구,878
1158,2020-11,마포구,763
1159,2020-11,성북구,495
1160,2020-11,동대문구,421
1161,2020-11,용산구,443
1162,2020-11,중랑구,328
1163,2020-11,강북구,240
1164,2020-11,동작구,470
1165,2020-11,은평구,398
1166,2020-11,강서구,911
1167,2020-11,강동구,519
1168,2020-11,도봉구,277
1169,2020-11,금천구,373
1170,2020-11,양천구,420
1171,2020-11,관악구,561
1172,2020-11,노원구,486
1173,2020-11,성동구,416
1174,2020-11,광진구,505
1175,2020-12,구로구,459
1176,2020-12,서초구,1005
1177,2020-12,영등포구,864
1178,2020-12,서대문구,522
1179,2020-12,강남구,1834
1180,2020-12,중구,1149
1181,2020-12,송파구,585
1182,2020-12,종로구,862
1183,2020-12,마포구,755
1184,2020-12,성북구,492
1185,2020-12,동대문구,424
1186,2020-12,용산구,444
1187,2020-12,중랑구,329
1188,2020-12,강북구,243
1189,2020-12,동작구,432
1190,2020-12,은평구,400
1191,2020-12,강서구,907
1192,2020-12,강동구,517
1193,2020-12,도봉구,273
1194,2020-12,금천구,375
1195,2020-12,양천구,415
1196,2020-12,관악구,559
1197,2020-12,노원구,484
1198,2020-12,성동구,422
1199,2020-12,광진구,503
1200,2021-1,구로구,473
1201,2021-1,서초구,1022
1202,2021-1,영등포구,902
1203,2021-1,서대문구,481
1204,2021-1,강남구,1870
1205,2021-1,중구,1150
1206,2021-1,송파구,676
1207,2021-1,종로구,848
1208,2021-1,마포구,865
1209,2021-1,성북구,508
1210,2021-1,동대문구,423
1211,2021-1,용산구,443
1212,2021-1,중랑구,361
1213,2021-1,강북구,239
1214,2021-1,동작구,441
1215,2021-1,은평구,415
1216,2021-1,강서구,990
1217,2021-1,강동구,574
1218,2021-1,도봉구,284
1219,2021-1,금천구,404
1220,2021-1,양천구,418
1221,2021-1,관악구,584
1222,2021-1,노원구,517
1223,2021-1,성동구,434
1224,2021-1,광진구,548
1225,2021-2,구로구,472
1226,2021-2,서초구,1002
1227,2021-2,영등포구,914
1228,2021-2,서대문구,494
1229,2021-2,강남구,1873
1230,2021-2,중구,1147
1231,2021-2,송파구,692
1232,2021-2,종로구,850
1233,2021-2,마포구,906
1234,2021-2,성북구,524
1235,2021-2,동대문구,427
1236,2021-2,용산구,447
1237,2021-2,중랑구,367
1238,2021-2,강북구,251
1239,2021-2,동작구,452
1240,2021-2,은평구,408
1241,2021-2,강서구,983
1242,2021-2,강동구,578
1243,2021-2,도봉구,280
1244,2021-2,금천구,398
1245,2021-2,양천구,424
1246,2021-2,관악구,593
1247,2021-2,노원구,523
1248,2021-2,성동구,436
1249,2021-2,광진구,550
1250,2021-3,구로구,472
1251,2021-3,서초구,1002
1252,2021-3,영등포구,914
1253,2021-3,서대문구,494
1254,2021-3,강남구,1873
1255,2021-3,중구,1147
1256,2021-3,송파구,692
1257,2021-3,종로구,850
1258,2021-3,마포구,906
1259,2021-3,성북구,524
1260,2021-3,동대문구,427
1261,2021-3,용산구,447
1262,2021-3,중랑구,367
1263,2021-3,강북구,251
1264,2021-3,동작구,452
1265,2021-3,은평구,408
1266,2021-3,강서구,983
1267,2021-3,강동구,578
1268,2021-3,도봉구,280
1269,2021-3,금천구,398
1270,2021-3,양천구,424
1271,2021-3,관악구,593
1272,2021-3,노원구,523
1273,2021-3,성동구,436
1274,2021-3,광진구,550
1275,2021-4,구로구,472
1276,2021-4,서초구,1002
1277,2021-4,영등포구,914
1278,2021-4,서대문구,494
1279,2021-4,강남구,1873
1280,2021-4,중구,1147
1281,2021-4,송파구,692
1282,2021-4,종로구,850
1283,2021-4,마포구,906
1284,2021-4,성북구,524
1285,2021-4,동대문구,427
1286,2021-4,용산구,447
1287,2021-4,중랑구,367
1288,2021-4,강북구,251
1289,2021-4,동작구,452
1290,2021-4,은평구,408
1291,2021-4,강서구,983
1292,2021-4,강동구,578
1293,2021-4,도봉구,280
1294,2021-4,금천구,398
1295,2021-4,양천구,424
1296,2021-4,관악구,593
1297,2021-4,노원구,523
1298,2021-4,성동구,436
1299,2021-4,광진구,550
1300,2021-5,구로구,472
1301,2021-5,서초구,1002
1302,2021-5,영등포구,914
1303,2021-5,서대문구,494
1304,2021-5,강남구,1873
1305,2021-5,중구,1147
1306,2021-5,송파구,692
1307,2021-5,종로구,850
1308,2021-5,마포구,906
1309,2021-5,성북구,524
1310,2021-5,동대문구,427
1311,2021-5,용산구,447
1312,2021-5,중랑구,367
1313,2021-5,강북구,251
1314,2021-5,동작구,452
1315,2021-5,은평구,408
1316,2021-5,강서구,983
1317,2021-5,강동구,578
1318,2021-5,도봉구,280
1319,2021-5,금천구,398
1320,2021-5,양천구,424
1321,2021-5,관악구,593
1322,2021-5,노원구,523
1323,2021-5,성동구,436
1324,2021-5,광진구,550
1325,2021-6,구로구,472
1326,2021-6,서초구,1002
1327,2021-6,영등포구,914
1328,2021-6,서대문구,494
1329,2021-6,강남구,1873
1330,2021-6,중구,1147
1331,2021-6,송파구,692
1332,2021-6,종로구,850
1333,2021-6,마포구,906
1334,2021-6,성북구,524
1335,2021-6,동대문구,427
1336,2021-6,용산구,447
1337,2021-6,중랑구,367
1338,2021-6,강북구,251
1339,2021-6,동작구,452
1340,2021-6,은평구,408
1341,2021-6,강서구,983
1342,2021-6,강동구,578
1343,2021-6,도봉구,280
1344,2021-6,금천구,398
1345,2021-6,양천구,424
1346,2021-6,관악구,593
1347,2021-6,노원구,523
1348,2021-6,성동구,436
1349,2021-6,광진구,550
1350,2021-7,구로구,472
1351,2021-7,서초구,1002
1352,2021-7,영등포구,914
1353,2021-7,서대문구,494
1354,2021-7,강남구,1873
1355,2021-7,중구,1147
1356,2021-7,송파구,692
1357,2021-7,종로구,850
1358,2021-7,마포구,906
1359,2021-7,성북구,524
1360,2021-7,동대문구,427
1361,2021-7,용산구,447
1362,2021-7,중랑구,367
1363,2021-7,강북구,251
1364,2021-7,동작구,452
1365,2021-7,은평구,408
1366,2021-7,강서구,983
1367,2021-7,강동구,578
1368,2021-7,도봉구,280
1369,2021-7,금천구,398
1370,2021-7,양천구,424
1371,2021-7,관악구,593
1372,2021-7,노원구,523
1373,2021-7,성동구,436
1374,2021-7,광진구,550
1375,2021-8,구로구,472
1376,2021-8,서초구,1002
1377,2021-8,영등포구,914
1378,2021-8,서대문구,494
1379,2021-8,강남구,1873
1380,2021-8,중구,1147
1381,2021-8,송파구,692
1382,2021-8,종로구,850
1383,2021-8,마포구,906
1384,2021-8,성북구,524
1385,2021-8,동대문구,427
1386,2021-8,용산구,447
1387,2021-8,중랑구,367
1388,2021-8,강북구,251
1389,2021-8,동작구,452
1390,2021-8,은평구,408
1391,2021-8,강서구,983
1392,2021-8,강동구,578
1393,2021-8,도봉구,280
1394,2021-8,금천구,398
1395,2021-8,양천구,424
1396,2021-8,관악구,593
1397,2021-8,노원구,523
1398,2021-8,성동구,436
1399,2021-8,광진구,550
1400,2021-9,구로구,472
1401,2021-9,서초구,1002
1402,2021-9,영등포구,914
1403,2021-9,서대문구,494
1404,2021-9,강남구,1873
1405,2021-9,중구,1147
1406,2021-9,송파구,692
1407,2021-9,종로구,850
1408,2021-9,마포구,906
1409,2021-9,성북구,524
1410,2021-9,동대문구,427
1411,2021-9,용산구,447
1412,2021-9,중랑구,367
1413,2021-9,강북구,251
1414,2021-9,동작구,452
1415,2021-9,은평구,408
1416,2021-9,강서구,983
1417,2021-9,강동구,578
1418,2021-9,도봉구,280
1419,2021-9,금천구,398
1420,2021-9,양천구,424
1421,2021-9,관악구,593
1422,2021-9,노원구,523
1423,2021-9,성동구,436
1424,2021-9,광진구,550
1425,2021-10,구로구,477
1426,2021-10,서초구,1015
1427,2021-10,영등포구,907
1428,2021-10,서대문구,486
1429,2021-10,강남구,1871
1430,2021-10,중구,1151
1431,2021-10,송파구,683
1432,2021-10,종로구,849
1433,2021-10,마포구,875
1434,2021-10,성북구,512
1435,2021-10,동대문구,425
1436,2021-10,용산구,444
1437,2021-10,중랑구,362
1438,2021-10,강북구,248
1439,2021-10,동작구,448
1440,2021-10,은평구,411
1441,2021-10,강서구,994
1442,2021-10,강동구,581
1443,2021-10,도봉구,285
1444,2021-10,금천구,396
1445,2021-10,양천구,420
1446,2021-10,관악구,586
1447,2021-10,노원구,519
1448,2021-10,성동구,437
1449,2021-10,광진구,555
1450,2021-11,구로구,475
1451,2021-11,서초구,1018
1452,2021-11,영등포구,913
1453,2021-11,서대문구,492
1454,2021-11,강남구,1881
1455,2021-11,중구,1150
1456,2021-11,송파구,695
1457,2021-11,종로구,848
1458,2021-11,마포구,893
1459,2021-11,성북구,515
1460,2021-11,동대문구,424
1461,2021-11,용산구,450
1462,2021-11,중랑구,370
1463,2021-11,강북구,253
1464,2021-11,동작구,453
1465,2021-11,은평구,410
1466,2021-11,강서구,996
1467,2021-11,강동구,577
1468,2021-11,도봉구,283
1469,2021-11,금천구,403
1470,2021-11,양천구,424
1471,2021-11,관악구,593
1472,2021-11,노원구,521
1473,2021-11,성동구,441
1474,2021-11,광진구,557
1475,2021-12,구로구,474
1476,2021-12,서초구,1004
1477,2021-12,영등포구,916
1478,2021-12,서대문구,496
1479,2021-12,강남구,1873
1480,2021-12,중구,1148
1481,2021-12,송파구,692
1482,2021-12,종로구,850
1483,2021-12,마포구,906
1484,2021-12,성북구,524
1485,2021-12,동대문구,427
1486,2021-12,용산구,449
1487,2021-12,중랑구,367
1488,2021-12,강북구,251
1489,2021-12,동작구,453
1490,2021-12,은평구,408
1491,2021-12,강서구,984
1492,2021-12,강동구,579
1493,2021-12,도봉구,281
1494,2021-12,금천구,400
1495,2021-12,양천구,425
1496,2021-12,관악구,593
1497,2021-12,노원구,523
1498,2021-12,성동구,437
1499,2021-12,광진구,551
1500,2022-1,구로구,488
1501,2022-1,서초구,1008
1502,2022-1,영등포구,905
1503,2022-1,서대문구,516
1504,2022-1,강남구,1900
1505,2022-1,중구,1168
1506,2022-1,송파구,771
1507,2022-1,종로구,879
1508,2022-1,마포구,912
1509,2022-1,성북구,555
1510,2022-1,동대문구,412
1511,2022-1,용산구,469
1512,2022-1,중랑구,382
1513,2022-1,강북구,249
1514,2022-1,동작구,472
1515,2022-1,은평구,391
1516,2022-1,강서구,1026
1517,2022-1,강동구,617
1518,2022-1,도봉구,287
1519,2022-1,금천구,423
1520,2022-1,양천구,436
1521,2022-1,관악구,606
1522,2022-1,노원구,556
1523,2022-1,성동구,450
1524,2022-1,광진구,599
1525,2022-2,구로구,488
1526,2022-2,서초구,1012
1527,2022-2,영등포구,899
1528,2022-2,서대문구,496
1529,2022-2,강남구,1882
1530,2022-2,중구,1166
1531,2022-2,송파구,792
1532,2022-2,종로구,873
1533,2022-2,마포구,930
1534,2022-2,성북구,559
1535,2022-2,동대문구,403
1536,2022-2,용산구,480
1537,2022-2,중랑구,377
1538,2022-2,강북구,239
1539,2022-2,동작구,465
1540,2022-2,은평구,379
1541,2022-2,강서구,1004
1542,2022-2,강동구,608
1543,2022-2,도봉구,274
1544,2022-2,금천구,423
1545,2022-2,양천구,442
1546,2022-2,관악구,594
1547,2022-2,노원구,545
1548,2022-2,성동구,439
1549,2022-2,광진구,580
1550,2022-3,구로구,488
1551,2022-3,서초구,1012
1552,2022-3,영등포구,899
1553,2022-3,서대문구,496
1554,2022-3,강남구,1882
1555,2022-3,중구,1166
1556,2022-3,송파구,792
1557,2022-3,종로구,873
1558,2022-3,마포구,930
1559,2022-3,성북구,559
1560,2022-3,동대문구,403
1561,2022-3,용산구,480
1562,2022-3,중랑구,377
1563,2022-3,강북구,239
1564,2022-3,동작구,465
1565,2022-3,은평구,379
1566,2022-3,강서구,1004
1567,2022-3,강동구,608
1568,2022-3,도봉구,274
1569,2022-3,금천구,423
1570,2022-3,양천구,442
1571,2022-3,관악구,594
1572,2022-3,노원구,545
1573,2022-3,성동구,439
1574,2022-3,광진구,580
1575,2022-4,구로구,488
1576,2022-4,서초구,1012
1577,2022-4,영등포구,899
1578,2022-4,서대문구,496
1579,2022-4,강남구,1882
1580,2022-4,중구,1166
1581,2022-4,송파구,792
1582,2022-4,종로구,873
1583,2022-4,마포구,930
1584,2022-4,성북구,559
1585,2022-4,동대문구,403
1586,2022-4,용산구,480
1587,2022-4,중랑구,377
1588,2022-4,강북구,239
1589,2022-4,동작구,465
1590,2022-4,은평구,379
1591,2022-4,강서구,1004
1592,2022-4,강동구,608
1593,2022-4,도봉구,274
1594,2022-4,금천구,423
1595,2022-4,양천구,442
1596,2022-4,관악구,594
1597,2022-4,노원구,545
1598,2022-4,성동구,439
1599,2022-4,광진구,580
1600,2022-5,구로구,488
1601,2022-5,서초구,1012
1602,2022-5,영등포구,899
1603,2022-5,서대문구,496
1604,2022-5,강남구,1882
1605,2022-5,중구,1166
1606,2022-5,송파구,792
1607,2022-5,종로구,873
1608,2022-5,마포구,930
1609,2022-5,성북구,559
1610,2022-5,동대문구,403
1611,2022-5,용산구,480
1612,2022-5,중랑구,377
1613,2022-5,강북구,239
1614,2022-5,동작구,465
1615,2022-5,은평구,379
1616,2022-5,강서구,1004
1617,2022-5,강동구,608
1618,2022-5,도봉구,274
1619,2022-5,금천구,423
1620,2022-5,양천구,442
1621,2022-5,관악구,594
1622,2022-5,노원구,545
1623,2022-5,성동구,439
1624,2022-5,광진구,580
1625,2022-6,구로구,488
1626,2022-6,서초구,1012
1627,2022-6,영등포구,899
1628,2022-6,서대문구,496
1629,2022-6,강남구,1882
1630,2022-6,중구,1166
1631,2022-6,송파구,792
1632,2022-6,종로구,873
1633,2022-6,마포구,930
1634,2022-6,성북구,559
1635,2022-6,동대문구,403
1636,2022-6,용산구,480
1637,2022-6,중랑구,377
1638,2022-6,강북구,239
1639,2022-6,동작구,465
1640,2022-6,은평구,379
1641,2022-6,강서구,1004
1642,2022-6,강동구,608
1643,2022-6,도봉구,274
1644,2022-6,금천구,423
1645,2022-6,양천구,442
1646,2022-6,관악구,594
1647,2022-6,노원구,545
1648,2022-6,성동구,439
1649,2022-6,광진구,580
1650,2022-7,구로구,488
1651,2022-7,서초구,1012
1652,2022-7,영등포구,899
1653,2022-7,서대문구,496
1654,2022-7,강남구,1882
1655,2022-7,중구,1166
1656,2022-7,송파구,792
1657,2022-7,종로구,873
1658,2022-7,마포구,930
1659,2022-7,성북구,559
1660,2022-7,동대문구,403
1661,2022-7,용산구,480
1662,2022-7,중랑구,377
1663,2022-7,강북구,239
1664,2022-7,동작구,465
1665,2022-7,은평구,379
1666,2022-7,강서구,1004
1667,2022-7,강동구,608
1668,2022-7,도봉구,274
1669,2022-7,금천구,423
1670,2022-7,양천구,442
1671,2022-7,관악구,594
1672,2022-7,노원구,545
1673,2022-7,성동구,439
1674,2022-7,광진구,580
1675,2022-8,구로구,488
1676,2022-8,서초구,1012
1677,2022-8,영등포구,899
1678,2022-8,서대문구,496
1679,2022-8,강남구,1882
1680,2022-8,중구,1166
1681,2022-8,송파구,792
1682,2022-8,종로구,873
1683,2022-8,마포구,930
1684,2022-8,성북구,559
1685,2022-8,동대문구,403
1686,2022-8,용산구,480
1687,2022-8,중랑구,377
1688,2022-8,강북구,239
1689,2022-8,동작구,465
1690,2022-8,은평구,379
1691,2022-8,강서구,1004
1692,2022-8,강동구,608
1693,2022-8,도봉구,274
1694,2022-8,금천구,423
1695,2022-8,양천구,442
1696,2022-8,관악구,594
1697,2022-8,노원구,545
1698,2022-8,성동구,439
1699,2022-8,광진구,580
1700,2022-9,구로구,488
1701,2022-9,서초구,1012
1702,2022-9,영등포구,899
1703,2022-9,서대문구,496
1704,2022-9,강남구,1882
1705,2022-9,중구,1166
1706,2022-9,송파구,792
1707,2022-9,종로구,873
1708,2022-9,마포구,930
1709,2022-9,성북구,559
1710,2022-9,동대문구,403
1711,2022-9,용산구,480
1712,2022-9,중랑구,377
1713,2022-9,강북구,239
1714,2022-9,동작구,465
1715,2022-9,은평구,379
1716,2022-9,강서구,1004
1717,2022-9,강동구,608
1718,2022-9,도봉구,274
1719,2022-9,금천구,423
1720,2022-9,양천구,442
1721,2022-9,관악구,594
1722,2022-9,노원구,545
1723,2022-9,성동구,439
1724,2022-9,광진구,580
1725,2022-10,구로구,490
1726,2022-10,서초구,1014
1727,2022-10,영등포구,903
1728,2022-10,서대문구,513
1729,2022-10,강남구,1907
1730,2022-10,중구,1168
1731,2022-10,송파구,788
1732,2022-10,종로구,877
1733,2022-10,마포구,921
1734,2022-10,성북구,559
1735,2022-10,동대문구,412
1736,2022-10,용산구,472
1737,2022-10,중랑구,381
1738,2022-10,강북구,247
1739,2022-10,동작구,469
1740,2022-10,은평구,390
1741,2022-10,강서구,1027
1742,2022-10,강동구,622
1743,2022-10,도봉구,279
1744,2022-10,금천구,428
1745,2022-10,양천구,438
1746,2022-10,관악구,605
1747,2022-10,노원구,554
1748,2022-10,성동구,456
1749,2022-10,광진구,590
1750,2022-11,구로구,491
1751,2022-11,서초구,1012
1752,2022-11,영등포구,901
1753,2022-11,서대문구,517
1754,2022-11,강남구,1892
1755,2022-11,중구,1164
1756,2022-11,송파구,785
1757,2022-11,종로구,874
1758,2022-11,마포구,917
1759,2022-11,성북구,565
1760,2022-11,동대문구,414
1761,2022-11,용산구,482
1762,2022-11,중랑구,380
1763,2022-11,강북구,246
1764,2022-11,동작구,466
1765,2022-11,은평구,385
1766,2022-11,강서구,1021
1767,2022-11,강동구,615
1768,2022-11,도봉구,278
1769,2022-11,금천구,431
1770,2022-11,양천구,442
1771,2022-11,관악구,600
1772,2022-11,노원구,550
1773,2022-11,성동구,443
1774,2022-11,광진구,589
1775,2022-12,구로구,488
1776,2022-12,서초구,1012
1777,2022-12,영등포구,899
1778,2022-12,서대문구,496
1779,2022-12,강남구,1883
1780,2022-12,중구,1166
1781,2022-12,송파구,792
1782,2022-12,종로구,873
1783,2022-12,마포구,930
1784,2022-12,성북구,559
1785,2022-12,동대문구,403
1786,2022-12,용산구,480
1787,2022-12,중랑구,377
1788,2022-12,강북구,239
1789,2022-12,동작구,465
1790,2022-12,은평구,379
1791,2022-12,강서구,1004
1792,2022-12,강동구,608
1793,2022-12,도봉구,275
1794,2022-12,금천구,423
1795,2022-12,양천구,442
1796,2022-12,관악구,594
1797,2022-12,노원구,546
1798,2022-12,성동구,439
1799,2022-12,광진구,580
