자치구별,계약월,본번,부번,전용면적(㎡),계약년월,보증금(만원),월세(만원),거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도
강남구,1,533.0,3.0,84.0,201901.0,56588.0,45.0,57123.0,668.0,2019.0
강남구,2,566.0,3.0,82.0,201902.0,52114.0,40.0,52594.0,639.0,2019.0
강남구,3,580.0,3.0,81.0,201903.0,50259.0,42.0,50760.0,631.0,2019.0
강남구,4,578.0,3.0,81.0,201904.0,51738.0,40.0,52223.0,627.0,2019.0
강남구,5,553.0,4.0,82.0,201905.0,54779.0,41.0,55269.0,656.0,2019.0
강남구,6,507.0,3.0,83.0,201906.0,55639.0,48.0,56210.0,673.0,2019.0
강남구,7,474.0,3.0,82.0,201907.0,57464.0,38.0,57919.0,693.0,2019.0
강남구,8,519.0,2.0,80.0,201908.0,47999.0,40.0,48484.0,574.0,2019.0
강남구,9,498.0,3.0,85.0,201909.0,60599.0,50.0,61199.0,704.0,2019.0
강남구,10,504.0,3.0,86.0,201910.0,64217.0,51.0,64827.0,752.0,2019.0
강남구,11,534.0,3.0,88.0,201911.0,68145.0,51.0,68758.0,769.0,2019.0
강남구,12,525.0,3.0,87.0,201912.0,66165.0,49.0,66757.0,756.0,2019.0
강동구,1,452.0,2.0,72.0,201901.0,35854.0,16.0,36041.0,506.0,2019.0
강동구,2,425.0,5.0,70.0,201902.0,31994.0,15.0,32170.0,470.0,2019.0
강동구,3,469.0,2.0,72.0,201903.0,25843.0,10.0,25957.0,364.0,2019.0
강동구,4,412.0,3.0,69.0,201904.0,31784.0,14.0,31953.0,472.0,2019.0
강동구,5,455.0,2.0,68.0,201905.0,29802.0,12.0,29951.0,441.0,2019.0
강동구,6,443.0,2.0,68.0,201906.0,30711.0,11.0,30846.0,459.0,2019.0
강동구,7,431.0,2.0,69.0,201907.0,34067.0,12.0,34216.0,513.0,2019.0
강동구,8,478.0,2.0,67.0,201908.0,31486.0,14.0,31656.0,470.0,2019.0
강동구,9,471.0,3.0,70.0,201909.0,33073.0,13.0,33227.0,489.0,2019.0
