자치구별,계약월,계약연도,전용면적(㎡),거래금액(만원),1m^2 전용면적당 거래금액(만원)
강서구,7,2022.0,64.0,26733.0,409.0
강서구,8,2022.0,65.0,26277.0,397.0
강서구,9,2022.0,65.0,32721.0,499.0
강서구,10,2022.0,64.0,31046.0,475.0
강서구,11,2022.0,63.0,26914.0,418.0
강서구,12,2022.0,62.0,27297.0,425.0
관악구,1,2022.0,62.0,28819.0,451.0
관악구,2,2022.0,65.0,31803.0,491.0
관악구,3,2022.0,66.0,31002.0,458.0
관악구,4,2022.0,64.0,30587.0,464.0
관악구,5,2022.0,60.0,29263.0,460.0
관악구,6,2022.0,57.0,24477.0,389.0
관악구,7,2022.0,57.0,25343.0,394.0
관악구,8,2022.0,64.0,30756.0,478.0
관악구,9,2022.0,61.0,29970.0,472.0
관악구,10,2022.0,63.0,29208.0,444.0
관악구,11,2022.0,61.0,25751.0,406.0
관악구,12,2022.0,58.0,24944.0,401.0
광진구,1,2022.0,75.0,48675.0,618.0
광진구,2,2022.0,79.0,56641.0,703.0
광진구,3,2022.0,77.0,50681.0,653.0
광진구,4,2022.0,80.0,54060.0,669.0
광진구,5,2022.0,77.0,53180.0,674.0
광진구,6,2022.0,74.0,51199.0,679.0
광진구,7,2022.0,77.0,51246.0,651.0
광진구,8,2022.0,70.0,46508.0,629.0
광진구,9,2022.0,76.0,48957.0,627.0
광진구,10,2022.0,75.0,46943.0,617.0
광진구,11,2022.0,73.0,45608.0,615.0
광진구,12,2022.0,70.0,41250.0,562.0
구로구,1,2022.0,64.0,27957.0,419.0
구로구,2,2022.0,59.0,24112.0,389.0
구로구,3,2022.0,65.0,28243.0,416.0
구로구,4,2022.0,65.0,24213.0,353.0
구로구,5,2022.0,69.0,26260.0,375.0
구로구,6,2022.0,67.0,23145.0,330.0
구로구,7,2022.0,66.0,24110.0,346.0
구로구,8,2022.0,66.0,27524.0,406.0
구로구,9,2022.0,64.0,25884.0,388.0
구로구,10,2022.0,67.0,27677.0,399.0
구로구,11,2022.0,64.0,24127.0,360.0
구로구,12,2022.0,61.0,21176.0,319.0
금천구,1,2022.0,65.0,28011.0,427.0
금천구,2,2022.0,58.0,25959.0,462.0
금천구,3,2022.0,61.0,27395.0,466.0
금천구,4,2022.0,62.0,26212.0,414.0
금천구,5,2022.0,58.0,24050.0,433.0
금천구,6,2022.0,62.0,26937.0,426.0
금천구,7,2022.0,57.0,24053.0,433.0
금천구,8,2022.0,61.0,26074.0,415.0
금천구,9,2022.0,57.0,24681.0,431.0
금천구,10,2022.0,64.0,27833.0,442.0
금천구,11,2022.0,58.0,26285.0,473.0
금천구,12,2022.0,59.0,23966.0,430.0
노원구,1,2022.0,58.0,22795.0,365.0
노원구,2,2022.0,59.0,21862.0,348.0
노원구,3,2022.0,58.0,21822.0,352.0
노원구,4,2022.0,59.0,22561.0,360.0
노원구,5,2022.0,57.0,20142.0,327.0
노원구,6,2022.0,58.0,22415.0,358.0
노원구,7,2022.0,55.0,20353.0,329.0
노원구,8,2022.0,58.0,21637.0,348.0
노원구,9,2022.0,57.0,20761.0,335.0
노원구,10,2022.0,60.0,22991.0,358.0
노원구,11,2022.0,59.0,21723.0,336.0
노원구,12,2022.0,61.0,23164.0,350.0
도봉구,1,2022.0,63.0,22058.0,335.0
도봉구,2,2022.0,64.0,22458.0,331.0
도봉구,3,2022.0,56.0,18904.0,308.0
도봉구,4,2022.0,63.0,22118.0,338.0
도봉구,5,2022.0,59.0,21008.0,331.0
도봉구,6,2022.0,60.0,20616.0,320.0
도봉구,7,2022.0,60.0,21798.0,333.0
도봉구,8,2022.0,61.0,20850.0,319.0
도봉구,9,2022.0,61.0,20044.0,311.0
도봉구,10,2022.0,63.0,21288.0,324.0
도봉구,11,2022.0,63.0,20637.0,314.0
도봉구,12,2022.0,63.0,20783.0,317.0
동대문구,1,2022.0,59.0,30678.0,512.0
동대문구,2,2022.0,63.0,33612.0,525.0
동대문구,3,2022.0,67.0,33048.0,508.0
동대문구,4,2022.0,66.0,33247.0,495.0
동대문구,5,2022.0,65.0,34669.0,530.0
동대문구,6,2022.0,63.0,31718.0,486.0
동대문구,7,2022.0,62.0,31346.0,487.0
동대문구,8,2022.0,64.0,34511.0,538.0
동대문구,9,2022.0,66.0,34351.0,497.0
동대문구,10,2022.0,68.0,34540.0,512.0
동대문구,11,2022.0,62.0,28510.0,441.0
동대문구,12,2022.0,50.0,24241.0,505.0
동작구,1,2022.0,72.0,45668.0,607.0
동작구,2,2022.0,73.0,44052.0,582.0
동작구,3,2022.0,73.0,46501.0,620.0
동작구,4,2022.0,77.0,48742.0,630.0
동작구,5,2022.0,76.0,48648.0,630.0
동작구,6,2022.0,75.0,46918.0,601.0
동작구,7,2022.0,76.0,46828.0,591.0
동작구,8,2022.0,72.0,45715.0,606.0
동작구,9,2022.0,64.0,38781.0,507.0
동작구,10,2022.0,72.0,43611.0,576.0
동작구,11,2022.0,74.0,44521.0,570.0
동작구,12,2022.0,72.0,39805.0,527.0
마포구,1,2022.0,67.0,41082.0,580.0
마포구,2,2022.0,68.0,42824.0,601.0
마포구,3,2022.0,67.0,38219.0,535.0
마포구,4,2022.0,68.0,39802.0,551.0
마포구,5,2022.0,66.0,38501.0,529.0
마포구,6,2022.0,67.0,41963.0,577.0
마포구,7,2022.0,69.0,42442.0,585.0
마포구,8,2022.0,70.0,43650.0,588.0
마포구,9,2022.0,71.0,43504.0,594.0
마포구,10,2022.0,73.0,46004.0,615.0
마포구,11,2022.0,67.0,38580.0,527.0
마포구,12,2022.0,66.0,34958.0,497.0
서대문구,1,2022.0,70.0,39233.0,550.0
서대문구,2,2022.0,67.0,35073.0,505.0
서대문구,3,2022.0,65.0,34197.0,495.0
서대문구,4,2022.0,71.0,37265.0,511.0
서대문구,5,2022.0,67.0,36135.0,517.0
서대문구,6,2022.0,62.0,31799.0,463.0
서대문구,7,2022.0,60.0,30962.0,467.0
서대문구,8,2022.0,70.0,41739.0,594.0
서대문구,9,2022.0,70.0,39614.0,556.0
서대문구,10,2022.0,66.0,34203.0,496.0
서대문구,11,2022.0,65.0,32894.0,482.0
서대문구,12,2022.0,66.0,32837.0,479.0
서초구,1,2022.0,83.0,68126.0,809.0
서초구,2,2022.0,82.0,56703.0,666.0
서초구,3,2022.0,81.0,64070.0,787.0
서초구,4,2022.0,86.0,70628.0,799.0
서초구,5,2022.0,87.0,76891.0,881.0
서초구,6,2022.0,84.0,69674.0,832.0
서초구,7,2022.0,84.0,74369.0,866.0
서초구,8,2022.0,84.0,70060.0,817.0
서초구,9,2022.0,85.0,77291.0,896.0
서초구,10,2022.0,86.0,77226.0,885.0
서초구,11,2022.0,84.0,68216.0,785.0
서초구,12,2022.0,83.0,65572.0,760.0
성동구,1,2022.0,73.0,49550.0,665.0
성동구,2,2022.0,74.0,49295.0,664.0
성동구,3,2022.0,75.0,49286.0,655.0
성동구,4,2022.0,74.0,47537.0,642.0
성동구,5,2022.0,72.0,50669.0,693.0
성동구,6,2022.0,72.0,48189.0,666.0
성동구,7,2022.0,72.0,48741.0,669.0
성동구,8,2022.0,76.0,52139.0,688.0
성동구,9,2022.0,75.0,47827.0,626.0
성동구,10,2022.0,75.0,50356.0,661.0
성동구,11,2022.0,71.0,43330.0,591.0
성동구,12,2022.0,73.0,43427.0,573.0
성북구,1,2022.0,65.0,30269.0,431.0
성북구,2,2022.0,68.0,33103.0,471.0
성북구,3,2022.0,69.0,33996.0,481.0
성북구,4,2022.0,73.0,36752.0,505.0
성북구,5,2022.0,70.0,34521.0,484.0
성북구,6,2022.0,64.0,30905.0,439.0
성북구,7,2022.0,66.0,32060.0,456.0
성북구,8,2022.0,72.0,35434.0,483.0
성북구,9,2022.0,72.0,35355.0,484.0
성북구,10,2022.0,71.0,34367.0,484.0
성북구,11,2022.0,69.0,31850.0,465.0
성북구,12,2022.0,68.0,32047.0,475.0
송파구,1,2022.0,74.0,49157.0,642.0
송파구,2,2022.0,72.0,46104.0,615.0
송파구,3,2022.0,77.0,49613.0,641.0
송파구,4,2022.0,78.0,52613.0,673.0
송파구,5,2022.0,77.0,52946.0,681.0
송파구,6,2022.0,78.0,55361.0,715.0
송파구,7,2022.0,76.0,53219.0,685.0
송파구,8,2022.0,73.0,47312.0,618.0
송파구,9,2022.0,77.0,53299.0,679.0
송파구,10,2022.0,77.0,53490.0,690.0
송파구,11,2022.0,75.0,48237.0,613.0
송파구,12,2022.0,77.0,50957.0,650.0
양천구,1,2022.0,75.0,46516.0,585.0
양천구,2,2022.0,74.0,44451.0,578.0
양천구,3,2022.0,72.0,39851.0,518.0
양천구,4,2022.0,71.0,42251.0,563.0
양천구,5,2022.0,70.0,40063.0,533.0
양천구,6,2022.0,74.0,44087.0,563.0
양천구,7,2022.0,71.0,39442.0,500.0
양천구,8,2022.0,74.0,45237.0,580.0
양천구,9,2022.0,71.0,40612.0,531.0
양천구,10,2022.0,70.0,40383.0,526.0
양천구,11,2022.0,73.0,40924.0,515.0
양천구,12,2022.0,73.0,40758.0,515.0
영등포구,1,2022.0,68.0,38282.0,541.0
영등포구,2,2022.0,71.0,39996.0,548.0
영등포구,3,2022.0,69.0,36121.0,510.0
영등포구,4,2022.0,71.0,40761.0,574.0
영등포구,5,2022.0,71.0,40857.0,562.0
영등포구,6,2022.0,70.0,41441.0,580.0
영등포구,7,2022.0,69.0,38509.0,550.0
영등포구,8,2022.0,72.0,41133.0,576.0
영등포구,9,2022.0,73.0,40677.0,543.0
영등포구,10,2022.0,72.0,40830.0,565.0
영등포구,11,2022.0,72.0,38638.0,532.0
영등포구,12,2022.0,54.0,28893.0,546.0
용산구,1,2022.0,91.0,53158.0,601.0
용산구,2,2022.0,86.0,49914.0,571.0
용산구,3,2022.0,81.0,49408.0,589.0
용산구,4,2022.0,86.0,51889.0,602.0
용산구,5,2022.0,61.0,33543.0,487.0
용산구,6,2022.0,78.0,49933.0,572.0
용산구,7,2022.0,88.0,57675.0,615.0
용산구,8,2022.0,87.0,59937.0,673.0
용산구,9,2022.0,86.0,54703.0,606.0
용산구,10,2022.0,85.0,53806.0,612.0
용산구,11,2022.0,85.0,47752.0,561.0
용산구,12,2022.0,60.0,29527.0,450.0
은평구,1,2022.0,67.0,33225.0,495.0
은평구,2,2022.0,68.0,31869.0,475.0
은평구,3,2022.0,66.0,31482.0,469.0
은평구,4,2022.0,60.0,29493.0,471.0
은평구,5,2022.0,63.0,31927.0,484.0
은평구,6,2022.0,63.0,32144.0,479.0
은평구,7,2022.0,62.0,27193.0,416.0
은평구,8,2022.0,67.0,31062.0,457.0
은평구,9,2022.0,52.0,23302.0,456.0
은평구,10,2022.0,67.0,31596.0,480.0
은평구,11,2022.0,65.0,28038.0,433.0
은평구,12,2022.0,59.0,22894.0,371.0
종로구,1,2022.0,65.0,35256.0,537.0
종로구,2,2022.0,67.0,34464.0,498.0
종로구,3,2022.0,68.0,32934.0,432.0
종로구,4,2022.0,70.0,43837.0,594.0
종로구,5,2022.0,66.0,38516.0,552.0
종로구,6,2022.0,72.0,42667.0,576.0
종로구,7,2022.0,69.0,35245.0,479.0
종로구,8,2022.0,69.0,37494.0,534.0
종로구,9,2022.0,72.0,40406.0,518.0
종로구,10,2022.0,69.0,39300.0,540.0
종로구,11,2022.0,74.0,36798.0,451.0
종로구,12,2022.0,73.0,43577.0,556.0
중구,1,2022.0,70.0,41908.0,581.0
중구,2,2022.0,67.0,38744.0,565.0
중구,3,2022.0,69.0,35698.0,512.0
중구,4,2022.0,68.0,41025.0,579.0
중구,5,2022.0,68.0,37892.0,568.0
중구,6,2022.0,62.0,33518.0,525.0
중구,7,2022.0,63.0,30950.0,457.0
중구,8,2022.0,70.0,41973.0,593.0
중구,9,2022.0,66.0,35168.0,516.0
중구,10,2022.0,63.0,37915.0,593.0
중구,11,2022.0,65.0,34004.0,549.0
중구,12,2022.0,65.0,35681.0,555.0
중랑구,1,2022.0,60.0,26520.0,418.0
중랑구,2,2022.0,63.0,21432.0,334.0
중랑구,3,2022.0,62.0,22452.0,362.0
중랑구,4,2022.0,57.0,24918.0,422.0
중랑구,5,2022.0,55.0,23295.0,397.0
중랑구,6,2022.0,60.0,25840.0,416.0
중랑구,7,2022.0,62.0,29377.0,469.0
중랑구,8,2022.0,61.0,23066.0,359.0
중랑구,9,2022.0,60.0,23626.0,405.0
중랑구,10,2022.0,62.0,26389.0,428.0
중랑구,11,2022.0,53.0,17818.0,311.0
중랑구,12,2022.0,57.0,18263.0,294.0
