자치구별,계약월,본번,부번,전용면적(㎡),계약년월,보증금(만원),월세(만원),거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도
강남구,1,515.0,3.0,83.0,202201.0,67268.0,82.0,68251.0,808.0,2022.0
강남구,2,507.0,4.0,80.0,202202.0,65145.0,81.0,66119.0,793.0,2022.0
강남구,3,461.0,3.0,77.0,202203.0,62715.0,80.0,63674.0,759.0,2022.0
강남구,4,485.0,4.0,78.0,202204.0,64707.0,87.0,65747.0,803.0,2022.0
강남구,5,551.0,2.0,77.0,202205.0,55848.0,67.0,56651.0,685.0,2022.0
강남구,6,534.0,3.0,77.0,202206.0,63199.0,77.0,64127.0,795.0,2022.0
강남구,7,520.0,3.0,81.0,202207.0,69232.0,83.0,70223.0,834.0,2022.0
강남구,8,543.0,3.0,81.0,202208.0,72266.0,86.0,73294.0,858.0,2022.0
강남구,9,554.0,3.0,81.0,202209.0,70745.0,91.0,71833.0,854.0,2022.0
강남구,10,571.0,3.0,82.0,202210.0,72810.0,92.0,73914.0,864.0,2022.0
강남구,11,558.0,3.0,82.0,202211.0,67557.0,94.0,68680.0,790.0,2022.0
강남구,12,585.0,2.0,81.0,202212.0,62997.0,87.0,64043.0,752.0,2022.0
강동구,1,460.0,2.0,70.0,202201.0,41995.0,28.0,42326.0,625.0,2022.0
강동구,2,440.0,2.0,66.0,202202.0,37190.0,28.0,37527.0,561.0,2022.0
강동구,3,413.0,3.0,63.0,202203.0,31821.0,27.0,32145.0,471.0,2022.0
강동구,4,467.0,2.0,67.0,202204.0,37160.0,27.0,37487.0,551.0,2022.0
강동구,5,430.0,2.0,64.0,202205.0,33316.0,26.0,33625.0,502.0,2022.0
강동구,6,426.0,3.0,67.0,202206.0,37311.0,33.0,37706.0,563.0,2022.0
강동구,7,418.0,3.0,65.0,202207.0,35745.0,35.0,36162.0,556.0,2022.0
강동구,8,410.0,4.0,65.0,202208.0,38945.0,32.0,39324.0,609.0,2022.0
강동구,9,417.0,3.0,67.0,202209.0,39336.0,33.0,39726.0,597.0,2022.0
강동구,10,419.0,3.0,69.0,202210.0,40149.0,34.0,40557.0,597.0,2022.0
강동구,11,457.0,3.0,68.0,202211.0,34224.0,38.0,34685.0,510.0,2022.0
강동구,12,455.0,2.0,63.0,202212.0,30263.0,34.0,30669.0,466.0,2022.0
강북구,1,861.0,3.0,61.0,202201.0,23952.0,2.0,23972.0,354.0,2022.0
강북구,2,758.0,6.0,56.0,202202.0,21362.0,1.0,21379.0,379.0,2022.0
강북구,3,625.0,7.0,54.0,202203.0,20861.0,2.0,20883.0,368.0,2022.0
강북구,4,745.0,6.0,62.0,202204.0,27422.0,3.0,27464.0,469.0,2022.0
강북구,5,735.0,6.0,61.0,202205.0,26130.0,1.0,26143.0,441.0,2022.0
강북구,6,905.0,7.0,56.0,202206.0,21987.0,2.0,22015.0,341.0,2022.0
강북구,7,923.0,4.0,56.0,202207.0,18590.0,1.0,18603.0,288.0,2022.0
강북구,8,778.0,8.0,64.0,202208.0,25199.0,2.0,25219.0,373.0,2022.0
강북구,9,773.0,5.0,66.0,202209.0,27460.0,1.0,27473.0,410.0,2022.0
강북구,10,813.0,4.0,68.0,202210.0,27237.0,2.0,27266.0,398.0,2022.0
강북구,11,890.0,11.0,65.0,202211.0,23573.0,0.0,23574.0,354.0,2022.0
강북구,12,821.0,2.0,67.0,202212.0,24969.0,4.0,25014.0,378.0,2022.0
강서구,1,800.0,5.0,60.0,202201.0,31924.0,0.0,31924.0,512.0,2022.0
강서구,2,796.0,6.0,63.0,202202.0,32100.0,0.0,32100.0,512.0,2022.0
강서구,3,814.0,5.0,61.0,202203.0,29476.0,0.0,29476.0,474.0,2022.0
강서구,4,830.0,6.0,61.0,202204.0,30359.0,0.0,30359.0,492.0,2022.0
강서구,5,823.0,5.0,58.0,202205.0,30186.0,0.0,30186.0,510.0,2022.0
강서구,6,824.0,5.0,61.0,202206.0,32580.0,0.0,32580.0,531.0,2022.0
강서구,7,811.0,3.0,64.0,202207.0,26733.0,0.0,26733.0,409.0,2022.0
강서구,8,797.0,2.0,65.0,202208.0,26263.0,0.0,26263.0,396.0,2022.0
강서구,9,806.0,4.0,65.0,202209.0,32721.0,0.0,32721.0,499.0,2022.0
강서구,10,796.0,5.0,64.0,202210.0,31046.0,0.0,31046.0,475.0,2022.0
강서구,11,796.0,3.0,63.0,202211.0,26914.0,0.0,26914.0,418.0,2022.0
강서구,12,804.0,6.0,62.0,202212.0,27297.0,0.0,27297.0,425.0,2022.0
관악구,1,1483.0,9.0,61.0,202201.0,28766.0,0.0,28766.0,450.0,2022.0
관악구,2,1469.0,7.0,65.0,202202.0,31744.0,0.0,31744.0,490.0,2022.0
관악구,3,1532.0,6.0,66.0,202203.0,30935.0,0.0,30935.0,457.0,2022.0
관악구,4,1460.0,10.0,64.0,202204.0,30587.0,0.0,30587.0,464.0,2022.0
관악구,5,1442.0,5.0,60.0,202205.0,29211.0,0.0,29211.0,459.0,2022.0
관악구,6,1541.0,10.0,57.0,202206.0,24435.0,0.0,24435.0,388.0,2022.0
관악구,7,1554.0,7.0,57.0,202207.0,25018.0,0.0,25018.0,389.0,2022.0
관악구,8,1510.0,6.0,64.0,202208.0,30756.0,0.0,30756.0,478.0,2022.0
관악구,9,1546.0,6.0,61.0,202209.0,29772.0,0.0,29772.0,469.0,2022.0
관악구,10,1561.0,5.0,63.0,202210.0,29107.0,0.0,29107.0,443.0,2022.0
관악구,11,1491.0,9.0,61.0,202211.0,25751.0,0.0,25751.0,406.0,2022.0
관악구,12,1549.0,5.0,58.0,202212.0,24944.0,0.0,24944.0,401.0,2022.0
광진구,1,509.0,5.0,75.0,202201.0,48675.0,0.0,48675.0,618.0,2022.0
광진구,2,554.0,5.0,79.0,202202.0,56641.0,0.0,56641.0,703.0,2022.0
광진구,3,546.0,6.0,77.0,202203.0,50561.0,0.0,50561.0,652.0,2022.0
광진구,4,538.0,6.0,80.0,202204.0,54060.0,0.0,54060.0,669.0,2022.0
광진구,5,523.0,5.0,77.0,202205.0,53180.0,0.0,53180.0,674.0,2022.0
광진구,6,541.0,4.0,74.0,202206.0,51199.0,0.0,51199.0,679.0,2022.0
광진구,7,522.0,5.0,77.0,202207.0,51246.0,0.0,51246.0,651.0,2022.0
광진구,8,549.0,6.0,70.0,202208.0,46371.0,0.0,46371.0,627.0,2022.0
광진구,9,560.0,5.0,76.0,202209.0,48957.0,0.0,48957.0,627.0,2022.0
광진구,10,534.0,6.0,75.0,202210.0,46943.0,0.0,46943.0,617.0,2022.0
광진구,11,540.0,7.0,73.0,202211.0,45608.0,0.0,45608.0,615.0,2022.0
광진구,12,517.0,7.0,70.0,202212.0,41250.0,0.0,41250.0,562.0,2022.0
구로구,1,529.0,18.0,64.0,202201.0,27957.0,0.0,27957.0,419.0,2022.0
구로구,2,480.0,13.0,59.0,202202.0,24086.0,0.0,24086.0,388.0,2022.0
구로구,3,512.0,18.0,65.0,202203.0,28209.0,0.0,28209.0,415.0,2022.0
구로구,4,441.0,14.0,65.0,202204.0,24213.0,0.0,24213.0,353.0,2022.0
구로구,5,512.0,11.0,69.0,202205.0,26260.0,0.0,26260.0,375.0,2022.0
구로구,6,429.0,9.0,67.0,202206.0,23145.0,0.0,23145.0,330.0,2022.0
구로구,7,464.0,10.0,66.0,202207.0,24110.0,0.0,24110.0,346.0,2022.0
구로구,8,518.0,15.0,66.0,202208.0,27524.0,0.0,27524.0,406.0,2022.0
구로구,9,540.0,12.0,64.0,202209.0,25884.0,0.0,25884.0,388.0,2022.0
구로구,10,535.0,18.0,67.0,202210.0,27677.0,0.0,27677.0,399.0,2022.0
구로구,11,497.0,17.0,64.0,202211.0,24127.0,0.0,24127.0,360.0,2022.0
구로구,12,463.0,15.0,61.0,202212.0,21176.0,0.0,21176.0,319.0,2022.0
금천구,1,801.0,6.0,65.0,202201.0,28011.0,0.0,28011.0,427.0,2022.0
금천구,2,763.0,6.0,58.0,202202.0,25959.0,0.0,25959.0,462.0,2022.0
금천구,3,866.0,4.0,61.0,202203.0,27302.0,0.0,27302.0,465.0,2022.0
금천구,4,817.0,5.0,62.0,202204.0,26212.0,0.0,26212.0,414.0,2022.0
금천구,5,798.0,5.0,58.0,202205.0,23944.0,0.0,23944.0,431.0,2022.0
금천구,6,860.0,4.0,62.0,202206.0,26937.0,0.0,26937.0,426.0,2022.0
금천구,7,789.0,5.0,58.0,202207.0,23951.0,0.0,23951.0,431.0,2022.0
금천구,8,821.0,5.0,61.0,202208.0,26074.0,0.0,26074.0,415.0,2022.0
금천구,9,800.0,5.0,57.0,202209.0,24681.0,0.0,24681.0,431.0,2022.0
금천구,10,840.0,4.0,64.0,202210.0,27833.0,0.0,27833.0,442.0,2022.0
금천구,11,832.0,4.0,58.0,202211.0,26285.0,0.0,26285.0,473.0,2022.0
금천구,12,832.0,5.0,59.0,202212.0,23966.0,0.0,23966.0,430.0,2022.0
노원구,1,561.0,1.0,58.0,202201.0,22795.0,0.0,22795.0,365.0,2022.0
노원구,2,607.0,1.0,59.0,202202.0,21862.0,0.0,21862.0,348.0,2022.0
노원구,3,584.0,1.0,58.0,202203.0,21809.0,0.0,21809.0,351.0,2022.0
노원구,4,575.0,1.0,59.0,202204.0,22561.0,0.0,22561.0,360.0,2022.0
노원구,5,642.0,1.0,57.0,202205.0,20142.0,0.0,20142.0,327.0,2022.0
노원구,6,565.0,2.0,58.0,202206.0,22415.0,0.0,22415.0,358.0,2022.0
노원구,7,568.0,1.0,55.0,202207.0,20353.0,0.0,20353.0,329.0,2022.0
노원구,8,559.0,1.0,58.0,202208.0,21637.0,0.0,21637.0,348.0,2022.0
노원구,9,572.0,1.0,57.0,202209.0,20761.0,0.0,20761.0,335.0,2022.0
노원구,10,556.0,1.0,60.0,202210.0,22991.0,0.0,22991.0,358.0,2022.0
노원구,11,563.0,1.0,59.0,202211.0,21692.0,0.0,21692.0,336.0,2022.0
노원구,12,562.0,1.0,61.0,202212.0,23132.0,0.0,23132.0,349.0,2022.0
도봉구,1,398.0,4.0,63.0,202201.0,22058.0,0.0,22058.0,335.0,2022.0
도봉구,2,406.0,2.0,64.0,202202.0,22458.0,0.0,22458.0,331.0,2022.0
도봉구,3,352.0,3.0,56.0,202203.0,18904.0,0.0,18904.0,308.0,2022.0
도봉구,4,370.0,3.0,63.0,202204.0,22118.0,0.0,22118.0,338.0,2022.0
도봉구,5,377.0,4.0,59.0,202205.0,20974.0,0.0,20974.0,330.0,2022.0
도봉구,6,391.0,2.0,60.0,202206.0,20571.0,0.0,20571.0,319.0,2022.0
도봉구,7,388.0,2.0,60.0,202207.0,21798.0,0.0,21798.0,333.0,2022.0
도봉구,8,360.0,2.0,62.0,202208.0,20811.0,0.0,20811.0,318.0,2022.0
도봉구,9,353.0,4.0,61.0,202209.0,20044.0,0.0,20044.0,311.0,2022.0
도봉구,10,375.0,4.0,63.0,202210.0,21204.0,0.0,21204.0,322.0,2022.0
도봉구,11,410.0,2.0,64.0,202211.0,20492.0,0.0,20492.0,311.0,2022.0
도봉구,12,372.0,4.0,63.0,202212.0,20783.0,0.0,20783.0,317.0,2022.0
동대문구,1,483.0,5.0,59.0,202201.0,30678.0,0.0,30678.0,512.0,2022.0
동대문구,2,445.0,4.0,63.0,202202.0,33562.0,0.0,33562.0,524.0,2022.0
동대문구,3,470.0,6.0,67.0,202203.0,33048.0,0.0,33048.0,508.0,2022.0
동대문구,4,451.0,4.0,66.0,202204.0,33247.0,0.0,33247.0,495.0,2022.0
동대문구,5,532.0,3.0,65.0,202205.0,34669.0,0.0,34669.0,530.0,2022.0
동대문구,6,505.0,5.0,63.0,202206.0,31718.0,0.0,31718.0,486.0,2022.0
동대문구,7,475.0,5.0,62.0,202207.0,31346.0,0.0,31346.0,487.0,2022.0
동대문구,8,526.0,3.0,64.0,202208.0,34458.0,0.0,34458.0,537.0,2022.0
동대문구,9,496.0,4.0,66.0,202209.0,34351.0,0.0,34351.0,497.0,2022.0
동대문구,10,512.0,3.0,68.0,202210.0,34540.0,0.0,34540.0,512.0,2022.0
동대문구,11,517.0,4.0,62.0,202211.0,28458.0,0.0,28458.0,440.0,2022.0
동대문구,12,458.0,3.0,50.0,202212.0,24212.0,0.0,24212.0,505.0,2022.0
동작구,1,516.0,4.0,72.0,202201.0,45668.0,0.0,45668.0,607.0,2022.0
동작구,2,520.0,5.0,73.0,202202.0,44052.0,0.0,44052.0,582.0,2022.0
동작구,3,517.0,5.0,73.0,202203.0,46501.0,0.0,46501.0,620.0,2022.0
동작구,4,543.0,5.0,77.0,202204.0,48675.0,0.0,48675.0,629.0,2022.0
동작구,5,572.0,5.0,76.0,202205.0,48648.0,0.0,48648.0,630.0,2022.0
동작구,6,539.0,3.0,75.0,202206.0,46918.0,0.0,46918.0,601.0,2022.0
동작구,7,503.0,3.0,76.0,202207.0,46828.0,0.0,46828.0,591.0,2022.0
동작구,8,490.0,7.0,72.0,202208.0,45715.0,0.0,45715.0,606.0,2022.0
동작구,9,501.0,4.0,64.0,202209.0,38781.0,0.0,38781.0,507.0,2022.0
동작구,10,484.0,3.0,72.0,202210.0,43492.0,0.0,43492.0,574.0,2022.0
동작구,11,551.0,4.0,74.0,202211.0,44448.0,0.0,44448.0,569.0,2022.0
동작구,12,488.0,4.0,72.0,202212.0,39805.0,0.0,39805.0,527.0,2022.0
마포구,1,556.0,3.0,67.0,202201.0,40733.0,0.0,40733.0,575.0,2022.0
마포구,2,592.0,2.0,68.0,202202.0,42594.0,0.0,42594.0,598.0,2022.0
마포구,3,749.0,2.0,67.0,202203.0,37890.0,0.0,37890.0,531.0,2022.0
마포구,4,625.0,2.0,68.0,202204.0,39275.0,0.0,39275.0,544.0,2022.0
마포구,5,664.0,1.0,66.0,202205.0,37444.0,0.0,37444.0,515.0,2022.0
마포구,6,619.0,2.0,68.0,202206.0,41382.0,0.0,41382.0,569.0,2022.0
마포구,7,602.0,2.0,69.0,202207.0,41245.0,0.0,41245.0,568.0,2022.0
마포구,8,665.0,2.0,70.0,202208.0,43101.0,0.0,43101.0,581.0,2022.0
마포구,9,724.0,1.0,71.0,202209.0,42382.0,0.0,42382.0,579.0,2022.0
마포구,10,589.0,2.0,73.0,202210.0,45271.0,0.0,45271.0,606.0,2022.0
마포구,11,626.0,2.0,67.0,202211.0,37898.0,0.0,37898.0,517.0,2022.0
마포구,12,788.0,2.0,66.0,202212.0,34375.0,0.0,34375.0,489.0,2022.0
서대문구,1,403.0,6.0,70.0,202201.0,39167.0,22.0,39431.0,553.0,2022.0
서대문구,2,432.0,2.0,67.0,202202.0,34999.0,25.0,35295.0,510.0,2022.0
서대문구,3,406.0,6.0,65.0,202203.0,34122.0,26.0,34429.0,500.0,2022.0
서대문구,4,411.0,6.0,71.0,202204.0,37193.0,24.0,37486.0,515.0,2022.0
서대문구,5,437.0,6.0,67.0,202205.0,36071.0,22.0,36340.0,521.0,2022.0
서대문구,6,431.0,3.0,62.0,202206.0,31733.0,24.0,32024.0,467.0,2022.0
