자치구별,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
종로구,4.4,4.4,4.3,4.4,4.3,4.1,4.1,4.0,4.1,4.1,4.2,4.4
중구,4.5,4.4,4.3,4.3,4.3,4.3,4.4,4.5,4.6,4.8,4.8,4.8
용산구,4.4,4.7,4.7,4.6,4.6,4.6,4.6,4.5,4.5,4.7,4.8,4.7
성동구,4.2,4.2,4.3,4.4,4.4,4.5,4.5,4.5,4.4,4.4,4.6,4.7
광진구,4.1,4.3,4.3,4.3,4.3,4.4,4.3,4.2,4.2,4.4,4.3,4.4
동대문구,4.1,4.3,4.3,4.4,4.3,4.4,4.6,4.5,4.5,4.6,4.6,4.6
중랑구,4.0,4.0,4.3,4.2,4.2,4.3,4.3,4.5,4.2,4.2,4.3,4.5
성북구,3.9,3.9,3.9,4.0,3.9,4.1,4.1,4.2,4.3,4.3,4.4,4.4
강북구,4.2,4.2,4.1,4.3,4.2,4.5,5.0,5.0,5.1,5.0,5.0,5.0
도봉구,4.3,4.3,4.4,4.3,4.3,4.4,4.4,4.4,4.5,4.5,4.5,4.6
노원구,4.4,4.4,4.4,4.5,4.4,4.4,4.5,4.5,4.5,4.5,4.6,4.7
은평구,4.7,4.5,4.4,4.4,4.4,4.3,4.6,4.7,4.6,4.7,4.7,4.7
서대문구,4.0,4.0,4.1,4.1,4.2,4.4,4.4,4.4,4.4,4.5,4.5,4.7
마포구,4.3,4.3,4.4,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.4
양천구,4.5,4.3,4.3,4.0,4.0,4.0,4.2,4.3,4.3,4.6,4.7,4.7
강서구,3.9,4.0,3.9,4.0,4.1,4.1,3.9,4.1,4.1,4.2,4.3,4.3
구로구,4.2,4.2,4.2,4.2,4.4,4.4,4.3,4.3,4.4,4.3,4.4,4.4
금천구,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.6,4.7,4.7,4.8
영등포구,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.3
동작구,3.7,3.6,3.7,3.7,3.8,3.9,3.9,4.0,4.1,4.1,4.1,4.1
관악구,4.0,4.1,4.3,4.3,4.3,4.4,4.4,4.4,4.6,4.7,4.7,4.8
서초구,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.0,4.0,4.0,4.1,4.1
강남구,4.1,4.2,4.2,4.2,4.3,4.3,4.3,4.2,4.3,4.3,4.3,4.3
송파구,3.8,3.8,3.9,3.9,3.8,3.9,3.9,3.8,3.9,3.9,4.1,4.2
강동구,4.4,4.1,4.1,4.3,4.1,4.1,4.2,4.2,4.0,4.1,4.3,4.4
