자치구별,계약월,본번,부번,전용면적(㎡),계약년월,보증금(만원),월세(만원),거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도
강서구,7,827.0,5.0,61.0,202107.0,32287.0,0.0,32287.0,543.0,2021.0
강서구,8,857.0,3.0,57.0,202108.0,25476.0,0.0,25476.0,438.0,2021.0
강서구,9,822.0,4.0,62.0,202109.0,32248.0,0.0,32248.0,513.0,2021.0
강서구,10,818.0,4.0,61.0,202110.0,26931.0,0.0,26931.0,423.0,2021.0
강서구,11,836.0,5.0,65.0,202111.0,32030.0,0.0,32030.0,480.0,2021.0
강서구,12,762.0,5.0,58.0,202112.0,29032.0,0.0,29032.0,467.0,2021.0
관악구,1,1514.0,6.0,62.0,202101.0,28144.0,0.0,28144.0,426.0,2021.0
관악구,2,1450.0,11.0,63.0,202102.0,29459.0,0.0,29459.0,435.0,2021.0
관악구,3,1495.0,9.0,64.0,202103.0,29973.0,0.0,29973.0,448.0,2021.0
관악구,4,1453.0,10.0,64.0,202104.0,29314.0,0.0,29314.0,440.0,2021.0
관악구,5,1471.0,12.0,65.0,202105.0,31612.0,0.0,31612.0,473.0,2021.0
관악구,6,1480.0,6.0,66.0,202106.0,34050.0,0.0,34050.0,506.0,2021.0
관악구,7,1485.0,10.0,64.0,202107.0,32068.0,0.0,32068.0,479.0,2021.0
관악구,8,1495.0,10.0,63.0,202108.0,30652.0,0.0,30652.0,460.0,2021.0
관악구,9,1549.0,7.0,60.0,202109.0,27481.0,0.0,27481.0,412.0,2021.0
관악구,10,1511.0,10.0,66.0,202110.0,32925.0,0.0,32925.0,493.0,2021.0
관악구,11,1521.0,5.0,64.0,202111.0,31235.0,0.0,31235.0,466.0,2021.0
관악구,12,1536.0,8.0,64.0,202112.0,31451.0,0.0,31451.0,457.0,2021.0
광진구,1,541.0,6.0,75.0,202101.0,47306.0,0.0,47306.0,625.0,2021.0
광진구,2,532.0,7.0,76.0,202102.0,46387.0,0.0,46387.0,605.0,2021.0
광진구,3,539.0,5.0,78.0,202103.0,50416.0,0.0,50416.0,649.0,2021.0
광진구,4,514.0,5.0,76.0,202104.0,51108.0,0.0,51108.0,663.0,2021.0
광진구,5,524.0,5.0,78.0,202105.0,52534.0,0.0,52534.0,661.0,2021.0
광진구,6,535.0,5.0,80.0,202106.0,51570.0,0.0,51570.0,644.0,2021.0
광진구,7,519.0,5.0,75.0,202107.0,50840.0,0.0,50840.0,664.0,2021.0
광진구,8,555.0,6.0,75.0,202108.0,49808.0,0.0,49808.0,672.0,2021.0
광진구,9,581.0,5.0,75.0,202109.0,52345.0,0.0,52345.0,709.0,2021.0
광진구,10,597.0,5.0,76.0,202110.0,53244.0,0.0,53244.0,720.0,2021.0
광진구,11,538.0,4.0,78.0,202111.0,52576.0,0.0,52576.0,684.0,2021.0
광진구,12,530.0,6.0,75.0,202112.0,50501.0,0.0,50501.0,675.0,2021.0
구로구,1,327.0,14.0,63.0,202101.0,22650.0,0.0,22650.0,346.0,2021.0
구로구,2,510.0,17.0,62.0,202102.0,26213.0,0.0,26213.0,403.0,2021.0
구로구,3,513.0,18.0,60.0,202103.0,26145.0,0.0,26145.0,402.0,2021.0
구로구,4,506.0,14.0,63.0,202104.0,27125.0,0.0,27125.0,410.0,2021.0
구로구,5,501.0,18.0,66.0,202105.0,30504.0,0.0,30504.0,443.0,2021.0
구로구,6,538.0,16.0,66.0,202106.0,28993.0,0.0,28993.0,429.0,2021.0
구로구,7,541.0,18.0,65.0,202107.0,29335.0,0.0,29335.0,423.0,2021.0
구로구,8,415.0,11.0,60.0,202108.0,19666.0,0.0,19666.0,304.0,2021.0
구로구,9,415.0,9.0,67.0,202109.0,22254.0,0.0,22254.0,322.0,2021.0
구로구,10,393.0,13.0,61.0,202110.0,21068.0,0.0,21068.0,319.0,2021.0
구로구,11,526.0,18.0,64.0,202111.0,28513.0,0.0,28513.0,415.0,2021.0
구로구,12,405.0,12.0,57.0,202112.0,19353.0,0.0,19353.0,312.0,2021.0
금천구,1,796.0,5.0,58.0,202101.0,26785.0,0.0,26785.0,494.0,2021.0
금천구,2,784.0,6.0,59.0,202102.0,26724.0,0.0,26724.0,490.0,2021.0
금천구,3,1003.0,3.0,66.0,202103.0,23005.0,0.0,23005.0,364.0,2021.0
금천구,4,1045.0,2.0,65.0,202104.0,21976.0,0.0,21976.0,359.0,2021.0
금천구,5,1020.0,3.0,66.0,202105.0,23347.0,0.0,23347.0,370.0,2021.0
금천구,6,1022.0,2.0,66.0,202106.0,23001.0,0.0,23001.0,362.0,2021.0
금천구,7,982.0,10.0,66.0,202107.0,24657.0,0.0,24657.0,376.0,2021.0
금천구,8,866.0,6.0,61.0,202108.0,25678.0,0.0,25678.0,458.0,2021.0
금천구,9,842.0,5.0,61.0,202109.0,26010.0,0.0,26010.0,438.0,2021.0
금천구,10,768.0,6.0,60.0,202110.0,26243.0,0.0,26243.0,442.0,2021.0
금천구,11,825.0,5.0,61.0,202111.0,25797.0,0.0,25797.0,439.0,2021.0
금천구,12,838.0,4.0,63.0,202112.0,28476.0,0.0,28476.0,460.0,2021.0
노원구,1,571.0,1.0,61.0,202101.0,24114.0,0.0,24114.0,374.0,2021.0
노원구,2,554.0,1.0,61.0,202102.0,24063.0,0.0,24063.0,373.0,2021.0
노원구,3,567.0,1.0,59.0,202103.0,22843.0,0.0,22843.0,366.0,2021.0
노원구,4,555.0,1.0,58.0,202104.0,21960.0,0.0,21960.0,358.0,2021.0
노원구,5,574.0,1.0,59.0,202105.0,23004.0,0.0,23004.0,369.0,2021.0
노원구,6,565.0,1.0,59.0,202106.0,22974.0,0.0,22974.0,362.0,2021.0
노원구,7,567.0,1.0,59.0,202107.0,23090.0,0.0,23090.0,363.0,2021.0
노원구,8,585.0,1.0,59.0,202108.0,23465.0,0.0,23465.0,372.0,2021.0
노원구,9,568.0,1.0,57.0,202109.0,21554.0,0.0,21554.0,352.0,2021.0
노원구,10,555.0,1.0,58.0,202110.0,22352.0,0.0,22352.0,361.0,2021.0
노원구,11,558.0,1.0,59.0,202111.0,24187.0,0.0,24187.0,382.0,2021.0
노원구,12,583.0,1.0,60.0,202112.0,24222.0,0.0,24222.0,373.0,2021.0
도봉구,1,395.0,2.0,64.0,202101.0,24186.0,0.0,24186.0,359.0,2021.0
도봉구,2,371.0,2.0,63.0,202102.0,22500.0,0.0,22500.0,343.0,2021.0
도봉구,3,365.0,3.0,64.0,202103.0,21872.0,0.0,21872.0,329.0,2021.0
도봉구,4,382.0,4.0,63.0,202104.0,23351.0,0.0,23351.0,367.0,2021.0
도봉구,5,398.0,5.0,63.0,202105.0,24354.0,0.0,24354.0,380.0,2021.0
도봉구,6,406.0,5.0,61.0,202106.0,22696.0,0.0,22696.0,377.0,2021.0
도봉구,7,391.0,5.0,64.0,202107.0,24554.0,0.0,24554.0,376.0,2021.0
도봉구,8,365.0,2.0,64.0,202108.0,22651.0,0.0,22651.0,335.0,2021.0
도봉구,9,383.0,5.0,63.0,202109.0,22950.0,0.0,22950.0,339.0,2021.0
도봉구,10,362.0,2.0,63.0,202110.0,21944.0,0.0,21944.0,327.0,2021.0
도봉구,11,384.0,3.0,66.0,202111.0,25744.0,0.0,25744.0,374.0,2021.0
도봉구,12,387.0,4.0,66.0,202112.0,23578.0,0.0,23578.0,344.0,2021.0
동대문구,1,491.0,5.0,59.0,202101.0,30374.0,15.0,30555.0,524.0,2021.0
동대문구,2,473.0,4.0,59.0,202102.0,30867.0,16.0,31060.0,571.0,2021.0
동대문구,3,483.0,4.0,64.0,202103.0,32658.0,17.0,32864.0,548.0,2021.0
동대문구,4,452.0,6.0,63.0,202104.0,32676.0,15.0,32861.0,549.0,2021.0
동대문구,5,422.0,3.0,66.0,202105.0,33732.0,19.0,33964.0,514.0,2021.0
동대문구,6,457.0,5.0,65.0,202106.0,33296.0,22.0,33559.0,505.0,2021.0
동대문구,7,456.0,3.0,59.0,202107.0,29429.0,17.0,29636.0,472.0,2021.0
동대문구,8,405.0,3.0,63.0,202108.0,31676.0,19.0,31909.0,509.0,2021.0
동대문구,9,457.0,3.0,59.0,202109.0,27193.0,22.0,27453.0,428.0,2021.0
동대문구,10,466.0,4.0,68.0,202110.0,35640.0,25.0,35945.0,553.0,2021.0
동대문구,11,500.0,3.0,65.0,202111.0,34146.0,25.0,34445.0,519.0,2021.0
동대문구,12,527.0,4.0,61.0,202112.0,32066.0,26.0,32375.0,510.0,2021.0
동작구,1,495.0,3.0,74.0,202101.0,44743.0,27.0,45066.0,592.0,2021.0
동작구,2,469.0,4.0,77.0,202102.0,45908.0,31.0,46276.0,596.0,2021.0
동작구,3,508.0,4.0,75.0,202103.0,46377.0,25.0,46675.0,613.0,2021.0
동작구,4,513.0,5.0,76.0,202104.0,50646.0,22.0,50906.0,665.0,2021.0
동작구,5,447.0,3.0,79.0,202105.0,56160.0,30.0,56523.0,711.0,2021.0
동작구,6,497.0,3.0,76.0,202106.0,47550.0,35.0,47975.0,626.0,2021.0
동작구,7,517.0,2.0,72.0,202107.0,47298.0,33.0,47690.0,640.0,2021.0
동작구,8,426.0,4.0,74.0,202108.0,49159.0,34.0,49566.0,656.0,2021.0
동작구,9,495.0,3.0,73.0,202109.0,46496.0,33.0,46897.0,608.0,2021.0
동작구,10,485.0,5.0,77.0,202110.0,49517.0,36.0,49952.0,646.0,2021.0
동작구,11,520.0,4.0,77.0,202111.0,51213.0,35.0,51635.0,656.0,2021.0
동작구,12,514.0,4.0,71.0,202112.0,43617.0,38.0,44077.0,601.0,2021.0
마포구,1,596.0,4.0,69.0,202101.0,42199.0,33.0,42595.0,606.0,2021.0
마포구,2,620.0,3.0,70.0,202102.0,44015.0,32.0,44398.0,617.0,2021.0
마포구,3,551.0,2.0,69.0,202103.0,43941.0,31.0,44311.0,623.0,2021.0
마포구,4,575.0,2.0,72.0,202104.0,46744.0,34.0,47158.0,635.0,2021.0
마포구,5,549.0,2.0,71.0,202105.0,46589.0,36.0,47018.0,658.0,2021.0
마포구,6,574.0,1.0,70.0,202106.0,43718.0,50.0,44323.0,619.0,2021.0
마포구,7,566.0,3.0,68.0,202107.0,41413.0,47.0,41978.0,594.0,2021.0
마포구,8,816.0,1.0,67.0,202108.0,37463.0,36.0,37892.0,517.0,2021.0
마포구,9,588.0,3.0,65.0,202109.0,38322.0,35.0,38748.0,545.0,2021.0
마포구,10,700.0,2.0,68.0,202110.0,37345.0,43.0,37860.0,525.0,2021.0
마포구,11,607.0,2.0,70.0,202111.0,45650.0,38.0,46102.0,630.0,2021.0
마포구,12,655.0,2.0,70.0,202112.0,41054.0,49.0,41645.0,570.0,2021.0
서대문구,1,451.0,2.0,69.0,202101.0,37582.0,24.0,37871.0,540.0,2021.0
서대문구,2,417.0,2.0,72.0,202102.0,38525.0,24.0,38812.0,528.0,2021.0
서대문구,3,424.0,4.0,73.0,202103.0,39394.0,26.0,39711.0,531.0,2021.0
서대문구,4,431.0,3.0,72.0,202104.0,41104.0,21.0,41357.0,568.0,2021.0
서대문구,5,429.0,6.0,73.0,202105.0,39830.0,26.0,40140.0,541.0,2021.0
서대문구,6,382.0,9.0,68.0,202106.0,38014.0,29.0,38367.0,556.0,2021.0
서대문구,7,420.0,13.0,72.0,202107.0,39216.0,28.0,39557.0,542.0,2021.0
서대문구,8,400.0,5.0,73.0,202108.0,42245.0,28.0,42576.0,572.0,2021.0
서대문구,9,413.0,2.0,64.0,202109.0,32994.0,28.0,33334.0,479.0,2021.0
서대문구,10,423.0,4.0,72.0,202110.0,39749.0,33.0,40141.0,547.0,2021.0
서대문구,11,398.0,3.0,70.0,202111.0,38895.0,32.0,39285.0,537.0,2021.0
서대문구,12,420.0,6.0,69.0,202112.0,37558.0,30.0,37917.0,528.0,2021.0
서초구,1,836.0,8.0,85.0,202101.0,69037.0,52.0,69666.0,813.0,2021.0
서초구,2,811.0,7.0,83.0,202102.0,67021.0,52.0,67640.0,817.0,2021.0
서초구,3,854.0,6.0,79.0,202103.0,56702.0,51.0,57310.0,680.0,2021.0
서초구,4,855.0,6.0,84.0,202104.0,67045.0,60.0,67768.0,782.0,2021.0
서초구,5,788.0,6.0,90.0,202105.0,82769.0,68.0,83586.0,930.0,2021.0
서초구,6,848.0,6.0,83.0,202106.0,68779.0,72.0,69645.0,823.0,2021.0
서초구,7,863.0,6.0,86.0,202107.0,71178.0,91.0,72266.0,839.0,2021.0
서초구,8,662.0,6.0,75.0,202108.0,51957.0,60.0,52678.0,638.0,2021.0
서초구,9,872.0,8.0,89.0,202109.0,76451.0,94.0,77583.0,870.0,2021.0
서초구,10,819.0,7.0,86.0,202110.0,74334.0,79.0,75277.0,849.0,2021.0
서초구,11,748.0,7.0,87.0,202111.0,73033.0,80.0,73993.0,827.0,2021.0
서초구,12,802.0,7.0,84.0,202112.0,70749.0,80.0,71708.0,828.0,2021.0
성동구,1,620.0,17.0,76.0,202101.0,51264.0,54.0,51909.0,686.0,2021.0
성동구,2,636.0,10.0,74.0,202102.0,48460.0,48.0,49032.0,644.0,2021.0
성동구,3,611.0,13.0,77.0,202103.0,50436.0,48.0,51012.0,660.0,2021.0
성동구,4,615.0,12.0,77.0,202104.0,51858.0,52.0,52488.0,681.0,2021.0
성동구,5,602.0,6.0,78.0,202105.0,51021.0,43.0,51542.0,671.0,2021.0
성동구,6,614.0,10.0,76.0,202106.0,53172.0,53.0,53810.0,688.0,2021.0
성동구,7,629.0,11.0,75.0,202107.0,49540.0,53.0,50180.0,665.0,2021.0
성동구,8,624.0,9.0,76.0,202108.0,48766.0,57.0,49449.0,667.0,2021.0
성동구,9,627.0,6.0,70.0,202109.0,43593.0,54.0,44241.0,605.0,2021.0
성동구,10,633.0,8.0,76.0,202110.0,49546.0,55.0,50209.0,656.0,2021.0
성동구,11,628.0,5.0,77.0,202111.0,52994.0,60.0,53711.0,694.0,2021.0
성동구,12,603.0,5.0,76.0,202112.0,49870.0,69.0,50704.0,661.0,2021.0
성북구,1,560.0,9.0,70.0,202101.0,35397.0,25.0,35697.0,519.0,2021.0
성북구,2,535.0,10.0,66.0,202102.0,33338.0,20.0,33576.0,496.0,2021.0
성북구,3,548.0,9.0,69.0,202103.0,37399.0,21.0,37649.0,550.0,2021.0
성북구,4,553.0,11.0,70.0,202104.0,34315.0,26.0,34624.0,490.0,2021.0
성북구,5,566.0,10.0,73.0,202105.0,37572.0,18.0,37792.0,517.0,2021.0
성북구,6,515.0,13.0,72.0,202106.0,36359.0,26.0,36672.0,516.0,2021.0
성북구,7,614.0,6.0,67.0,202107.0,33292.0,21.0,33547.0,476.0,2021.0
성북구,8,496.0,13.0,69.0,202108.0,35447.0,21.0,35697.0,506.0,2021.0
성북구,9,514.0,10.0,64.0,202109.0,29355.0,27.0,29678.0,434.0,2021.0
성북구,10,533.0,13.0,75.0,202110.0,37871.0,27.0,38200.0,513.0,2021.0
성북구,11,599.0,14.0,71.0,202111.0,35226.0,27.0,35551.0,485.0,2021.0
성북구,12,664.0,11.0,69.0,202112.0,35063.0,33.0,35454.0,499.0,2021.0
송파구,1,352.0,1.0,78.0,202101.0,55874.0,14.0,56037.0,721.0,2021.0
송파구,2,367.0,1.0,78.0,202102.0,54329.0,12.0,54470.0,697.0,2021.0
송파구,3,336.0,1.0,77.0,202103.0,55347.0,12.0,55493.0,718.0,2021.0
송파구,4,337.0,0.0,79.0,202104.0,52556.0,8.0,52656.0,656.0,2021.0
송파구,5,334.0,0.0,78.0,202105.0,54104.0,10.0,54226.0,684.0,2021.0
송파구,6,311.0,1.0,77.0,202106.0,55004.0,9.0,55109.0,715.0,2021.0
송파구,7,303.0,1.0,77.0,202107.0,52145.0,11.0,52278.0,681.0,2021.0
송파구,8,370.0,1.0,73.0,202108.0,44096.0,9.0,44201.0,574.0,2021.0
송파구,9,287.0,1.0,77.0,202109.0,54042.0,10.0,54161.0,688.0,2021.0
송파구,10,332.0,1.0,76.0,202110.0,51197.0,10.0,51316.0,652.0,2021.0
송파구,11,268.0,1.0,81.0,202111.0,60399.0,12.0,60546.0,742.0,2021.0
송파구,12,457.0,0.0,72.0,202112.0,46465.0,12.0,46607.0,607.0,2021.0
양천구,1,795.0,2.0,76.0,202101.0,47502.0,0.0,47502.0,600.0,2021.0
양천구,2,797.0,2.0,77.0,202102.0,46978.0,0.0,46978.0,593.0,2021.0
양천구,3,783.0,2.0,75.0,202103.0,44924.0,0.0,44924.0,578.0,2021.0
양천구,4,963.0,3.0,63.0,202104.0,32852.0,0.0,32852.0,447.0,2021.0
양천구,5,804.0,2.0,76.0,202105.0,47020.0,0.0,47020.0,592.0,2021.0
양천구,6,836.0,3.0,70.0,202106.0,37000.0,0.0,37000.0,489.0,2021.0
양천구,7,821.0,2.0,72.0,202107.0,42441.0,0.0,42441.0,544.0,2021.0
양천구,8,978.0,1.0,69.0,202108.0,32375.0,0.0,32375.0,431.0,2021.0
양천구,9,865.0,2.0,65.0,202109.0,34772.0,0.0,34772.0,468.0,2021.0
양천구,10,855.0,2.0,75.0,202110.0,42001.0,0.0,42001.0,539.0,2021.0
양천구,11,813.0,2.0,73.0,202111.0,45890.0,0.0,45890.0,585.0,2021.0
양천구,12,808.0,1.0,77.0,202112.0,49095.0,0.0,49095.0,603.0,2021.0
영등포구,1,1166.0,5.0,69.0,202101.0,37877.0,2.0,37898.0,538.0,2021.0
영등포구,2,1136.0,3.0,69.0,202102.0,36376.0,3.0,36412.0,509.0,2021.0
영등포구,3,1203.0,4.0,71.0,202103.0,38103.0,3.0,38133.0,528.0,2021.0
영등포구,4,1123.0,3.0,73.0,202104.0,38547.0,0.0,38552.0,521.0,2021.0
영등포구,5,917.0,2.0,75.0,202105.0,43316.0,1.0,43324.0,578.0,2021.0
영등포구,6,1174.0,5.0,71.0,202106.0,38165.0,1.0,38174.0,540.0,2021.0
영등포구,7,949.0,3.0,71.0,202107.0,40912.0,2.0,40934.0,566.0,2021.0
영등포구,8,1050.0,2.0,71.0,202108.0,36251.0,1.0,36266.0,494.0,2021.0
영등포구,9,1050.0,3.0,71.0,202109.0,39197.0,1.0,39212.0,545.0,2021.0
영등포구,10,855.0,5.0,71.0,202110.0,42534.0,1.0,42552.0,608.0,2021.0
영등포구,11,1039.0,4.0,74.0,202111.0,44709.0,1.0,44725.0,604.0,2021.0
영등포구,12,1175.0,3.0,75.0,202112.0,44162.0,2.0,44190.0,592.0,2021.0
용산구,1,254.0,19.0,86.0,202101.0,56336.0,40.0,56815.0,665.0,2021.0
용산구,2,251.0,14.0,85.0,202102.0,55195.0,31.0,55569.0,661.0,2021.0
용산구,3,317.0,13.0,73.0,202103.0,40376.0,35.0,40796.0,479.0,2021.0
용산구,4,271.0,25.0,89.0,202104.0,58675.0,41.0,59167.0,647.0,2021.0
용산구,5,283.0,22.0,95.0,202105.0,71293.0,36.0,71728.0,730.0,2021.0
용산구,6,275.0,16.0,83.0,202106.0,54137.0,73.0,55010.0,687.0,2021.0
용산구,7,246.0,20.0,86.0,202107.0,54349.0,76.0,55255.0,614.0,2021.0
용산구,8,255.0,15.0,83.0,202108.0,50006.0,78.0,50945.0,630.0,2021.0
용산구,9,261.0,20.0,87.0,202109.0,50114.0,88.0,51167.0,586.0,2021.0
용산구,10,271.0,21.0,90.0,202110.0,56640.0,77.0,57567.0,607.0,2021.0
용산구,11,260.0,16.0,92.0,202111.0,60452.0,95.0,61593.0,629.0,2021.0
용산구,12,263.0,17.0,90.0,202112.0,57366.0,85.0,58387.0,633.0,2021.0
은평구,1,316.0,5.0,62.0,202101.0,27541.0,17.0,27740.0,429.0,2021.0
은평구,2,294.0,5.0,64.0,202102.0,26206.0,15.0,26387.0,390.0,2021.0
은평구,3,312.0,4.0,69.0,202103.0,31929.0,13.0,32088.0,471.0,2021.0
은평구,4,329.0,6.0,69.0,202104.0,31726.0,18.0,31937.0,458.0,2021.0
은평구,5,386.0,4.0,69.0,202105.0,35407.0,16.0,35603.0,514.0,2021.0
은평구,6,376.0,4.0,69.0,202106.0,32935.0,23.0,33216.0,487.0,2021.0
은평구,7,397.0,6.0,64.0,202107.0,31624.0,23.0,31898.0,483.0,2021.0
은평구,8,276.0,4.0,64.0,202108.0,28190.0,20.0,28431.0,425.0,2021.0
은평구,9,442.0,4.0,59.0,202109.0,25170.0,25.0,25465.0,382.0,2021.0
은평구,10,319.0,4.0,67.0,202110.0,30293.0,25.0,30596.0,436.0,2021.0
은평구,11,357.0,5.0,69.0,202111.0,35242.0,24.0,35527.0,506.0,2021.0
은평구,12,253.0,4.0,61.0,202112.0,27820.0,25.0,28122.0,441.0,2021.0
종로구,1,274.0,2.0,66.0,202101.0,42008.0,42.0,42514.0,594.0,2021.0
종로구,2,276.0,2.0,64.0,202102.0,39153.0,45.0,39687.0,531.0,2021.0
종로구,3,303.0,9.0,67.0,202103.0,42728.0,34.0,43134.0,618.0,2021.0
종로구,4,318.0,4.0,65.0,202104.0,38645.0,36.0,39076.0,573.0,2021.0
종로구,5,241.0,4.0,75.0,202105.0,51518.0,39.0,51983.0,656.0,2021.0
종로구,6,235.0,9.0,74.0,202106.0,43756.0,53.0,44394.0,577.0,2021.0
종로구,7,262.0,4.0,65.0,202107.0,41398.0,45.0,41933.0,619.0,2021.0
종로구,8,258.0,4.0,72.0,202108.0,43546.0,51.0,44154.0,596.0,2021.0
종로구,9,250.0,3.0,60.0,202109.0,30653.0,55.0,31317.0,473.0,2021.0
종로구,10,246.0,7.0,72.0,202110.0,41592.0,66.0,42389.0,572.0,2021.0
종로구,11,222.0,12.0,73.0,202111.0,41598.0,63.0,42351.0,557.0,2021.0
종로구,12,274.0,2.0,69.0,202112.0,39666.0,64.0,40430.0,557.0,2021.0
중구,1,841.0,25.0,62.0,202101.0,37028.0,36.0,37462.0,606.0,2021.0
중구,2,782.0,16.0,63.0,202102.0,37895.0,39.0,38359.0,622.0,2021.0
중구,3,695.0,50.0,56.0,202103.0,33292.0,33.0,33688.0,597.0,2021.0
중구,4,812.0,27.0,62.0,202104.0,38732.0,37.0,39176.0,660.0,2021.0
중구,5,764.0,18.0,66.0,202105.0,41266.0,37.0,41710.0,654.0,2021.0
중구,6,859.0,15.0,64.0,202106.0,39165.0,49.0,39758.0,596.0,2021.0
중구,7,780.0,30.0,62.0,202107.0,35366.0,45.0,35909.0,527.0,2021.0
중구,8,710.0,27.0,65.0,202108.0,34321.0,57.0,35007.0,506.0,2021.0
중구,9,754.0,20.0,63.0,202109.0,31164.0,67.0,31964.0,461.0,2021.0
중구,10,790.0,30.0,74.0,202110.0,43940.0,49.0,44528.0,597.0,2021.0
중구,11,792.0,26.0,65.0,202111.0,36085.0,50.0,36683.0,533.0,2021.0
중구,12,749.0,14.0,68.0,202112.0,40262.0,49.0,40845.0,587.0,2021.0
중랑구,1,607.0,5.0,56.0,202101.0,23844.0,19.0,24071.0,404.0,2021.0
중랑구,2,528.0,3.0,65.0,202102.0,27496.0,18.0,27716.0,419.0,2021.0
중랑구,3,564.0,3.0,62.0,202103.0,28502.0,17.0,28712.0,440.0,2021.0
중랑구,4,545.0,6.0,65.0,202104.0,29296.0,18.0,29508.0,464.0,2021.0
중랑구,5,517.0,8.0,63.0,202105.0,29207.0,16.0,29402.0,487.0,2021.0
중랑구,6,533.0,8.0,62.0,202106.0,29053.0,17.0,29252.0,475.0,2021.0
중랑구,7,544.0,8.0,62.0,202107.0,29168.0,19.0,29392.0,490.0,2021.0
중랑구,8,575.0,4.0,59.0,202108.0,22315.0,19.0,22541.0,384.0,2021.0
중랑구,9,518.0,4.0,63.0,202109.0,29062.0,20.0,29307.0,449.0,2021.0
중랑구,10,571.0,3.0,61.0,202110.0,23603.0,22.0,23872.0,385.0,2021.0
중랑구,11,575.0,5.0,64.0,202111.0,27719.0,23.0,27995.0,425.0,2021.0
